annee,date_arrondie,sous_famille,categorie,prix_moyen
2018,2018-04-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,291.92459016393445
2018,2018-04-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,277.15584415584414
2018,2018-04-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,745.3194444444445
2018,2018-04-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,700.6204481792718
2018,2018-04-01,"banane, kiwi",Prix moyen du produit local en magasin,577.6666666666666
2018,2018-04-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,233.78761061946904
2018,2018-04-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,507.2349206349206
2018,2018-04-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,614.4674329501916
2018,2018-04-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,561.5821812596006
2018,2018-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,401.65263157894736
2018,2018-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,313.453216374269
2018,2018-04-01,fruit exotique,Prix moyen du produit importé en magasin,742.8787878787879
2018,2018-04-01,fruit exotique,Prix moyen du produit local en magasin,548.8954802259886
2018,2018-04-01,herbe aromatique,Prix moyen du produit local en magasin,170.64
2018,2018-04-01,légume frais : autres,Prix moyen du produit local en magasin,330.8076923076923
2018,2018-04-01,"légume vert, asperge",Prix moyen du produit importé en magasin,831.4378698224853
2018,2018-04-01,"légume vert, asperge",Prix moyen du produit local en magasin,755.4333333333333
2018,2018-04-01,"melon, pastèque",Prix moyen du produit importé en magasin,531.9873417721519
2018,2018-04-01,"melon, pastèque",Prix moyen du produit local en magasin,480.7314487632509
2018,2018-04-01,salade et tomate,Prix moyen du produit importé en magasin,591.5967741935484
2018,2018-04-01,salade et tomate,Prix moyen du produit local en magasin,592.2903225806451
2018,2018-05-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,645
2018,2018-05-01,agrume,Prix moyen du produit importé en magasin,614.5056818181819
2018,2018-05-01,agrume,Prix moyen du produit local en magasin,522.6234003656307
2018,2018-05-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,285.58128078817737
2018,2018-05-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,295.3414634146341
2018,2018-05-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,777.5576923076923
2018,2018-05-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,716.3692052980133
2018,2018-05-01,"banane, kiwi",Prix moyen du produit local en magasin,585.2627118644068
2018,2018-05-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,257.36470588235295
2018,2018-05-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,503.88695652173914
2018,2018-05-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,609.7901785714286
2018,2018-05-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,549.2708719851577
2018,2018-05-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,426.8
2018,2018-05-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,330.0678466076696
2018,2018-05-01,fruit exotique,Prix moyen du produit importé en magasin,744.7619047619048
2018,2018-05-01,fruit exotique,Prix moyen du produit local en magasin,545.757785467128
2018,2018-05-01,herbe aromatique,Prix moyen du produit local en magasin,162
2018,2018-05-01,légume frais : autres,Prix moyen du produit local en magasin,360.9347826086956
2018,2018-05-01,"légume vert, asperge",Prix moyen du produit importé en magasin,787.5526315789474
2018,2018-05-01,"légume vert, asperge",Prix moyen du produit local en magasin,749.1348314606741
2018,2018-05-01,"melon, pastèque",Prix moyen du produit importé en magasin,524
2018,2018-05-01,"melon, pastèque",Prix moyen du produit local en magasin,499.6828193832599
2018,2018-05-01,salade et tomate,Prix moyen du produit importé en magasin,964.4
2018,2018-05-01,salade et tomate,Prix moyen du produit local en magasin,587
2018,2018-06-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,666.448275862069
2018,2018-06-01,agrume,Prix moyen du produit importé en magasin,593.175965665236
2018,2018-06-01,agrume,Prix moyen du produit local en magasin,522.391557496361
2018,2018-06-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,252.67820069204151
2018,2018-06-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,240.64227642276424
2018,2018-06-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,824.7299771167048
2018,2018-06-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,740.1185185185185
2018,2018-06-01,"banane, kiwi",Prix moyen du produit local en magasin,610.0675675675676
2018,2018-06-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,195.30555555555554
2018,2018-06-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,463.9017857142857
2018,2018-06-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,593.5551839464883
2018,2018-06-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,477.2474074074074
2018,2018-06-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,383.16
2018,2018-06-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,313.37665782493366
2018,2018-06-01,fruit exotique,Prix moyen du produit importé en magasin,640.6551724137931
2018,2018-06-01,fruit exotique,Prix moyen du produit local en magasin,558.9213483146067
2018,2018-06-01,herbe aromatique,Prix moyen du produit local en magasin,171.3030303030303
2018,2018-06-01,légume frais : autres,Prix moyen du produit local en magasin,361.84615384615387
2018,2018-06-01,"légume vert, asperge",Prix moyen du produit importé en magasin,786.025974025974
2018,2018-06-01,"légume vert, asperge",Prix moyen du produit local en magasin,762.6111111111111
2018,2018-06-01,"melon, pastèque",Prix moyen du produit importé en magasin,573.0333333333333
2018,2018-06-01,"melon, pastèque",Prix moyen du produit local en magasin,505.88070175438594
2018,2018-06-01,salade et tomate,Prix moyen du produit importé en magasin,1307.7619047619048
2018,2018-06-01,salade et tomate,Prix moyen du produit local en magasin,524.4929178470255
2018,2018-07-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,760
2018,2018-07-01,agrume,Prix moyen du produit importé en magasin,539.5825688073395
2018,2018-07-01,agrume,Prix moyen du produit local en magasin,530.632
2018,2018-07-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,265.73221757322176
2018,2018-07-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,237.25925925925927
2018,2018-07-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,948.2058823529412
2018,2018-07-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,748.9801801801801
2018,2018-07-01,"banane, kiwi",Prix moyen du produit local en magasin,619.2735849056604
2018,2018-07-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,298.1782178217822
2018,2018-07-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,503.69117647058823
2018,2018-07-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,506.31800766283527
2018,2018-07-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,432.7977528089888
2018,2018-07-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,328.8791208791209
2018,2018-07-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,273.21495327102804
2018,2018-07-01,fruit exotique,Prix moyen du produit importé en magasin,428.875
2018,2018-07-01,fruit exotique,Prix moyen du produit local en magasin,595.0059171597633
2018,2018-07-01,herbe aromatique,Prix moyen du produit local en magasin,171.55555555555554
2018,2018-07-01,légume frais : autres,Prix moyen du produit local en magasin,358.421568627451
2018,2018-07-01,"légume vert, asperge",Prix moyen du produit importé en magasin,802.9746835443038
2018,2018-07-01,"légume vert, asperge",Prix moyen du produit local en magasin,758.640625
2018,2018-07-01,"melon, pastèque",Prix moyen du produit importé en magasin,564.8545454545455
2018,2018-07-01,"melon, pastèque",Prix moyen du produit local en magasin,413.7027027027027
2018,2018-07-01,salade et tomate,Prix moyen du produit importé en magasin,753.0238095238095
2018,2018-07-01,salade et tomate,Prix moyen du produit local en magasin,489.184126984127
2018,2018-08-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,724.7058823529412
2018,2018-08-01,agrume,Prix moyen du produit importé en magasin,491.1832061068702
2018,2018-08-01,agrume,Prix moyen du produit local en magasin,477.33004926108373
2018,2018-08-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,323.3333333333333
2018,2018-08-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,356.02127659574467
2018,2018-08-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,918.7878787878788
2018,2018-08-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,713.8243992606284
2018,2018-08-01,"banane, kiwi",Prix moyen du produit local en magasin,628.7722772277227
2018,2018-08-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,364.64406779661016
2018,2018-08-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,512.6363636363636
2018,2018-08-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,502.5982905982906
2018,2018-08-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,399.8853118712274
2018,2018-08-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,346.9012345679012
2018,2018-08-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,247.14396887159532
2018,2018-08-01,fruit exotique,Prix moyen du produit importé en magasin,711.6923076923077
2018,2018-08-01,fruit exotique,Prix moyen du produit local en magasin,595.3146853146853
2018,2018-08-01,herbe aromatique,Prix moyen du produit local en magasin,182.31578947368422
2018,2018-08-01,légume frais : autres,Prix moyen du produit local en magasin,366.5
2018,2018-08-01,"légume vert, asperge",Prix moyen du produit importé en magasin,736.1864406779661
2018,2018-08-01,"légume vert, asperge",Prix moyen du produit local en magasin,690.4615384615385
2018,2018-08-01,"melon, pastèque",Prix moyen du produit importé en magasin,581.8484848484849
2018,2018-08-01,"melon, pastèque",Prix moyen du produit local en magasin,516.8671875
2018,2018-08-01,salade et tomate,Prix moyen du produit importé en magasin,859.5454545454545
2018,2018-08-01,salade et tomate,Prix moyen du produit local en magasin,454.0192307692308
2018,2018-09-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,713.9705882352941
2018,2018-09-01,agrume,Prix moyen du produit importé en magasin,527.5671641791045
2018,2018-09-01,agrume,Prix moyen du produit local en magasin,522.8477157360406
2018,2018-09-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,387.2782608695652
2018,2018-09-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,366.6949152542373
2018,2018-09-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,960.978021978022
2018,2018-09-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,670.4181184668989
2018,2018-09-01,"banane, kiwi",Prix moyen du produit local en magasin,613.4851485148515
2018,2018-09-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,364.7916666666667
2018,2018-09-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,506.2603550295858
2018,2018-09-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,437.7845528455285
2018,2018-09-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,400.63757115749524
2018,2018-09-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,352
2018,2018-09-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,252.21951219512195
2018,2018-09-01,fruit exotique,Prix moyen du produit importé en magasin,792.7272727272727
2018,2018-09-01,fruit exotique,Prix moyen du produit local en magasin,643.695652173913
2018,2018-09-01,herbe aromatique,Prix moyen du produit local en magasin,163
2018,2018-09-01,légume frais : autres,Prix moyen du produit local en magasin,318.2717391304348
2018,2018-09-01,"légume vert, asperge",Prix moyen du produit importé en magasin,661.7234042553191
2018,2018-09-01,"légume vert, asperge",Prix moyen du produit local en magasin,611.0322580645161
2018,2018-09-01,"melon, pastèque",Prix moyen du produit importé en magasin,602.3913043478261
2018,2018-09-01,"melon, pastèque",Prix moyen du produit local en magasin,454.03614457831327
2018,2018-09-01,salade et tomate,Prix moyen du produit importé en magasin,806.6190476190476
2018,2018-09-01,salade et tomate,Prix moyen du produit local en magasin,355.5787401574803
2018,2018-10-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,662.9782608695652
2018,2018-10-01,agrume,Prix moyen du produit importé en magasin,639.1190476190476
2018,2018-10-01,agrume,Prix moyen du produit local en magasin,523.3478260869565
2018,2018-10-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,393.7631578947368
2018,2018-10-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,340.6811594202899
2018,2018-10-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,829.3916666666667
2018,2018-10-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,598.4233870967741
2018,2018-10-01,"banane, kiwi",Prix moyen du produit importé en magasin,590
2018,2018-10-01,"banane, kiwi",Prix moyen du produit local en magasin,615.264367816092
2018,2018-10-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,347.34615384615387
2018,2018-10-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,474.7682926829268
2018,2018-10-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,532.6277372262774
2018,2018-10-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,407.7851063829787
2018,2018-10-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,589.3698630136986
2018,2018-10-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,234.2029702970297
2018,2018-10-01,fruit exotique,Prix moyen du produit importé en magasin,550.7272727272727
2018,2018-10-01,fruit exotique,Prix moyen du produit local en magasin,630.5
2018,2018-10-01,herbe aromatique,Prix moyen du produit local en magasin,172.22222222222223
2018,2018-10-01,légume frais : autres,Prix moyen du produit local en magasin,310.9896907216495
2018,2018-10-01,"légume vert, asperge",Prix moyen du produit importé en magasin,810.6
2018,2018-10-01,"légume vert, asperge",Prix moyen du produit local en magasin,667.3823529411765
2018,2018-10-01,"melon, pastèque",Prix moyen du produit importé en magasin,665.5285714285715
2018,2018-10-01,"melon, pastèque",Prix moyen du produit local en magasin,587.6577181208054
2018,2018-10-01,salade et tomate,Prix moyen du produit importé en magasin,902.3181818181819
2018,2018-10-01,salade et tomate,Prix moyen du produit local en magasin,345.825
2018,2018-11-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,663.925925925926
2018,2018-11-01,agrume,Prix moyen du produit importé en magasin,869.75
2018,2018-11-01,agrume,Prix moyen du produit local en magasin,586.8439024390244
2018,2018-11-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,387.23423423423424
2018,2018-11-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,326.2857142857143
2018,2018-11-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,847.0473372781065
2018,2018-11-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,605.3924050632911
2018,2018-11-01,"banane, kiwi",Prix moyen du produit importé en magasin,604.5
2018,2018-11-01,"banane, kiwi",Prix moyen du produit local en magasin,614.7111111111111
2018,2018-11-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,319.3137254901961
2018,2018-11-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,444.77894736842103
2018,2018-11-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,583.9848484848485
2018,2018-11-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,462.45962732919253
2018,2018-11-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,600.2137404580153
2018,2018-11-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,319.6431718061674
2018,2018-11-01,fruit exotique,Prix moyen du produit importé en magasin,455.35714285714283
2018,2018-11-01,fruit exotique,Prix moyen du produit local en magasin,644.702479338843
2018,2018-11-01,herbe aromatique,Prix moyen du produit local en magasin,182.1818181818182
2018,2018-11-01,légume frais : autres,Prix moyen du produit local en magasin,300.45348837209303
2018,2018-11-01,"légume vert, asperge",Prix moyen du produit importé en magasin,753.1515151515151
2018,2018-11-01,"légume vert, asperge",Prix moyen du produit local en magasin,732.6086956521739
2018,2018-11-01,"melon, pastèque",Prix moyen du produit importé en magasin,644.2253521126761
2018,2018-11-01,"melon, pastèque",Prix moyen du produit local en magasin,522.9035532994924
2018,2018-11-01,salade et tomate,Prix moyen du produit importé en magasin,981.3157894736842
2018,2018-11-01,salade et tomate,Prix moyen du produit local en magasin,600.1681681681682
2018,2018-12-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,686.6538461538462
2018,2018-12-01,agrume,Prix moyen du produit importé en magasin,784.6605839416059
2018,2018-12-01,agrume,Prix moyen du produit local en magasin,641.2134387351779
2018,2018-12-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,348.14367816091954
2018,2018-12-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,303.4918032786885
2018,2018-12-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,854.84
2018,2018-12-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,648.6299483648882
2018,2018-12-01,"banane, kiwi",Prix moyen du produit importé en magasin,675
2018,2018-12-01,"banane, kiwi",Prix moyen du produit local en magasin,618.2857142857143
2018,2018-12-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,307.3265306122449
2018,2018-12-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,416.25
2018,2018-12-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,640.506072874494
2018,2018-12-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,550.5646123260437
2018,2018-12-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,654.8571428571429
2018,2018-12-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,436.03225806451616
2018,2018-12-01,fruit exotique,Prix moyen du produit importé en magasin,442.3125
2018,2018-12-01,fruit exotique,Prix moyen du produit local en magasin,738.5598290598291
2018,2018-12-01,herbe aromatique,Prix moyen du produit local en magasin,162
2018,2018-12-01,légume frais : autres,Prix moyen du produit local en magasin,311.33898305084745
2018,2018-12-01,"légume vert, asperge",Prix moyen du produit importé en magasin,681.8260869565217
2018,2018-12-01,"légume vert, asperge",Prix moyen du produit local en magasin,667
2018,2018-12-01,"melon, pastèque",Prix moyen du produit importé en magasin,544.3770491803278
2018,2018-12-01,"melon, pastèque",Prix moyen du produit local en magasin,464.49751243781094
2018,2018-12-01,salade et tomate,Prix moyen du produit importé en magasin,854.675
2018,2018-12-01,salade et tomate,Prix moyen du produit local en magasin,616.9050632911392
2019,2019-01-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,707.6025641025641
2019,2019-01-01,agrume,Prix moyen du produit importé en magasin,741.2803347280335
2019,2019-01-01,agrume,Prix moyen du produit local en magasin,588
2019,2019-01-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,333.08290155440415
2019,2019-01-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,278.0943396226415
2019,2019-01-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,778.6013513513514
2019,2019-01-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,594.0475285171103
2019,2019-01-01,"banane, kiwi",Prix moyen du produit importé en magasin,591.25
2019,2019-01-01,"banane, kiwi",Prix moyen du produit local en magasin,610.0919540229885
2019,2019-01-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,336.969696969697
2019,2019-01-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,442.3395061728395
2019,2019-01-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,603.8256410256411
2019,2019-01-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,501.7352112676056
2019,2019-01-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,622.4848484848485
2019,2019-01-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,383.90697674418607
2019,2019-01-01,fruit exotique,Prix moyen du produit importé en magasin,438.1333333333333
2019,2019-01-01,fruit exotique,Prix moyen du produit local en magasin,635.0094339622641
2019,2019-01-01,herbe aromatique,Prix moyen du produit local en magasin,170.44444444444446
2019,2019-01-01,légume frais : autres,Prix moyen du produit local en magasin,319
2019,2019-01-01,"légume vert, asperge",Prix moyen du produit importé en magasin,705.1973684210526
2019,2019-01-01,"légume vert, asperge",Prix moyen du produit local en magasin,677.9310344827586
2019,2019-01-01,"melon, pastèque",Prix moyen du produit importé en magasin,576.6478873239437
2019,2019-01-01,"melon, pastèque",Prix moyen du produit local en magasin,458.16042780748666
2019,2019-01-01,salade et tomate,Prix moyen du produit importé en magasin,718.7962962962963
2019,2019-01-01,salade et tomate,Prix moyen du produit local en magasin,609.9042553191489
2019,2019-02-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,712.7142857142857
2019,2019-02-01,agrume,Prix moyen du produit importé en magasin,726.3408071748879
2019,2019-02-01,agrume,Prix moyen du produit local en magasin,524.8487972508591
2019,2019-02-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,313.7755102040816
2019,2019-02-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,290.82191780821915
2019,2019-02-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,853.3794871794872
2019,2019-02-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,556.7058823529412
2019,2019-02-01,"banane, kiwi",Prix moyen du produit importé en magasin,600
2019,2019-02-01,"banane, kiwi",Prix moyen du produit local en magasin,611.5148514851485
2019,2019-02-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,255.7840909090909
2019,2019-02-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,420.06451612903226
2019,2019-02-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,595.2786885245902
2019,2019-02-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,513.2166246851385
2019,2019-02-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,521.3617021276596
2019,2019-02-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,391.42913385826773
2019,2019-02-01,fruit exotique,Prix moyen du produit importé en magasin,303.3333333333333
2019,2019-02-01,fruit exotique,Prix moyen du produit local en magasin,656.9940119760479
2019,2019-02-01,herbe aromatique,Prix moyen du produit local en magasin,178.92307692307693
2019,2019-02-01,légume frais : autres,Prix moyen du produit local en magasin,260.15384615384613
2019,2019-02-01,"légume vert, asperge",Prix moyen du produit importé en magasin,810.2098765432099
2019,2019-02-01,"légume vert, asperge",Prix moyen du produit local en magasin,794.24
2019,2019-02-01,"melon, pastèque",Prix moyen du produit importé en magasin,642.418918918919
2019,2019-02-01,"melon, pastèque",Prix moyen du produit local en magasin,499.3989898989899
2019,2019-02-01,salade et tomate,Prix moyen du produit importé en magasin,571
2019,2019-02-01,salade et tomate,Prix moyen du produit local en magasin,639.724025974026
2019,2019-03-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,658
2019,2019-03-01,agrume,Prix moyen du produit importé en magasin,727.1181818181818
2019,2019-03-01,agrume,Prix moyen du produit local en magasin,540.9099099099099
2019,2019-03-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,320.0169491525424
2019,2019-03-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,275.9142857142857
2019,2019-03-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,873.944262295082
2019,2019-03-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,713.0374331550802
2019,2019-03-01,"banane, kiwi",Prix moyen du produit importé en magasin,705.2222222222222
2019,2019-03-01,"banane, kiwi",Prix moyen du produit local en magasin,604.6326530612245
2019,2019-03-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,189.35294117647058
2019,2019-03-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,430.2089552238806
2019,2019-03-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,618.0358565737051
2019,2019-03-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,616.6142857142858
2019,2019-03-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,584.6116504854369
2019,2019-03-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,440.3198653198653
2019,2019-03-01,fruit exotique,Prix moyen du produit importé en magasin,542.5
2019,2019-03-01,fruit exotique,Prix moyen du produit local en magasin,567.8163265306123
2019,2019-03-01,herbe aromatique,Prix moyen du produit local en magasin,184
2019,2019-03-01,légume frais : autres,Prix moyen du produit local en magasin,297
2019,2019-03-01,"légume vert, asperge",Prix moyen du produit importé en magasin,858.8823529411765
2019,2019-03-01,"légume vert, asperge",Prix moyen du produit local en magasin,918.0645161290323
2019,2019-03-01,"melon, pastèque",Prix moyen du produit importé en magasin,463.2888888888889
2019,2019-03-01,"melon, pastèque",Prix moyen du produit local en magasin,426.5702479338843
2019,2019-03-01,salade et tomate,Prix moyen du produit importé en magasin,812.4583333333334
2019,2019-03-01,salade et tomate,Prix moyen du produit local en magasin,807.8881355932203
2019,2019-04-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,716.7516339869281
2019,2019-04-01,agrume,Prix moyen du produit importé en magasin,677.983870967742
2019,2019-04-01,agrume,Prix moyen du produit local en magasin,546.7883597883598
2019,2019-04-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,304.565625
2019,2019-04-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,293.55384615384617
2019,2019-04-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,850.931330472103
2019,2019-04-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,719.5982532751092
2019,2019-04-01,"banane, kiwi",Prix moyen du produit importé en magasin,575.4615384615385
2019,2019-04-01,"banane, kiwi",Prix moyen du produit local en magasin,591.8297872340426
2019,2019-04-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,211.76510067114094
2019,2019-04-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,555.5298013245033
2019,2019-04-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,598.81585677749365
2019,2019-04-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,603.1865168539326
2019,2019-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,496.37795275590554
2019,2019-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,439.8201284796574
2019,2019-04-01,fruit exotique,Prix moyen du produit importé en magasin,605.9130434782609
2019,2019-04-01,fruit exotique,Prix moyen du produit local en magasin,658.7574257425742
2019,2019-04-01,herbe aromatique,Prix moyen du produit local en magasin,205.3125
2019,2019-04-01,légume frais : autres,Prix moyen du produit local en magasin,367.85
2019,2019-04-01,"légume vert, asperge",Prix moyen du produit importé en magasin,814.1521739130435
2019,2019-04-01,"légume vert, asperge",Prix moyen du produit local en magasin,829.0625
2019,2019-04-01,"melon, pastèque",Prix moyen du produit importé en magasin,405.4594594594595
2019,2019-04-01,"melon, pastèque",Prix moyen du produit local en magasin,480.72549019607845
2019,2019-04-01,salade et tomate,Prix moyen du produit importé en magasin,789.0697674418604
2019,2019-04-01,salade et tomate,Prix moyen du produit local en magasin,684.0431893687708
2019,2019-05-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,635.3023255813954
2019,2019-05-01,agrume,Prix moyen du produit importé en magasin,726.3287671232877
2019,2019-05-01,agrume,Prix moyen du produit local en magasin,521.1461538461539
2019,2019-05-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,306.79831932773106
2019,2019-05-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,360.8076923076923
2019,2019-05-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,876.3376205787781
