annee,date_arrondie,sous_famille,categorie,prix_moyen
2020,2020-04-01,agrume,Prix moyen du produit local en magasin,578.3333333333334
2020,2020-04-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,279.4976744186047
2020,2020-04-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,444.90909090909093
2020,2020-04-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,876.224025974026
2020,2020-04-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,684.4275184275184
2020,2020-04-01,"banane, kiwi",Prix moyen du produit importé en magasin,2274.375
2020,2020-04-01,"banane, kiwi",Prix moyen du produit local en magasin,659.5054945054945
2020,2020-04-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,241.45299145299145
2020,2020-04-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,579.98
2020,2020-04-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,569.8196721311475
2020,2020-04-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,626.3084832904884
2020,2020-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,460.015625
2020,2020-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,462.0586319218241
2020,2020-04-01,fruit exotique,Prix moyen du produit importé en magasin,645.8666666666667
2020,2020-04-01,fruit exotique,Prix moyen du produit local en magasin,681.9022988505748
2020,2020-04-01,herbe aromatique,Prix moyen du produit local en magasin,202.85714285714286
2020,2020-04-01,légume frais : autres,Prix moyen du produit local en magasin,415.7755102040816
2020,2020-04-01,"légume vert, asperge",Prix moyen du produit importé en magasin,1009.980198019802
2020,2020-04-01,"légume vert, asperge",Prix moyen du produit local en magasin,1011.625
2020,2020-04-01,"melon, pastèque",Prix moyen du produit importé en magasin,659.0322580645161
2020,2020-04-01,"melon, pastèque",Prix moyen du produit local en magasin,468.96022727272725
2020,2020-04-01,salade et tomate,Prix moyen du produit importé en magasin,583.126582278481
2020,2020-04-01,salade et tomate,Prix moyen du produit local en magasin,659.8501872659176
2020,2020-05-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,616.483870967742
2020,2020-05-01,agrume,Prix moyen du produit importé en magasin,964.9613526570048
2020,2020-05-01,agrume,Prix moyen du produit local en magasin,605.7961165048544
2020,2020-05-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,311.16541353383457
2020,2020-05-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,406.8813559322034
2020,2020-05-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,892.9885386819484
2020,2020-05-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,738.3675799086758
2020,2020-05-01,"banane, kiwi",Prix moyen du produit importé en magasin,2267.5
2020,2020-05-01,"banane, kiwi",Prix moyen du produit local en magasin,734.3333333333334
2020,2020-05-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,234.8828125
2020,2020-05-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,547.3943661971831
2020,2020-05-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,581.8147138964578
2020,2020-05-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,574.7535070140281
2020,2020-05-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,431.94520547945206
2020,2020-05-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,446.55068493150685
2020,2020-05-01,fruit exotique,Prix moyen du produit importé en magasin,554.25
2020,2020-05-01,fruit exotique,Prix moyen du produit local en magasin,638.3654822335026
2020,2020-05-01,herbe aromatique,Prix moyen du produit local en magasin,226
2020,2020-05-01,légume frais : autres,Prix moyen du produit local en magasin,411.83478260869566
2020,2020-05-01,"légume vert, asperge",Prix moyen du produit importé en magasin,865.6333333333333
2020,2020-05-01,"légume vert, asperge",Prix moyen du produit local en magasin,843.8095238095239
2020,2020-05-01,"melon, pastèque",Prix moyen du produit importé en magasin,551.6923076923077
2020,2020-05-01,"melon, pastèque",Prix moyen du produit local en magasin,455.5875706214689
2020,2020-05-01,salade et tomate,Prix moyen du produit importé en magasin,581.4782608695652
2020,2020-05-01,salade et tomate,Prix moyen du produit local en magasin,678.71335504886
2020,2020-06-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,341.53846153846155
2020,2020-06-01,agrume,Prix moyen du produit importé en magasin,1018.8875
2020,2020-06-01,agrume,Prix moyen du produit local en magasin,630.6071987480439
2020,2020-06-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,306.22327044025155
2020,2020-06-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,399.6923076923077
2020,2020-06-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,864.7928388746803
2020,2020-06-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,753.2104316546763
2020,2020-06-01,"banane, kiwi",Prix moyen du produit importé en magasin,2713.125
2020,2020-06-01,"banane, kiwi",Prix moyen du produit local en magasin,708.266129032258
2020,2020-06-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,275.5870967741935
2020,2020-06-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,507.531914893617
2020,2020-06-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,590.7511210762332
2020,2020-06-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,533.5044117647059
2020,2020-06-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,364.9871794871795
2020,2020-06-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,409.31873479318733
2020,2020-06-01,fruit exotique,Prix moyen du produit importé en magasin,581.5384615384615
2020,2020-06-01,fruit exotique,Prix moyen du produit local en magasin,593.5330739299611
2020,2020-06-01,herbe aromatique,Prix moyen du produit local en magasin,264
2020,2020-06-01,légume frais : autres,Prix moyen du produit local en magasin,370.04794520547944
2020,2020-06-01,"légume vert, asperge",Prix moyen du produit importé en magasin,852.1290322580645
2020,2020-06-01,"légume vert, asperge",Prix moyen du produit local en magasin,855.4237288135594
2020,2020-06-01,"melon, pastèque",Prix moyen du produit importé en magasin,577.3010752688172
2020,2020-06-01,"melon, pastèque",Prix moyen du produit local en magasin,505.5841121495327
2020,2020-06-01,salade et tomate,Prix moyen du produit importé en magasin,611.1267605633802
2020,2020-06-01,salade et tomate,Prix moyen du produit local en magasin,778.2357320099255
2020,2020-07-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,280.7142857142857
2020,2020-07-01,agrume,Prix moyen du produit importé en magasin,963.7723214285714
2020,2020-07-01,agrume,Prix moyen du produit local en magasin,646.2466281310212
2020,2020-07-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,322.1885521885522
2020,2020-07-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,394.84313725490193
2020,2020-07-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,866.8807692307693
2020,2020-07-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,750.8084714548803
2020,2020-07-01,"banane, kiwi",Prix moyen du produit importé en magasin,2295
2020,2020-07-01,"banane, kiwi",Prix moyen du produit local en magasin,715.7835820895523
2020,2020-07-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,347.03846153846155
2020,2020-07-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,538.3093922651934
2020,2020-07-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,570.6
2020,2020-07-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,490.6781045751634
2020,2020-07-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,365.2173913043478
2020,2020-07-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,419.8384401114206
2020,2020-07-01,fruit exotique,Prix moyen du produit importé en magasin,607.2727272727273
2020,2020-07-01,fruit exotique,Prix moyen du produit local en magasin,619.0841584158416
2020,2020-07-01,herbe aromatique,Prix moyen du produit local en magasin,196.4375
2020,2020-07-01,légume frais : autres,Prix moyen du produit local en magasin,347.1044776119403
2020,2020-07-01,"légume vert, asperge",Prix moyen du produit importé en magasin,824.3666666666667
2020,2020-07-01,"légume vert, asperge",Prix moyen du produit local en magasin,749.0967741935484
2020,2020-07-01,"melon, pastèque",Prix moyen du produit importé en magasin,505.2888888888889
2020,2020-07-01,"melon, pastèque",Prix moyen du produit local en magasin,510.8076923076923
2020,2020-07-01,salade et tomate,Prix moyen du produit importé en magasin,626.5217391304348
2020,2020-07-01,salade et tomate,Prix moyen du produit local en magasin,678.4643799472295
2020,2020-08-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,738.9705882352941
2020,2020-08-01,agrume,Prix moyen du produit importé en magasin,924.7213740458016
2020,2020-08-01,agrume,Prix moyen du produit local en magasin,591.9736842105264
2020,2020-08-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,399.0300429184549
2020,2020-08-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,394.3478260869565
2020,2020-08-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,828.560606060606
2020,2020-08-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,713.5229357798165
2020,2020-08-01,"banane, kiwi",Prix moyen du produit importé en magasin,2296.25
2020,2020-08-01,"banane, kiwi",Prix moyen du produit local en magasin,697.6216216216217
2020,2020-08-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,423.88235294117646
2020,2020-08-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,615.8082901554404
2020,2020-08-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,551.0419161676647
2020,2020-08-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,489.91653786707883
2020,2020-08-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,389.041095890411
2020,2020-08-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,419.0934256055363
2020,2020-08-01,fruit exotique,Prix moyen du produit importé en magasin,495
2020,2020-08-01,fruit exotique,Prix moyen du produit local en magasin,591.1375661375662
2020,2020-08-01,herbe aromatique,Prix moyen du produit local en magasin,170.625
2020,2020-08-01,légume frais : autres,Prix moyen du produit local en magasin,335.59090909090907
2020,2020-08-01,"légume vert, asperge",Prix moyen du produit importé en magasin,796.7215189873418
2020,2020-08-01,"légume vert, asperge",Prix moyen du produit local en magasin,712.3793103448276
2020,2020-08-01,"melon, pastèque",Prix moyen du produit importé en magasin,488.42857142857144
2020,2020-08-01,"melon, pastèque",Prix moyen du produit local en magasin,453.55696202531647
2020,2020-08-01,salade et tomate,Prix moyen du produit importé en magasin,633.0344827586207
2020,2020-08-01,salade et tomate,Prix moyen du produit local en magasin,561.6564417177914
2020,2020-09-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,788.4090909090909
2020,2020-09-01,agrume,Prix moyen du produit importé en magasin,808.3115727002968
2020,2020-09-01,agrume,Prix moyen du produit local en magasin,587.656
2020,2020-09-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,431.1936936936937
2020,2020-09-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,429.92
2020,2020-09-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,841.7193396226415
2020,2020-09-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,646.0956873315364
2020,2020-09-01,"banane, kiwi",Prix moyen du produit importé en magasin,2289.5
2020,2020-09-01,"banane, kiwi",Prix moyen du produit local en magasin,705.8148148148148
2020,2020-09-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,460.4418604651163
2020,2020-09-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,570.1
2020,2020-09-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,522.4278606965174
2020,2020-09-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,461.20098643649817
2020,2020-09-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,533.8358208955224
2020,2020-09-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,416.9654320987654
2020,2020-09-01,fruit exotique,Prix moyen du produit importé en magasin,535
2020,2020-09-01,fruit exotique,Prix moyen du produit local en magasin,601.81640625
2020,2020-09-01,herbe aromatique,Prix moyen du produit local en magasin,163.64285714285714
2020,2020-09-01,légume frais : autres,Prix moyen du produit local en magasin,326.88709677419354
2020,2020-09-01,"légume vert, asperge",Prix moyen du produit importé en magasin,634.7394957983194
2020,2020-09-01,"légume vert, asperge",Prix moyen du produit local en magasin,556.9473684210526
2020,2020-09-01,"melon, pastèque",Prix moyen du produit importé en magasin,613.4193548387096
2020,2020-09-01,"melon, pastèque",Prix moyen du produit local en magasin,575.503937007874
2020,2020-09-01,salade et tomate,Prix moyen du produit importé en magasin,539.4615384615385
2020,2020-09-01,salade et tomate,Prix moyen du produit local en magasin,471.96495327102804
2020,2020-10-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,795.1041666666666
2020,2020-10-01,agrume,Prix moyen du produit importé en magasin,829.0392156862745
2020,2020-10-01,agrume,Prix moyen du produit local en magasin,621.36328125
2020,2020-10-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,412.65384615384613
2020,2020-10-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,408.40579710144925
2020,2020-10-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,808.9918918918919
2020,2020-10-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,558.3353846153847
2020,2020-10-01,"banane, kiwi",Prix moyen du produit importé en magasin,1728.3333333333333
2020,2020-10-01,"banane, kiwi",Prix moyen du produit local en magasin,699.6050420168067
2020,2020-10-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,432.76666666666665
2020,2020-10-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,595.9660194174758
2020,2020-10-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,544.7716535433071
2020,2020-10-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,461.7768115942029
2020,2020-10-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,541.276119402985
2020,2020-10-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,306.3029411764706
2020,2020-10-01,fruit exotique,Prix moyen du produit importé en magasin,606.3333333333334
2020,2020-10-01,fruit exotique,Prix moyen du produit local en magasin,597.0321100917431
2020,2020-10-01,herbe aromatique,Prix moyen du produit local en magasin,163.64285714285714
2020,2020-10-01,légume frais : autres,Prix moyen du produit importé en magasin,842.5
2020,2020-10-01,légume frais : autres,Prix moyen du produit local en magasin,268.74747474747477
2020,2020-10-01,"légume vert, asperge",Prix moyen du produit importé en magasin,655.8030303030303
2020,2020-10-01,"légume vert, asperge",Prix moyen du produit local en magasin,501.6279069767442
2020,2020-10-01,"melon, pastèque",Prix moyen du produit importé en magasin,553.1914893617021
2020,2020-10-01,"melon, pastèque",Prix moyen du produit local en magasin,517
2020,2020-10-01,salade et tomate,Prix moyen du produit importé en magasin,405
2020,2020-10-01,salade et tomate,Prix moyen du produit local en magasin,487.026525198939
2020,2020-11-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,684.625
2020,2020-11-01,agrume,Prix moyen du produit importé en magasin,941.8941605839416
2020,2020-11-01,agrume,Prix moyen du produit local en magasin,781.0813953488372
2020,2020-11-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,405.5253164556962
2020,2020-11-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,415.0632911392405
2020,2020-11-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,838.3443113772455
2020,2020-11-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,571.1345514950166
2020,2020-11-01,"banane, kiwi",Prix moyen du produit importé en magasin,3315
2020,2020-11-01,"banane, kiwi",Prix moyen du produit local en magasin,712.7983193277311
2020,2020-11-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,474.7867647058824
2020,2020-11-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,565.1549295774648
2020,2020-11-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,588.4637096774194
2020,2020-11-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,501.6084745762712
2020,2020-11-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,524.2803738317757
2020,2020-11-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,371.6606498194946
2020,2020-11-01,fruit exotique,Prix moyen du produit importé en magasin,598.3333333333334
2020,2020-11-01,fruit exotique,Prix moyen du produit local en magasin,602.625
2020,2020-11-01,herbe aromatique,Prix moyen du produit local en magasin,166
2020,2020-11-01,légume frais : autres,Prix moyen du produit importé en magasin,842.5
2020,2020-11-01,légume frais : autres,Prix moyen du produit local en magasin,258.75
2020,2020-11-01,"légume vert, asperge",Prix moyen du produit importé en magasin,983.5116279069767
2020,2020-11-01,"légume vert, asperge",Prix moyen du produit local en magasin,755.8823529411765
2020,2020-11-01,"melon, pastèque",Prix moyen du produit importé en magasin,597.5806451612904
2020,2020-11-01,"melon, pastèque",Prix moyen du produit local en magasin,464.8932038834951
2020,2020-11-01,salade et tomate,Prix moyen du produit importé en magasin,586.0689655172414
2020,2020-11-01,salade et tomate,Prix moyen du produit local en magasin,530.259587020649
2020,2020-12-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,751.1458333333334
2020,2020-12-01,agrume,Prix moyen du produit importé en magasin,787.0166666666667
2020,2020-12-01,agrume,Prix moyen du produit local en magasin,790.3514851485148
2020,2020-12-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,399.10849056603774
2020,2020-12-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,450.10869565217394
2020,2020-12-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,834.9796954314721
2020,2020-12-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,721.9185714285715
2020,2020-12-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2020,2020-12-01,"banane, kiwi",Prix moyen du produit local en magasin,705.1449275362319
2020,2020-12-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,483.92857142857144
2020,2020-12-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,514.9806201550388
2020,2020-12-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,648.3243243243244
2020,2020-12-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,604.7218155197658
2020,2020-12-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,595.3597122302158
2020,2020-12-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,393.5903614457831
2020,2020-12-01,fruit exotique,Prix moyen du produit importé en magasin,526.6666666666666
2020,2020-12-01,fruit exotique,Prix moyen du produit local en magasin,558.6946778711484
2020,2020-12-01,herbe aromatique,Prix moyen du produit local en magasin,167.4
2020,2020-12-01,légume frais : autres,Prix moyen du produit local en magasin,241.8859649122807
2020,2020-12-01,"légume vert, asperge",Prix moyen du produit importé en magasin,852.9268292682926
2020,2020-12-01,"légume vert, asperge",Prix moyen du produit local en magasin,825.3947368421053
2020,2020-12-01,"melon, pastèque",Prix moyen du produit importé en magasin,621.9
2020,2020-12-01,"melon, pastèque",Prix moyen du produit local en magasin,467.1159420289855
2020,2020-12-01,salade et tomate,Prix moyen du produit importé en magasin,627.0212765957447
2020,2020-12-01,salade et tomate,Prix moyen du produit local en magasin,645.6432038834952
2021,2021-01-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,688.768115942029
2021,2021-01-01,agrume,Prix moyen du produit importé en magasin,738.3978102189781
2021,2021-01-01,agrume,Prix moyen du produit local en magasin,644.5858208955224
2021,2021-01-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,372.2133333333333
2021,2021-01-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,473.125
2021,2021-01-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,853.8303571428571
2021,2021-01-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,770.558024691358
2021,2021-01-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2021,2021-01-01,"banane, kiwi",Prix moyen du produit local en magasin,544.1363636363636
2021,2021-01-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,331.4109589041096
2021,2021-01-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,526.1533333333333
2021,2021-01-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,687.2782608695652
2021,2021-01-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,634.5547785547785
2021,2021-01-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,632.6410256410256
2021,2021-01-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,407
2021,2021-01-01,fruit exotique,Prix moyen du produit importé en magasin,483.3333333333333
2021,2021-01-01,fruit exotique,Prix moyen du produit local en magasin,481.34387351778656
2021,2021-01-01,herbe aromatique,Prix moyen du produit local en magasin,194.71428571428572
2021,2021-01-01,légume frais : autres,Prix moyen du produit local en magasin,271.36986301369865
2021,2021-01-01,"légume vert, asperge",Prix moyen du produit importé en magasin,885.7790697674419
2021,2021-01-01,"légume vert, asperge",Prix moyen du produit local en magasin,765.6666666666666
2021,2021-01-01,"melon, pastèque",Prix moyen du produit importé en magasin,625.4736842105264
2021,2021-01-01,"melon, pastèque",Prix moyen du produit local en magasin,452.1774193548387
2021,2021-01-01,salade et tomate,Prix moyen du produit importé en magasin,683.3035714285714
2021,2021-01-01,salade et tomate,Prix moyen du produit local en magasin,776.5668789808917
2021,2021-02-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,673.8815789473684
2021,2021-02-01,agrume,Prix moyen du produit importé en magasin,677.4133333333333
2021,2021-02-01,agrume,Prix moyen du produit local en magasin,545.7429378531074
2021,2021-02-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,320.15668202764977
2021,2021-02-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,465.3392857142857
2021,2021-02-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,936.6884272997032
2021,2021-02-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,857.3612040133779
2021,2021-02-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2021,2021-02-01,"banane, kiwi",Prix moyen du produit local en magasin,417.05645161290323
2021,2021-02-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,280.45
2021,2021-02-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,548.6807228915662
2021,2021-02-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,776.3645833333334
2021,2021-02-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,695.6113445378152
2021,2021-02-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,667.0760869565217
2021,2021-02-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,573.7288888888888
2021,2021-02-01,fruit exotique,Prix moyen du produit importé en magasin,546.6666666666666
2021,2021-02-01,fruit exotique,Prix moyen du produit local en magasin,533.6186770428016
2021,2021-02-01,herbe aromatique,Prix moyen du produit local en magasin,335
2021,2021-02-01,légume frais : autres,Prix moyen du produit local en magasin,309.2857142857143
2021,2021-02-01,"légume vert, asperge",Prix moyen du produit importé en magasin,968.4186046511628
2021,2021-02-01,"légume vert, asperge",Prix moyen du produit local en magasin,942.3076923076923
2021,2021-02-01,"melon, pastèque",Prix moyen du produit importé en magasin,580.6888888888889
2021,2021-02-01,"melon, pastèque",Prix moyen du produit local en magasin,497.196261682243
2021,2021-02-01,salade et tomate,Prix moyen du produit importé en magasin,546.4473684210526
2021,2021-02-01,salade et tomate,Prix moyen du produit local en magasin,836.1092715231788
2021,2021-03-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,644.71875
2021,2021-03-01,agrume,Prix moyen du produit importé en magasin,636.0467980295566
2021,2021-03-01,agrume,Prix moyen du produit local en magasin,527.5050505050505
2021,2021-03-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,300.13432835820896
2021,2021-03-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,467.8484848484849
2021,2021-03-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,956.9502164502164
2021,2021-03-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,903.8121827411168
2021,2021-03-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2021,2021-03-01,"banane, kiwi",Prix moyen du produit local en magasin,493.87261146496814
2021,2021-03-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,240.0506329113924
2021,2021-03-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,571.5121951219512
2021,2021-03-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,2995.140672782875
2021,2021-03-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,740.3731343283582
2021,2021-03-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,584.2527472527472
2021,2021-03-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,570.6602739726028
2021,2021-03-01,fruit exotique,Prix moyen du produit importé en magasin,526.6666666666666
2021,2021-03-01,fruit exotique,Prix moyen du produit local en magasin,593.8970588235294
2021,2021-03-01,herbe aromatique,Prix moyen du produit local en magasin,264.57142857142856
2021,2021-03-01,légume frais : autres,Prix moyen du produit local en magasin,446.8421052631579
2021,2021-03-01,"légume vert, asperge",Prix moyen du produit importé en magasin,837.5343511450382
2021,2021-03-01,"légume vert, asperge",Prix moyen du produit local en magasin,934.0196078431372
2021,2021-03-01,"melon, pastèque",Prix moyen du produit importé en magasin,479.3679245283019
2021,2021-03-01,"melon, pastèque",Prix moyen du produit local en magasin,500.9113924050633
2021,2021-03-01,salade et tomate,Prix moyen du produit importé en magasin,520.5833333333334
2021,2021-03-01,salade et tomate,Prix moyen du produit local en magasin,820.5160349854227
2021,2021-04-01,"abricot, pêche, nectarine, prune",Prix moyen du produit importé en magasin,612.2391304347826
2021,2021-04-01,agrume,Prix moyen du produit importé en magasin,794.8550724637681
2021,2021-04-01,agrume,Prix moyen du produit local en magasin,549.941947565543
2021,2021-04-01,"ail, oignon, échalote",Prix moyen du produit importé en magasin,250.1360294117647
2021,2021-04-01,"ail, oignon, échalote",Prix moyen du produit local en magasin,473.1132075471698
2021,2021-04-01,"aubergine, courgette, poivron",Prix moyen du produit importé en magasin,974.07
2021,2021-04-01,"aubergine, courgette, poivron",Prix moyen du produit local en magasin,866.8376068376068
2021,2021-04-01,"banane, kiwi",Prix moyen du produit importé en magasin,3995
2021,2021-04-01,"banane, kiwi",Prix moyen du produit local en magasin,587.808
2021,2021-04-01,"carotte, pomme de terre",Prix moyen du produit importé en magasin,255.78030303030303
2021,2021-04-01,"carotte, pomme de terre",Prix moyen du produit local en magasin,488.4396551724138
2021,2021-04-01,"chou, poireau, navet, céleri",Prix moyen du produit importé en magasin,654.6610169491526
2021,2021-04-01,"chou, poireau, navet, céleri",Prix moyen du produit local en magasin,734.0778947368422
2021,2021-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit importé en magasin,715.9493670886076
2021,2021-04-01,"concombre, avocat, betterave, radis",Prix moyen du produit local en magasin,567.7364016736402
2021,2021-04-01,fruit exotique,Prix moyen du produit importé en magasin,506.22222222222223
2021,2021-04-01,fruit exotique,Prix moyen du produit local en magasin,551.212389380531
2021,2021-04-01,herbe aromatique,Prix moyen du produit local en magasin,241.3
2021,2021-04-01,légume frais : autres,Prix moyen du produit local en magasin,427.43589743589746
2021,2021-04-01,"légume vert, asperge",Prix moyen du produit importé en magasin,904.1844660194175
2021,2021-04-01,"légume vert, asperge",Prix moyen du produit local en magasin,877.1666666666666
2021,2021-04-01,"melon, pastèque",Prix moyen du produit importé en magasin,453.6478873239437
