annee,variete,commune,import,local
2019,Pomme De Terre,Nouméa,NA,278.56660527931245
2019,Pomme De Terre,Païta,NA,293.57209302325583
2019,Pomme De Terre,Poindimié,NA,317.79487179487177
2019,Potimarron,Bourail,NA,1023.4615384615385
2019,Potimarron,Dumbéa,NA,683.625
2019,Potimarron,Koné,NA,410
2019,Potimarron,La Foa,NA,1300
2019,Potimarron,Mont-Dore,NA,598.1860465116279
2019,Potimarron,Nouméa,NA,500.70319634703196
2019,Potimarron,Païta,NA,388.0857142857143
2019,Potiron,Dumbéa,NA,451.3095238095238
2019,Potiron,Mont-Dore,NA,466.27272727272725
2019,Potiron,Nouméa,NA,486.6740740740741
2019,Prune,Bourail,479,NA
2019,Prune,Dumbéa,700.717277486911,NA
2019,Prune,Koné,703,NA
2019,Prune,La Foa,740.4545454545455,NA
2019,Prune,Mont-Dore,767.6875,NA
2019,Prune,Nouméa,735.6718146718147,NA
2019,Prune,Païta,729.4814814814815,NA
2019,Pêche,Dumbéa,736.42,NA
2019,Pêche,Mont-Dore,751.0428571428571,NA
2019,Pêche,Nouméa,743.2156862745098,NA
2019,Pêche,Païta,738.5909090909091,NA
2019,Radis,Bourail,NA,468
2019,Radis,Dumbéa,431.11538461538464,445.0869565217391
2019,Radis,Mont-Dore,426.969696969697,434.904
2019,Radis,Nouméa,427.8535564853556,452.97406340057637
2019,Radis,Païta,409.5740740740741,422.14285714285717
2019,Raisin,Bourail,777.5909090909091,NA
2019,Raisin,Dumbéa,827.045996592845,NA
2019,Raisin,Koné,1328.7826086956522,NA
2019,Raisin,La Foa,889.6774193548387,NA
2019,Raisin,Mont-Dore,832.3207547169811,NA
2019,Raisin,Nouméa,1500.3113342898134,NA
2019,Raisin,Païta,891.9294605809129,NA
2019,Salade,Bourail,NA,602.5
2019,Salade,Dumbéa,1530,551.6207792207792
2019,Salade,Koné,NA,461.0357142857143
2019,Salade,Koumac,NA,598.125
2019,Salade,La Foa,NA,340
2019,Salade,Mont-Dore,NA,546.2041884816754
2019,Salade,Nouméa,952.3521126760563,502.20600858369096
2019,Salade,Païta,523.4375,465.010989010989
2019,Salade,Poindimié,NA,756.7567567567568
2019,Squash,Bourail,NA,288.80555555555554
2019,Squash,Dumbéa,365.2173913043478,325.4574468085106
2019,Squash,Koné,NA,372.3333333333333
2019,Squash,Koumac,NA,292
2019,Squash,La Foa,NA,248.07692307692307
2019,Squash,Mont-Dore,NA,367.6098901098901
2019,Squash,Nouméa,681.0352112676056,333.17577197149643
2019,Squash,Païta,278.05555555555554,344.5945945945946
2019,Squash,Poindimié,NA,298.6842105263158
2019,Taro,Bourail,NA,968.9666666666667
2019,Taro,Dumbéa,NA,863.4466666666667
2019,Taro,Koné,NA,875.5172413793103
2019,Taro,Koumac,NA,816.25
2019,Taro,La Foa,NA,927.34375
2019,Taro,Mont-Dore,NA,903.1818181818181
2019,Taro,Nouméa,NA,866.0728744939271
2019,Taro,Païta,NA,842.6811594202899
2019,Tomate,Bourail,425,1421.8
2019,Tomate,Dumbéa,584.0507246376811,1025.4338235294117
2019,Tomate,Koné,425,1750
2019,Tomate,Koumac,NA,1237.4545454545455
2019,Tomate,La Foa,425,1600
2019,Tomate,Mont-Dore,546.0535714285714,702.7912621359224
2019,Tomate,Nouméa,613.6605166051661,813.6967305524239
2019,Tomate,Païta,552.9787234042553,540.5441176470588
2019,Tomate,Poindimié,NA,596.3333333333334
2019,Échalote,Bourail,1086.5757575757575,NA
2019,Échalote,Dumbéa,943.7739130434783,NA
2019,Échalote,Koné,860.4634146341464,NA
2019,Échalote,La Foa,932.3414634146342,NA
2019,Échalote,Mont-Dore,933.960591133005,NA
2019,Échalote,Nouméa,950.1891891891892,NA
2019,Échalote,Païta,979.8586956521739,NA
2020,Agrume : Autres,Bourail,NA,451
2020,Agrume : Autres,Dumbéa,573.59375,715.2173913043479
2020,Agrume : Autres,Koné,NA,475
2020,Agrume : Autres,Mont-Dore,580.7142857142857,625
2020,Agrume : Autres,Nouméa,592.1111111111111,677.25
2020,Ail,Bourail,289.57142857142856,NA
2020,Ail,Dumbéa,513.3768115942029,NA
2020,Ail,Koné,399.8,NA
2020,Ail,La Foa,635,NA
2020,Ail,Mont-Dore,542.9629629629629,NA
2020,Ail,Nouméa,545.861328125,NA
2020,Ail,Païta,569.959595959596,NA
2020,Ananas,Bourail,NA,831.2264150943396
2020,Ananas,Dumbéa,720.6875,779.5955555555555
2020,Ananas,Koné,NA,730.3370786516854
2020,Ananas,Koumac,NA,607.6595744680851
2020,Ananas,La Foa,NA,777.8444444444444
2020,Ananas,Mont-Dore,NA,770.4108910891089
2020,Ananas,Nouméa,604.9117647058823,777.3276450511945
2020,Ananas,Païta,695,786.3676470588235
2020,Ananas,Poindimié,NA,809.6
2020,Asperge,Bourail,500.2,NA
2020,Asperge,Dumbéa,987.625,NA
2020,Asperge,Koné,345,NA
2020,Asperge,Nouméa,1891.5897435897436,NA
2020,Aubergine,Bourail,238.12820512820514,546.5526315789474
2020,Aubergine,Dumbéa,684.7674418604652,509.04016913319236
2020,Aubergine,Koné,640.74,560.8627450980392
2020,Aubergine,La Foa,615.74,561.3461538461538
2020,Aubergine,Mont-Dore,686.2222222222222,517.5761772853185
2020,Aubergine,Nouméa,457.70059880239523,512.0891666666666
2020,Aubergine,Païta,654.5833333333334,481.2695652173913
2020,Avocat,Bourail,775.3928571428571,821.8235294117648
2020,Avocat,Dumbéa,784.1604938271605,841.8741258741259
2020,Avocat,Koné,732.969696969697,869.3636363636364
2020,Avocat,La Foa,850.5769230769231,579.2857142857143
2020,Avocat,Mont-Dore,858.2222222222222,881.2407407407408
2020,Avocat,Nouméa,806.76,866.4752747252747
2020,Avocat,Païta,909.0909090909091,809.3589743589744
2020,Banane,Bourail,NA,696.8545454545455
2020,Banane,Dumbéa,NA,680.1012658227849
2020,Banane,Koné,NA,635.7012987012987
2020,Banane,Koumac,NA,590.2777777777778
2020,Banane,La Foa,NA,650.3
2020,Banane,Mont-Dore,NA,705.9960159362549
2020,Banane,Nouméa,2447.6111111111113,700.5093062605753
2020,Banane,Païta,NA,698.5757575757576
2020,Banane,Poindimié,NA,705.5263157894736
2020,Banane Poingo,Bourail,NA,862.6666666666666
2020,Banane Poingo,Dumbéa,NA,870.9302325581396
2020,Banane Poingo,Koné,NA,871.3333333333334
2020,Banane Poingo,La Foa,NA,870
2020,Banane Poingo,Mont-Dore,NA,828.5851063829788
2020,Banane Poingo,Nouméa,806.5686274509804,838.2934362934363
2020,Banane Poingo,Païta,NA,806.35
2020,Banane Verte,Dumbéa,NA,747.9166666666666
2020,Basilic,Bourail,NA,176
2020,Basilic,Dumbéa,NA,162.82758620689654
2020,Basilic,Koné,NA,144
2020,Basilic,Mont-Dore,NA,149.7
2020,Basilic,Nouméa,NA,177.86176470588236
2020,Basilic,Païta,NA,167
2020,Betterave,Bourail,579.625,NA
2020,Betterave,Dumbéa,572.1181818181818,583.75
2020,Betterave,Koné,940.1136363636364,NA
2020,Betterave,La Foa,520.4545454545455,NA
2020,Betterave,Mont-Dore,598.5542168674699,632.6829268292682
2020,Betterave,Nouméa,526.7741935483871,627.7202797202797
2020,Betterave,Païta,595,NA
2020,Brocoli,Bourail,883.6111111111111,NA
2020,Brocoli,Dumbéa,803.940366972477,700.6133333333333
2020,Brocoli,Koné,738.6612903225806,NA
2020,Brocoli,La Foa,827.5483870967741,NA
2020,Brocoli,Mont-Dore,802.5376344086021,794.6039603960396
2020,Brocoli,Nouméa,848.4362934362935,768.9821428571429
2020,Brocoli,Païta,832.7777777777778,765.5588235294117
2020,Carotte,Bourail,293.54545454545456,399.42105263157896
2020,Carotte,Dumbéa,306.241610738255,393.99095022624437
2020,Carotte,Koné,302.1454545454545,314.2564102564103
2020,Carotte,Koumac,309.6551724137931,NA
2020,Carotte,La Foa,257.5,378.2894736842105
2020,Carotte,Mont-Dore,352.28155339805824,379.1674008810573
2020,Carotte,Nouméa,345.0630182421227,382.79347826086956
2020,Carotte,Païta,362.6039603960396,406.7083333333333
2020,Carotte,Poindimié,317.0689655172414,NA
2020,Cerise,Dumbéa,1995,NA
2020,Cerise,Nouméa,3176.8627450980393,NA
2020,Cerise,Païta,3944.25,NA
2020,Champignon,Bourail,NA,3264.8333333333335
2020,Champignon,Dumbéa,NA,3100.1717791411043
2020,Champignon,Koné,NA,3384.1428571428573
2020,Champignon,Koumac,NA,3695.1020408163267
2020,Champignon,La Foa,NA,3544.68085106383
2020,Champignon,Mont-Dore,NA,3135.4716981132074
2020,Champignon,Nouméa,NA,3291.5029585798816
2020,Champignon,Païta,NA,3756
2020,Chou : Autres,Dumbéa,1210.6896551724137,454.2857142857143
2020,Chou : Autres,Koné,1118.5714285714287,NA
2020,Chou : Autres,La Foa,1290,NA
2020,Chou : Autres,Mont-Dore,995,NA
2020,Chou : Autres,Nouméa,1050.020202020202,602.4903846153846
2020,Chou : Autres,Païta,883.5714285714286,375
2020,Chou De Chine,Bourail,NA,441.3392857142857
2020,Chou De Chine,Dumbéa,490.9139072847682,464.47014925373134
2020,Chou De Chine,Koné,NA,450.22222222222223
2020,Chou De Chine,La Foa,NA,439.73214285714283
2020,Chou De Chine,Mont-Dore,528.3966244725739,488.1393442622951
2020,Chou De Chine,Nouméa,533.3572895277207,477.0034626038781
2020,Chou De Chine,Païta,523.3333333333334,443.39800995024876
2020,Chou De Chine,Poindimié,NA,330
2020,Chou Rouge,Bourail,423.8888888888889,432.8333333333333
2020,Chou Rouge,Dumbéa,361.8993288590604,475.8099173553719
2020,Chou Rouge,Koné,512.1428571428571,594.12
2020,Chou Rouge,La Foa,401.15384615384613,250
2020,Chou Rouge,Mont-Dore,435.431654676259,451.86577181208054
2020,Chou Rouge,Nouméa,433.0047846889952,481.41745283018867
2020,Chou Rouge,Païta,452.72727272727275,421.375
2020,Chou Vert,Bourail,582.75,441.97014925373134
2020,Chou Vert,Dumbéa,325.6990291262136,386.2926829268293
2020,Chou Vert,Koné,448.5409836065574,369.97297297297297
2020,Chou Vert,Koumac,389.8076923076923,380
2020,Chou Vert,La Foa,349,370.13157894736844
2020,Chou Vert,Mont-Dore,365.0325581395349,381.764192139738
2020,Chou Vert,Nouméa,356.85654885654884,377.104134762634
2020,Chou Vert,Païta,356.88349514563106,390.29411764705884
2020,Chou Vert,Poindimié,402.6666666666667,388.3333333333333
2020,Chou-Fleur,Bourail,NA,285
2020,Chou-Fleur,Dumbéa,659.3970588235294,671.6415094339623
2020,Chou-Fleur,Koné,NA,520
2020,Chou-Fleur,La Foa,NA,483.94736842105266
2020,Chou-Fleur,Mont-Dore,642.2301587301587,590.6637168141593
2020,Chou-Fleur,Nouméa,673.7051597051598,682.2173913043479
2020,Chou-Fleur,Païta,702.6212121212121,594.7142857142857
2020,Chouchoute,Bourail,NA,304.5128205128205
2020,Chouchoute,Dumbéa,NA,312.6842105263158
2020,Chouchoute,Koné,NA,278.43243243243245
2020,Chouchoute,La Foa,NA,288.38235294117646
2020,Chouchoute,Mont-Dore,NA,326.18023255813955
2020,Chouchoute,Nouméa,NA,345.9790476190476
2020,Chouchoute,Païta,NA,350.63492063492066
2020,"Ciboulette, Oignon Vert",Bourail,NA,183.42857142857142
2020,"Ciboulette, Oignon Vert",Dumbéa,NA,174.91071428571428
2020,"Ciboulette, Oignon Vert",Koné,NA,167.56
2020,"Ciboulette, Oignon Vert",La Foa,NA,155.19230769230768
2020,"Ciboulette, Oignon Vert",Mont-Dore,NA,177.7156862745098
2020,"Ciboulette, Oignon Vert",Nouméa,NA,210.83294663573085
2020,"Ciboulette, Oignon Vert",Païta,NA,169.85416666666666
2020,"Citron, Lime",Bourail,NA,671.5068493150685
2020,"Citron, Lime",Dumbéa,687.2018348623853,674.8535211267606
2020,"Citron, Lime",Koné,NA,739.2720588235294
2020,"Citron, Lime",Koumac,NA,658.8775510204082
2020,"Citron, Lime",La Foa,NA,553.1372549019608
2020,"Citron, Lime",Mont-Dore,735.9493670886076,697.187134502924
2020,"Citron, Lime",Nouméa,1545.1615646258504,691.0886363636364
2020,"Citron, Lime",Païta,779.2127659574468,710.0752688172043
2020,"Citron, Lime",Poindimié,NA,990
2020,Citrouille,Bourail,NA,233.83018867924528
2020,Citrouille,Dumbéa,NA,242.27651515151516
2020,Citrouille,Koné,NA,260.05882352941177
2020,Citrouille,La Foa,NA,216.41509433962264
2020,Citrouille,Mont-Dore,NA,244.74747474747474
2020,Citrouille,Nouméa,360,237.64976228209193
2020,Citrouille,Païta,360,255.86764705882354
2020,Combawa,Dumbéa,NA,976.2068965517242
2020,Combawa,Koné,NA,1000
2020,Combawa,Mont-Dore,NA,894.5945945945946
2020,Combawa,Nouméa,NA,867.3725490196078
2020,Combawa,Païta,NA,975
2020,Concombre,Bourail,NA,247.7704918032787
2020,Concombre,Dumbéa,336.71794871794873,256.70324189526184
2020,Concombre,Koné,NA,188.90196078431373
2020,Concombre,Koumac,NA,344.78761061946904
2020,Concombre,La Foa,NA,248.33333333333334
2020,Concombre,Mont-Dore,250,258.5165165165165
2020,Concombre,Nouméa,268.8944099378882,271.694401244168
2020,Concombre,Païta,266.82758620689657,290.79411764705884
2020,Concombre,Poindimié,NA,313.40425531914894
2020,Corossol,Bourail,995,NA
2020,Corossol,Dumbéa,788.5882352941177,NA
2020,Corossol,Koné,935,NA
2020,Corossol,Mont-Dore,764,NA
2020,Corossol,Nouméa,859.8032786885246,NA
2020,Corossol,Païta,696,NA
2020,Courgette,Bourail,464.72222222222223,524.1739130434783
2020,Courgette,Dumbéa,532.4285714285714,573.0986301369863
2020,Courgette,Koné,513.0869565217391,493.7
2020,Courgette,La Foa,504.48275862068965,492.1875
2020,Courgette,Mont-Dore,510.55555555555554,610.3817330210773
2020,Courgette,Nouméa,515.4765625,568.340206185567
2020,Courgette,Païta,616.5238095238095,605.8404907975461
2020,Courgette,Poindimié,NA,573.8571428571429
2020,Cresson,Bourail,NA,200.83333333333334
2020,Cresson,Dumbéa,NA,188.27972027972027
2020,Cresson,Koné,NA,169.89795918367346
2020,Cresson,La Foa,NA,156.36363636363637
2020,Cresson,Mont-Dore,NA,183.98019801980197
2020,Cresson,Nouméa,NA,222.50675675675674
2020,Cresson,Païta,NA,483.1034482758621
2020,Céleri,Bourail,NA,565.04
2020,Céleri,Dumbéa,595.0540540540541,561.9224137931035
2020,Céleri,Koné,NA,557.8333333333334
2020,Céleri,La Foa,NA,554.7727272727273
2020,Céleri,Mont-Dore,561.604938271605,576.5769230769231
2020,Céleri,Nouméa,541.0719424460432,536.695054945055
2020,Céleri,Païta,561.4090909090909,565.7894736842105
2020,Endive,Bourail,NA,1100
2020,Endive,Dumbéa,797.4444444444445,1053.5507246376812
2020,Endive,Koné,NA,995
2020,Endive,La Foa,NA,1294
2020,Endive,Mont-Dore,316.1458333333333,1074.75
2020,Endive,Nouméa,422.34375,1047.8815789473683
2020,Endive,Païta,320.90909090909093,1093.5555555555557
2020,Framboise,Bourail,5986.666666666667,NA
2020,Framboise,Dumbéa,5088.888888888889,NA
2020,Framboise,Koné,3266.666666666667,NA
2020,Framboise,La Foa,3266.666666666667,NA
2020,Framboise,Mont-Dore,5733.333333333334,NA
2020,Framboise,Nouméa,5780,NA
2020,"Fruit De La Passion, Pomme-Liane",Bourail,NA,751
2020,"Fruit De La Passion, Pomme-Liane",Dumbéa,NA,742.7313432835821
2020,"Fruit De La Passion, Pomme-Liane",Koné,NA,740.9090909090909
2020,"Fruit De La Passion, Pomme-Liane",Mont-Dore,NA,811.531914893617
2020,"Fruit De La Passion, Pomme-Liane",Nouméa,NA,820.8492647058823
2020,"Fruit De La Passion, Pomme-Liane",Païta,NA,883.5
2020,"Fruit Du Dragon, Pitaya",Bourail,NA,937.75
2020,"Fruit Du Dragon, Pitaya",Dumbéa,1200,962.3125
2020,"Fruit Du Dragon, Pitaya",Koné,NA,938
2020,"Fruit Du Dragon, Pitaya",La Foa,NA,790
2020,"Fruit Du Dragon, Pitaya",Mont-Dore,NA,758.5
2020,"Fruit Du Dragon, Pitaya",Nouméa,605,699.2150537634409
2020,"Fruit Du Dragon, Pitaya",Païta,NA,660
2020,Fruit Exotique : Autres,Bourail,NA,115.71428571428571
2020,Fruit Exotique : Autres,Dumbéa,NA,243.5109170305677
2020,Fruit Exotique : Autres,Koné,NA,112.7
2020,Fruit Exotique : Autres,La Foa,NA,105.69767441860465
2020,Fruit Exotique : Autres,Mont-Dore,NA,332.06091370558374
2020,Fruit Exotique : Autres,Nouméa,NA,322.7049180327869
2020,Fruit Exotique : Autres,Païta,NA,463.5689655172414
2020,Fruit Frais : Autres,Dumbéa,913.75,NA
2020,Fruit Frais : Autres,Mont-Dore,995,NA
2020,Fruit Frais : Autres,Nouméa,1069.5,NA
2020,Fruit Frais : Autres,Païta,1359,NA
2020,Gingembre,Bourail,846.9183673469388,NA
2020,Gingembre,Dumbéa,776.0148698884758,NA
2020,Gingembre,Koné,816.46,NA
2020,Gingembre,La Foa,850.8695652173913,NA
2020,Gingembre,Mont-Dore,716.800796812749,NA
2020,Gingembre,Nouméa,767.7064083457526,NA
2020,Gingembre,Païta,829.25,NA
2020,Haricot Vert,Bourail,NA,943.4736842105264
2020,Haricot Vert,Dumbéa,887.4117647058823,1158.4939759036145
2020,Haricot Vert,Koné,NA,990
2020,Haricot Vert,La Foa,NA,741.1904761904761
2020,Haricot Vert,Mont-Dore,915.4716981132076,969.0566037735849
2020,Haricot Vert,Nouméa,904.6725663716815,912.5825688073395
2020,Haricot Vert,Païta,966.6341463414634,1031.1176470588234
2020,Herbe Aromatique : Autres,Bourail,NA,157.5
2020,Herbe Aromatique : Autres,Dumbéa,NA,171.8450704225352
2020,Herbe Aromatique : Autres,Koné,NA,135
2020,Herbe Aromatique : Autres,La Foa,NA,100
2020,Herbe Aromatique : Autres,Mont-Dore,NA,157
2020,Herbe Aromatique : Autres,Nouméa,NA,308.7337110481586
2020,Herbe Aromatique : Autres,Païta,NA,169.45238095238096
2020,Igname,Bourail,NA,970.2121212121212
2020,Igname,Dumbéa,NA,949.7547169811321
2020,Igname,Koné,NA,956.6808510638298
2020,Igname,Koumac,NA,1053.75
2020,Igname,La Foa,NA,948.2258064516129
2020,Igname,Mont-Dore,NA,1007.1179775280899
2020,Igname,Nouméa,NA,988.5576131687243
2020,Igname,Païta,NA,1019.5652173913044
2020,Kiwi,Bourail,549.4590163934427,NA
2020,Kiwi,Dumbéa,499.6825396825397,NA
2020,Kiwi,Koné,516.3870967741935,NA
2020,Kiwi,La Foa,549.3191489361702,NA
2020,Kiwi,Mont-Dore,511.99298245614034,NA
2020,Kiwi,Nouméa,568.24617196702,NA
2020,Kiwi,Païta,579.8686131386861,NA
2020,Letchi,Bourail,NA,1236
2020,Letchi,Dumbéa,NA,1142.357142857143
2020,Letchi,Koné,NA,821
2020,Letchi,La Foa,NA,810
2020,Letchi,Mont-Dore,NA,1121.2666666666667
2020,Letchi,Nouméa,NA,1155.1818181818182
2020,Letchi,Païta,NA,1175
2020,Légume Frais : Autres,Dumbéa,980.8387096774194,NA
2020,Légume Frais : Autres,Mont-Dore,704.4230769230769,NA
2020,Légume Frais : Autres,Nouméa,862.728,NA
2020,Légume Frais : Autres,Païta,721.6666666666666,NA
2020,Légume Vert : Autres,Bourail,970,NA
2020,Légume Vert : Autres,Dumbéa,1004.6923076923077,601.3636363636364
2020,Légume Vert : Autres,Koné,907.5,NA
2020,Légume Vert : Autres,La Foa,1004.2857142857143,NA
2020,Légume Vert : Autres,Mont-Dore,910.1,884.9375
2020,Légume Vert : Autres,Nouméa,755.3598130841121,632.75
2020,Légume Vert : Autres,Païta,970.5555555555555,688.6666666666666
2020,"Mandarine, Clémentine",Bourail,482.2647058823529,835.6315789473684
2020,"Mandarine, Clémentine",Dumbéa,595.4973821989529,768.1439393939394
2020,"Mandarine, Clémentine",Koné,540.8,680.8181818181819
2020,"Mandarine, Clémentine",La Foa,583.1935483870968,702.741935483871
2020,"Mandarine, Clémentine",Mont-Dore,661.5963855421687,754.3862068965517
2020,"Mandarine, Clémentine",Nouméa,909.1381215469613,739.0592592592593
2020,"Mandarine, Clémentine",Païta,609.6309523809524,702.1621621621622
2020,Mangue,Bourail,NA,538.2222222222222
2020,Mangue,Dumbéa,NA,534.325
2020,Mangue,Koné,NA,672
2020,Mangue,La Foa,NA,484.1666666666667
2020,Mangue,Mont-Dore,NA,554.6724137931035
2020,Mangue,Nouméa,NA,546.4010152284264
2020,Mangue,Païta,NA,473.75
2020,Manioc,Dumbéa,NA,935
2020,Manioc,Mont-Dore,NA,466.42857142857144
2020,Manioc,Nouméa,NA,530.393063583815
2020,Maïs,Dumbéa,NA,315
2020,Maïs,Nouméa,842.5,185
2020,Melon,Bourail,579.4,751.5882352941177
2020,Melon,Dumbéa,619.6067415730337,741.3945578231293
2020,Melon,Koné,521.047619047619,779.1025641025641
2020,Melon,La Foa,622.3333333333334,660.375
2020,Melon,Mont-Dore,732.9130434782609,720.3673469387755
2020,Melon,Nouméa,653.6556603773585,698.8798185941043
2020,Melon,Païta,823,751.0689655172414
2020,Menthe,Bourail,NA,178.8181818181818
2020,Menthe,Dumbéa,NA,171.10714285714286
2020,Menthe,Koné,NA,163.05
2020,Menthe,La Foa,NA,155.58823529411765
2020,Menthe,Mont-Dore,NA,175.39705882352942
2020,Menthe,Nouméa,NA,179.57460317460317
2020,Menthe,Païta,NA,168.45652173913044
2020,Navet,Bourail,NA,330.77777777777777
2020,Navet,Dumbéa,NA,403.93838862559244
2020,Navet,Koné,NA,379.2173913043478
2020,Navet,La Foa,NA,383.5365853658537
2020,Navet,Mont-Dore,NA,409.487922705314
2020,Navet,Nouméa,NA,419.90748031496065
2020,Navet,Païta,NA,419.2156862745098
2020,Nectarine,Bourail,736.6129032258065,NA
2020,Nectarine,Dumbéa,784.4818181818182,NA
2020,Nectarine,Koné,967.2972972972973,NA
2020,Nectarine,La Foa,815,NA
2020,Nectarine,Mont-Dore,791.0849056603773,NA
2020,Nectarine,Nouméa,644.7261306532663,NA
2020,Nectarine,Païta,757.3404255319149,NA
2020,Oignon Blanc,Dumbéa,NA,390.2
2020,Oignon Blanc,Mont-Dore,NA,399.3137254901961
2020,Oignon Blanc,Nouméa,596.625,389.74474474474476
2020,Oignon Blanc,Païta,580,NA
2020,Oignon Jaune,Bourail,276.5686274509804,592.2
2020,Oignon Jaune,Dumbéa,216.70247933884298,358.22535211267603
2020,Oignon Jaune,Koné,240.89795918367346,604.5
2020,Oignon Jaune,Koumac,NA,379.09090909090907
2020,Oignon Jaune,La Foa,261.5686274509804,NA
2020,Oignon Jaune,Mont-Dore,262.771186440678,360.72222222222223
2020,Oignon Jaune,Nouméa,262.4321608040201,305.252427184466
2020,Oignon Jaune,Païta,300.84507042253523,254.7659574468085
2020,Oignon Jaune,Poindimié,NA,437.3076923076923
2020,Oignon Rouge,Bourail,227.375,NA
2020,Oignon Rouge,Dumbéa,262.8979591836735,NA
2020,Oignon Rouge,Koné,242.71641791044777,NA
2020,Oignon Rouge,Koumac,395,NA
2020,Oignon Rouge,La Foa,262.4,NA
2020,Oignon Rouge,Mont-Dore,329.22,NA
2020,Oignon Rouge,Nouméa,279.9203187250996,755.2752293577981
2020,Oignon Rouge,Païta,355.258064516129,NA
2020,Orange,Bourail,439.5833333333333,608.6363636363636
2020,Orange,Dumbéa,409.20472440944883,549.981981981982
2020,Orange,Koné,443.7931034482759,558.1529411764706
2020,Orange,Koumac,NA,596.4705882352941
2020,Orange,La Foa,451.1111111111111,463.0769230769231
2020,Orange,Mont-Dore,415.6363636363636,562.6144578313254
2020,Orange,Nouméa,1038.595238095238,555.4462025316456
2020,Orange,Païta,473.78723404255317,589.6119402985074
2020,Orange,Poindimié,NA,637.2413793103449
2020,"Pamplemousse, Pomélo",Bourail,519.1428571428571,340
2020,"Pamplemousse, Pomélo",Dumbéa,514.7291666666666,425.9620253164557
2020,"Pamplemousse, Pomélo",Koné,525.6666666666666,492.85714285714283
2020,"Pamplemousse, Pomélo",La Foa,415,336.6666666666667
2020,"Pamplemousse, Pomélo",Mont-Dore,408.20588235294116,431.85393258426967
2020,"Pamplemousse, Pomélo",Nouméa,415.97777777777776,408.4356659142212
2020,"Pamplemousse, Pomélo",Païta,485.1132075471698,315
2020,Papaye,Bourail,NA,259.9310344827586
2020,Papaye,Dumbéa,413.75,296.76126126126127
2020,Papaye,Koné,NA,291.9512195121951
2020,Papaye,Koumac,NA,180
2020,Papaye,La Foa,NA,273.36842105263156
2020,Papaye,Mont-Dore,NA,309.6890756302521
2020,Papaye,Nouméa,434.8979591836735,330.4748062015504
2020,Papaye,Païta,NA,458.3333333333333
2020,Pastèque,Bourail,NA,317.51428571428573
2020,Pastèque,Dumbéa,345,296.37751004016064
2020,Pastèque,Koné,NA,335.85714285714283
2020,Pastèque,Koumac,NA,298.6842105263158
2020,Pastèque,La Foa,NA,299.03846153846155
2020,Pastèque,Mont-Dore,NA,286.86854460093895
2020,Pastèque,Nouméa,308.0327868852459,294.3248532289628
2020,Pastèque,Païta,318.4516129032258,290.9
2020,Pastèque,Poindimié,NA,330.7692307692308
2020,Patate Carry,Bourail,NA,735.9767441860465
2020,Patate Carry,Dumbéa,NA,718.7469879518072
2020,Patate Carry,Koné,NA,727.6444444444444
2020,Patate Carry,Koumac,NA,696.8421052631579
2020,Patate Carry,La Foa,NA,714.8484848484849
2020,Patate Carry,Mont-Dore,NA,768.5023696682465
2020,Patate Carry,Nouméa,NA,742.1527272727272
2020,Patate Carry,Païta,NA,766.4054054054054
2020,Patate Carry,Poindimié,NA,724.6428571428571
2020,Patate Douce,Bourail,NA,734.6578947368421
2020,Patate Douce,Dumbéa,NA,708.7643979057592
2020,Patate Douce,Koné,NA,703.3875
2020,Patate Douce,Koumac,NA,688.6904761904761
2020,Patate Douce,La Foa,NA,640.2564102564103
2020,Patate Douce,Mont-Dore,NA,759.8275862068965
2020,Patate Douce,Nouméa,NA,734.3770114942529
2020,Patate Douce,Païta,NA,734.6533333333333
2020,Patate Douce,Poindimié,NA,764.6153846153846
2020,Persil,Dumbéa,NA,201.17857142857142
2020,Persil,Nouméa,NA,188.61458333333334
2020,Persil,Païta,NA,183.75
2020,Piment,Bourail,NA,467.375
2020,Piment,Dumbéa,NA,1875
2020,Piment,Koné,NA,616
2020,Piment,La Foa,NA,1875
2020,Piment,Nouméa,NA,1671.8139534883721
2020,Piment,Païta,NA,1787.6666666666667
2020,Poire,Bourail,380.84722222222223,NA
2020,Poire,Dumbéa,411.8316062176166,NA
2020,Poire,Koné,518.0816326530612,NA
2020,Poire,La Foa,348.85135135135135,NA
2020,Poire,Mont-Dore,401.08029197080293,NA
2020,Poire,Nouméa,414.3142857142857,NA
2020,Poire,Païta,505.41379310344826,NA
2020,Poireau,Bourail,650.0357142857143,793.8333333333334
2020,Poireau,Dumbéa,739.2237762237762,831.4424778761062
2020,Poireau,Koné,488,705.625
2020,Poireau,La Foa,616.3333333333334,858.9583333333334
2020,Poireau,Mont-Dore,755.1515151515151,866.1456310679612
2020,Poireau,Nouméa,700.0121457489879,840.8793565683646
2020,Poireau,Païta,902.7777777777778,884.5
2020,Poivron,Bourail,972.9072164948453,736.7027027027027
2020,Poivron,Dumbéa,933.4352517985611,878.2830687830688
2020,Poivron,Koné,891.4742268041238,787.0540540540541
2020,Poivron,La Foa,961.40625,764.5714285714286
2020,Poivron,Mont-Dore,941.6819047619048,928.4748858447489
2020,Poivron,Nouméa,908.7901234567901,864.8643379366368
2020,Poivron,Païta,978.852140077821,939.3857142857142
2020,Pomme,Bourail,360.1316725978648,NA
2020,Pomme,Dumbéa,349.4019688269073,NA
2020,Pomme,Koné,362.99706744868035,NA
2020,Pomme,Koumac,383.1730769230769,NA
