annee,variete,commune,import,local
2018,Poireau,Mont-Dore,870.7297297297297,795.5466666666666
2018,Poireau,Nouméa,858.5248618784531,805.9511677282378
2018,Poireau,Païta,942.5,881.9230769230769
2018,Poivron,Bourail,765.8450704225352,742.4666666666667
2018,Poivron,Dumbéa,879.1217391304348,896.3024054982818
2018,Poivron,Koné,834.7222222222222,770.0632911392405
2018,Poivron,La Foa,945.8333333333334,690.7142857142857
2018,Poivron,Mont-Dore,914.1603206412825,889.9213114754099
2018,Poivron,Nouméa,901.6930402930403,907.7241379310345
2018,Poivron,Païta,928.2679738562091,937.3551401869158
2018,Pomme,Bourail,347.78735632183907,NA
2018,Pomme,Dumbéa,349.64037122969836,NA
2018,Pomme,Koné,382.4824120603015,NA
2018,Pomme,Koumac,363.3220338983051,NA
2018,Pomme,La Foa,647.4861878453039,NA
2018,Pomme,Mont-Dore,355.21205098493624,NA
2018,Pomme,Nouméa,363.78478260869565,NA
2018,Pomme,Païta,404.82111436950146,NA
2018,Pomme,Poindimié,388,NA
2018,Pomme De Terre,Bourail,NA,281.7413793103448
2018,Pomme De Terre,Dumbéa,254.875,270.01574074074074
2018,Pomme De Terre,Koné,NA,255.99173553719007
2018,Pomme De Terre,La Foa,NA,135
2018,Pomme De Terre,Mont-Dore,295,280.7842003853564
2018,Pomme De Terre,Nouméa,NA,268.82783882783883
2018,Pomme De Terre,Païta,NA,288.42083333333335
2018,Pomme De Terre,Poindimié,NA,281.6666666666667
2018,Potimarron,Bourail,NA,1307.5
2018,Potimarron,Dumbéa,NA,831.5714285714286
2018,Potimarron,Koné,NA,402.6666666666667
2018,Potimarron,La Foa,NA,1300
2018,Potimarron,Mont-Dore,NA,872.4727272727273
2018,Potimarron,Nouméa,NA,462.1857923497268
2018,Potimarron,Païta,NA,387.04761904761904
2018,Potiron,Dumbéa,NA,432.2857142857143
2018,Potiron,Mont-Dore,NA,481.8965517241379
2018,Potiron,Nouméa,NA,470.44642857142856
2018,Potiron,Païta,NA,477.22222222222223
2018,Prune,Bourail,703.969696969697,NA
2018,Prune,Dumbéa,766.5914634146342,NA
2018,Prune,Koné,821.4166666666666,NA
2018,Prune,La Foa,783.4285714285714,NA
2018,Prune,Mont-Dore,774.604938271605,NA
2018,Prune,Nouméa,816.6422222222222,NA
2018,Prune,Païta,771.1842105263158,NA
2018,Pêche,Dumbéa,718.3695652173913,NA
2018,Pêche,Mont-Dore,716.5454545454545,NA
2018,Pêche,Nouméa,723.7518248175182,NA
2018,Pêche,Païta,737.34375,NA
2018,Radis,Dumbéa,558.5625,468.4308943089431
2018,Radis,Mont-Dore,444.56,445.752688172043
2018,Radis,Nouméa,470.63684210526316,453.2543352601156
2018,Radis,Païta,373.125,431.6666666666667
2018,Raisin,Bourail,789.6890756302521,NA
2018,Raisin,Dumbéa,846.3564727954972,NA
2018,Raisin,Koné,1194.844262295082,NA
2018,Raisin,La Foa,961.2213114754098,NA
2018,Raisin,Mont-Dore,812.6753507014027,NA
2018,Raisin,Nouméa,861.1700379266751,NA
2018,Raisin,Païta,923.6981132075472,NA
2018,Salade,Bourail,NA,492.55172413793105
2018,Salade,Dumbéa,NA,476.34033613445376
2018,Salade,Koné,NA,482.25
2018,Salade,Koumac,NA,382.8723404255319
2018,Salade,La Foa,NA,493.1746031746032
2018,Salade,Mont-Dore,NA,528.4213075060533
2018,Salade,Nouméa,2033.5833333333333,479.2699619771863
2018,Salade,Païta,2025,504.13698630136986
2018,Salade,Poindimié,NA,839.5
2018,Squash,Bourail,NA,288.6363636363636
2018,Squash,Dumbéa,266.4,278.90954773869345
2018,Squash,Koné,NA,363.89230769230767
2018,Squash,Koumac,NA,507.2068965517241
2018,Squash,La Foa,NA,264.83673469387753
2018,Squash,Mont-Dore,NA,287.984126984127
2018,Squash,Nouméa,187.04444444444445,284.38368055555554
2018,Squash,Païta,198.54545454545453,252.375
2018,Squash,Poindimié,NA,216.92307692307693
2018,Taro,Bourail,NA,956.8222222222222
2018,Taro,Dumbéa,NA,827.9441489361702
2018,Taro,Koné,NA,957.7619047619048
2018,Taro,Koumac,NA,916.046511627907
2018,Taro,La Foa,NA,876.25
2018,Taro,Mont-Dore,NA,893.8618181818182
2018,Taro,Nouméa,NA,887.737435897436
2018,Taro,Païta,NA,859.3846153846154
2018,Taro,Poindimié,NA,843.3333333333334
2018,Tomate,Bourail,NA,557.9411764705883
2018,Tomate,Dumbéa,870.9207920792079,654.5122950819672
2018,Tomate,Koné,NA,772.6086956521739
2018,Tomate,Koumac,NA,857.7313432835821
2018,Tomate,La Foa,NA,542.4074074074074
2018,Tomate,Mont-Dore,740.9814814814815,558.3218884120172
2018,Tomate,Nouméa,720.5393258426966,599.7090663058186
2018,Tomate,Païta,465.6111111111111,528
2018,Tomate,Poindimié,NA,736.8421052631579
2018,Échalote,Bourail,1122.142857142857,NA
2018,Échalote,Dumbéa,867.5958904109589,NA
2018,Échalote,Koné,965.3529411764706,NA
2018,Échalote,La Foa,886.969696969697,NA
2018,Échalote,Mont-Dore,930.3552631578947,NA
2018,Échalote,Nouméa,888.4407158836689,NA
2018,Échalote,Païta,930.0185185185185,NA
2019,Agrume : Autres,Dumbéa,396.05882352941177,543
2019,Agrume : Autres,Mont-Dore,397.7692307692308,NA
2019,Agrume : Autres,Nouméa,396.4,NA
2019,Ail,Bourail,289.75,NA
2019,Ail,Dumbéa,458.1948051948052,NA
2019,Ail,Koné,395.375,NA
2019,Ail,Mont-Dore,465.6923076923077,NA
2019,Ail,Nouméa,478.91525423728814,NA
2019,Ail,Païta,502.05882352941177,NA
2019,Ananas,Bourail,NA,771.8809523809524
2019,Ananas,Dumbéa,758.4761904761905,755.3073593073593
2019,Ananas,Koné,NA,849.7014925373135
2019,Ananas,Koumac,NA,626.6666666666666
2019,Ananas,La Foa,NA,788.5526315789474
2019,Ananas,Mont-Dore,NA,753.3282828282828
2019,Ananas,Nouméa,643.2413793103449,779.1051724137931
2019,Ananas,Païta,NA,778.4153846153846
2019,Ananas,Poindimié,NA,805.2083333333334
2019,Asperge,Dumbéa,2246.3333333333335,NA
2019,Asperge,Koné,508,NA
2019,Asperge,Mont-Dore,486,NA
2019,Asperge,Nouméa,1554.1492537313434,NA
2019,Asperge,Païta,1595,NA
2019,Aubergine,Bourail,267.85714285714283,598.6086956521739
2019,Aubergine,Dumbéa,650,506.55180722891566
2019,Aubergine,Koné,650,535
2019,Aubergine,La Foa,650,493.57142857142856
2019,Aubergine,Mont-Dore,650,483.73802816901406
2019,Aubergine,Nouméa,429.74747474747477,489.33126934984523
2019,Aubergine,Païta,NA,453.67543859649123
2019,Avocat,Bourail,1004.4285714285714,1100
2019,Avocat,Dumbéa,960.4057971014493,884.1842105263158
2019,Avocat,Koné,719,460
2019,Avocat,La Foa,995,878.3333333333334
2019,Avocat,Mont-Dore,981.6888888888889,886.1165048543689
2019,Avocat,Nouméa,947.2616279069767,871.1520467836257
2019,Avocat,Païta,NA,881.5909090909091
2019,Banane,Bourail,NA,600.3269230769231
2019,Banane,Dumbéa,NA,635.3025210084033
2019,Banane,Koné,NA,544.367088607595
2019,Banane,Koumac,NA,547.5806451612904
2019,Banane,La Foa,NA,632.9545454545455
2019,Banane,Mont-Dore,NA,626.8652173913043
2019,Banane,Nouméa,1475.467213114754,649.5522648083623
2019,Banane,Païta,NA,643.6705882352941
2019,Banane,Poindimié,NA,636.9230769230769
2019,Banane Poingo,Bourail,NA,698.25
2019,Banane Poingo,Dumbéa,NA,754.5652173913044
2019,Banane Poingo,Koné,NA,816
2019,Banane Poingo,La Foa,NA,834.047619047619
2019,Banane Poingo,Mont-Dore,NA,775.9101123595506
2019,Banane Poingo,Nouméa,698.1428571428571,769.3829787234042
2019,Banane Poingo,Païta,NA,760.2666666666667
2019,Banane Verte,Dumbéa,NA,651.5714285714286
2019,Banane Verte,Nouméa,426,612
2019,Basilic,Bourail,NA,169
2019,Basilic,Dumbéa,NA,157.05714285714285
2019,Basilic,La Foa,NA,165
2019,Basilic,Mont-Dore,NA,157.3125
2019,Basilic,Nouméa,NA,170.70287539936103
2019,Basilic,Païta,NA,162
2019,Betterave,Bourail,244.20689655172413,NA
2019,Betterave,Dumbéa,442.9236641221374,631
2019,Betterave,Koné,515,NA
2019,Betterave,La Foa,200,NA
2019,Betterave,Mont-Dore,535.0510204081633,579.6590909090909
2019,Betterave,Nouméa,481.0868644067797,564.077380952381
2019,Betterave,Païta,549.5,675
2019,Brocoli,Bourail,688.5454545454545,NA
2019,Brocoli,Dumbéa,748.4895833333334,760.060606060606
2019,Brocoli,Koné,635,NA
2019,Brocoli,La Foa,867.0731707317074,NA
2019,Brocoli,Mont-Dore,779.5104895104895,809.1176470588235
2019,Brocoli,Nouméa,799.4135922330097,781.5604395604396
2019,Brocoli,Païta,800.5555555555555,789.1551724137931
2019,Carotte,Bourail,56.76,312.1333333333333
2019,Carotte,Dumbéa,240.17261904761904,361.5272727272727
2019,Carotte,Koné,128.06976744186048,92
2019,Carotte,Koumac,275.38461538461536,NA
2019,Carotte,La Foa,NA,316
2019,Carotte,Mont-Dore,303.62857142857143,294.01869158878503
2019,Carotte,Nouméa,293.7709923664122,334.74727272727273
2019,Carotte,Païta,320.2371134020619,339.53125
2019,Carotte,Poindimié,281.6923076923077,NA
2019,Cerise,Dumbéa,2690,NA
2019,Cerise,Nouméa,3243.7368421052633,NA
2019,Cerise,Païta,4869.428571428572,NA
2019,Champignon,Bourail,NA,3258.5263157894738
2019,Champignon,Dumbéa,NA,3127.5384615384614
2019,Champignon,Koné,NA,3334.9
2019,Champignon,Koumac,NA,3660.972972972973
2019,Champignon,La Foa,NA,4000
2019,Champignon,Mont-Dore,NA,3223.1
2019,Champignon,Nouméa,NA,3257.527950310559
2019,Champignon,Païta,NA,3756
2019,Champignon,Poindimié,NA,3640
2019,Chou : Autres,Dumbéa,1248.9411764705883,614.8
2019,Chou : Autres,Koné,575,NA
2019,Chou : Autres,Mont-Dore,1073.6666666666667,520
2019,Chou : Autres,Nouméa,979.6601941747573,713.02
2019,Chou : Autres,Païta,822,NA
2019,Chou De Chine,Bourail,NA,292.0740740740741
2019,Chou De Chine,Dumbéa,427.7130434782609,429.16041666666666
2019,Chou De Chine,Koné,NA,430.5263157894737
2019,Chou De Chine,La Foa,NA,492.88461538461536
2019,Chou De Chine,Mont-Dore,448.96276595744683,411.03472222222223
2019,Chou De Chine,Nouméa,443.5620437956204,411.33101314771847
2019,Chou De Chine,Païta,450.27272727272725,365.7659574468085
2019,Chou De Chine,Poindimié,NA,445.7142857142857
2019,Chou Rouge,Bourail,197.25,501.42857142857144
2019,Chou Rouge,Dumbéa,366.73333333333335,459.0843373493976
2019,Chou Rouge,Koné,470,622
2019,Chou Rouge,La Foa,134,305
2019,Chou Rouge,Mont-Dore,401.62264150943395,421.20388349514565
2019,Chou Rouge,Nouméa,400.4780701754386,445.11019283746555
2019,Chou Rouge,Païta,415.0285714285714,369.54545454545456
2019,Chou Vert,Bourail,613.8333333333334,264.5223880597015
2019,Chou Vert,Dumbéa,285.97484276729557,297.8661087866109
2019,Chou Vert,Koné,779.28,231.55263157894737
2019,Chou Vert,Koumac,332.8125,232.10526315789474
2019,Chou Vert,La Foa,NA,280.2608695652174
2019,Chou Vert,Mont-Dore,294.6448087431694,267.0946502057613
2019,Chou Vert,Nouméa,297.06569343065695,298.2377414561664
2019,Chou Vert,Païta,286.81188118811883,301.2
2019,Chou Vert,Poindimié,315,NA
2019,Chou-Fleur,Dumbéa,678.8613138686131,601.0298507462686
2019,Chou-Fleur,Mont-Dore,645.7007874015748,640.5230769230769
2019,Chou-Fleur,Nouméa,650.6241758241758,639.319587628866
2019,Chou-Fleur,Païta,640.75,631.5384615384615
2019,Chouchoute,Bourail,NA,279.3703703703704
2019,Chouchoute,Dumbéa,NA,312.30927835051546
2019,Chouchoute,Koné,NA,246
2019,Chouchoute,La Foa,NA,310.2
2019,Chouchoute,Mont-Dore,NA,316.912
2019,Chouchoute,Nouméa,NA,345.9443155452436
2019,Chouchoute,Païta,NA,327.4107142857143
2019,"Ciboulette, Oignon Vert",Bourail,NA,164.26923076923077
2019,"Ciboulette, Oignon Vert",Dumbéa,NA,166.69060773480663
2019,"Ciboulette, Oignon Vert",Koné,NA,157
2019,"Ciboulette, Oignon Vert",La Foa,NA,160
2019,"Ciboulette, Oignon Vert",Mont-Dore,NA,163.59223300970874
2019,"Ciboulette, Oignon Vert",Nouméa,NA,177.00462962962962
2019,"Ciboulette, Oignon Vert",Païta,NA,162.42
2019,"Citron, Lime",Bourail,750,530.8571428571429
2019,"Citron, Lime",Dumbéa,609.3963963963964,626.844262295082
2019,"Citron, Lime",Koné,NA,884.7439024390244
2019,"Citron, Lime",Koumac,NA,688.125
2019,"Citron, Lime",La Foa,NA,524.074074074074
2019,"Citron, Lime",Mont-Dore,628.3766233766233,564.1107382550335
2019,"Citron, Lime",Nouméa,1534.9051878354203,625.9361233480176
2019,"Citron, Lime",Païta,631.05,617.7777777777778
2019,Citrouille,Bourail,NA,200.9090909090909
2019,Citrouille,Dumbéa,319,260.7846153846154
2019,Citrouille,Koné,NA,293
2019,Citrouille,La Foa,NA,248.11320754716982
2019,Citrouille,Mont-Dore,NA,242.52459016393442
2019,Citrouille,Nouméa,394.8333333333333,247.4281098546042
2019,Citrouille,Païta,NA,222.16666666666666
2019,Combawa,Dumbéa,NA,766.2962962962963
2019,Combawa,Koné,NA,303
2019,Combawa,Mont-Dore,NA,496.4
2019,Combawa,Nouméa,NA,648.2407407407408
2019,Combawa,Païta,NA,539.5
2019,Concombre,Bourail,NA,183.02564102564102
2019,Concombre,Dumbéa,305.59722222222223,227.72389791183295
2019,Concombre,Koné,NA,168.5483870967742
2019,Concombre,Koumac,NA,280.61971830985914
2019,Concombre,La Foa,NA,179.0408163265306
2019,Concombre,Mont-Dore,251.90322580645162,225.47150259067357
2019,Concombre,Nouméa,261.8288288288288,233.9050193050193
2019,Concombre,Païta,251.88679245283018,251.6875
2019,Concombre,Poindimié,NA,274.64864864864865
2019,Corossol,Dumbéa,813.9,NA
2019,Corossol,Mont-Dore,879.4,NA
2019,Corossol,Nouméa,706.6779661016949,NA
2019,Corossol,Païta,764,NA
2019,Courgette,Bourail,250,486.0188679245283
2019,Courgette,Dumbéa,492.9512195121951,484.76155717761554
2019,Courgette,Koné,340,321.0153846153846
2019,Courgette,La Foa,395,486.0377358490566
2019,Courgette,Mont-Dore,382.85714285714283,450.32027649769583
2019,Courgette,Nouméa,475.3708609271523,451.96672504378284
2019,Courgette,Païta,455.7391304347826,445.2867647058824
2019,Courgette,Poindimié,NA,471.06666666666666
2019,Cresson,Bourail,NA,163.89361702127658
2019,Cresson,Dumbéa,NA,172.83561643835617
2019,Cresson,Koné,NA,164
2019,Cresson,La Foa,NA,160
2019,Cresson,Mont-Dore,NA,190.12
2019,Cresson,Nouméa,NA,178.0820895522388
2019,Cresson,Païta,NA,487
2019,Céleri,Dumbéa,580.953488372093,576.9126213592233
2019,Céleri,La Foa,NA,86
2019,Céleri,Mont-Dore,571.8888888888889,532.4313725490196
2019,Céleri,Nouméa,542.7687074829932,581.98606271777
2019,Céleri,Païta,504.2093023255814,552.2941176470588
2019,Endive,Dumbéa,573.2,982.5882352941177
2019,Endive,Mont-Dore,358.26984126984127,NA
2019,Endive,Nouméa,476.1031746031746,1025.35
2019,Endive,Païta,483,1107
2019,Fraise,Nouméa,NA,1971
2019,Framboise,Bourail,6306.666666666667,NA
2019,Framboise,Dumbéa,6983.333333333334,NA
2019,Framboise,La Foa,3266.666666666667,NA
2019,Framboise,Mont-Dore,6144.444444444445,NA
2019,Framboise,Nouméa,5867.619047619048,NA
2019,"Fruit De La Passion, Pomme-Liane",Dumbéa,NA,733.125
2019,"Fruit De La Passion, Pomme-Liane",Koné,NA,1125
2019,"Fruit De La Passion, Pomme-Liane",Mont-Dore,NA,807.9117647058823
2019,"Fruit De La Passion, Pomme-Liane",Nouméa,NA,830.158371040724
2019,"Fruit De La Passion, Pomme-Liane",Païta,NA,895
2019,"Fruit Du Dragon, Pitaya",Bourail,NA,595
2019,"Fruit Du Dragon, Pitaya",Dumbéa,688.3333333333334,784.4444444444445
2019,"Fruit Du Dragon, Pitaya",Koné,NA,595
2019,"Fruit Du Dragon, Pitaya",La Foa,NA,595
2019,"Fruit Du Dragon, Pitaya",Mont-Dore,NA,762.7714285714286
2019,"Fruit Du Dragon, Pitaya",Nouméa,635.5555555555555,756.1090909090909
2019,"Fruit Du Dragon, Pitaya",Païta,NA,701.1111111111111
2019,Fruit Exotique : Autres,Bourail,NA,113.15789473684211
2019,Fruit Exotique : Autres,Dumbéa,NA,229.24223602484471
2019,Fruit Exotique : Autres,Koné,NA,80
2019,Fruit Exotique : Autres,La Foa,NA,80
2019,Fruit Exotique : Autres,Mont-Dore,NA,311.57142857142856
2019,Fruit Exotique : Autres,Nouméa,NA,365.69016697588125
2019,Fruit Exotique : Autres,Païta,NA,330.0612244897959
2019,Fruit Frais : Autres,Dumbéa,954.0869565217391,NA
2019,Fruit Frais : Autres,Mont-Dore,972.7,NA
2019,Fruit Frais : Autres,Nouméa,1001.8620689655172,NA
2019,Gingembre,Bourail,647.2666666666667,NA
2019,Gingembre,Dumbéa,606.5687732342008,NA
2019,Gingembre,Koné,667,NA
2019,Gingembre,La Foa,630.7446808510638,NA
2019,Gingembre,Mont-Dore,608.6580086580086,NA
2019,Gingembre,Nouméa,655.9705882352941,625
2019,Gingembre,Païta,665.4315789473684,795
2019,Haricot Vert,Bourail,NA,1089
2019,Haricot Vert,Dumbéa,941.1739130434783,944.3823529411765
2019,Haricot Vert,La Foa,NA,750
2019,Haricot Vert,Mont-Dore,941.1287128712871,926.2105263157895
2019,Haricot Vert,Nouméa,932.7164179104477,938.7572016460905
2019,Haricot Vert,Païta,927.5,914.6428571428571
2019,Herbe Aromatique : Autres,Dumbéa,NA,156.26548672566372
2019,Herbe Aromatique : Autres,Mont-Dore,NA,156.63736263736263
2019,Herbe Aromatique : Autres,Nouméa,NA,234.09604519774012
2019,Herbe Aromatique : Autres,Païta,NA,162.24242424242425
2019,Igname,Bourail,NA,1300
2019,Igname,Dumbéa,NA,869.1842105263158
2019,Igname,Koné,NA,998.5714285714286
2019,Igname,Koumac,NA,978.6
2019,Igname,La Foa,NA,1333.5294117647059
2019,Igname,Mont-Dore,NA,1093.9791666666667
2019,Igname,Nouméa,NA,1014.2033195020747
2019,Igname,Païta,NA,953.983606557377
2019,Kiwi,Bourail,557.3076923076923,NA
2019,Kiwi,Dumbéa,574.2852459016393,NA
2019,Kiwi,Koné,552.9047619047619,NA
2019,Kiwi,La Foa,601,NA
2019,Kiwi,Mont-Dore,580.1947565543071,NA
2019,Kiwi,Nouméa,603.0028449502133,NA
2019,Kiwi,Païta,609.024,NA
2019,Letchi,Bourail,NA,1236
2019,Letchi,Dumbéa,NA,1010.125
2019,Letchi,Koné,NA,821
2019,Letchi,La Foa,NA,810
2019,Letchi,Mont-Dore,NA,991.2380952380952
2019,Letchi,Nouméa,NA,1045.948717948718
2019,Letchi,Païta,NA,1117.5
2019,Légume Frais : Autres,Dumbéa,1250.09375,NA
2019,Légume Frais : Autres,Mont-Dore,1034.1333333333334,NA
2019,Légume Frais : Autres,Nouméa,1301.1147540983607,NA
2019,Légume Frais : Autres,Païta,1363,NA
2019,Légume Vert : Autres,Bourail,970,NA
2019,Légume Vert : Autres,Dumbéa,863.0288461538462,715
2019,Légume Vert : Autres,Koné,288.15384615384613,NA
2019,Légume Vert : Autres,Mont-Dore,868.2989690721649,835.7352941176471
2019,Légume Vert : Autres,Nouméa,848.3240223463687,737.9423076923077
2019,Légume Vert : Autres,Païta,1150.75,1210.7727272727273
2019,"Mandarine, Clémentine",Bourail,585,680.3333333333334
2019,"Mandarine, Clémentine",Dumbéa,637.2430555555555,639.2258064516129
2019,"Mandarine, Clémentine",Koné,613,853
2019,"Mandarine, Clémentine",La Foa,613,751
2019,"Mandarine, Clémentine",Mont-Dore,659.623076923077,683.5407407407407
2019,"Mandarine, Clémentine",Nouméa,842.3861607142857,697.1730769230769
2019,"Mandarine, Clémentine",Païta,568.7938144329897,647.2051282051282
2019,Mangue,Bourail,NA,569.5
2019,Mangue,Dumbéa,NA,718.7582417582418
2019,Mangue,Koné,NA,606
2019,Mangue,Mont-Dore,NA,752.5490196078431
2019,Mangue,Nouméa,NA,661.4016393442623
2019,Mangue,Païta,NA,694.125
2019,Manioc,Dumbéa,NA,901.5
2019,Manioc,Mont-Dore,NA,580.6
2019,Manioc,Nouméa,NA,516.7291666666666
2019,Maïs,Dumbéa,NA,287.6
2019,Maïs,Mont-Dore,NA,130
2019,Maïs,Nouméa,NA,122.66666666666667
2019,Melon,Bourail,NA,685.2758620689655
2019,Melon,Dumbéa,548.1031746031746,743.859872611465
2019,Melon,Koné,NA,945
2019,Melon,La Foa,NA,689.6428571428571
2019,Melon,Mont-Dore,657.3145161290323,744.8916666666667
2019,Melon,Nouméa,594.2219321148825,741.9507389162561
2019,Melon,Païta,657.2702702702703,730.8048780487804
2019,Menthe,Bourail,NA,165.44444444444446
2019,Menthe,Dumbéa,NA,168.91964285714286
2019,Menthe,Koné,NA,164
2019,Menthe,La Foa,NA,160
2019,Menthe,Mont-Dore,NA,166.65753424657535
2019,Menthe,Nouméa,NA,173.35777126099705
2019,Menthe,Païta,NA,162
2019,Navet,Bourail,NA,276.57575757575756
2019,Navet,Dumbéa,NA,342.47846889952154
2019,Navet,Koné,NA,219
2019,Navet,La Foa,NA,388.8888888888889
2019,Navet,Mont-Dore,NA,326.2289156626506
2019,Navet,Nouméa,NA,401.1899441340782
2019,Navet,Païta,NA,377.5
2019,Nectarine,Bourail,642.8333333333334,NA
2019,Nectarine,Dumbéa,711.09375,NA
2019,Nectarine,Koné,1220,NA
2019,Nectarine,La Foa,633.3636363636364,NA
2019,Nectarine,Mont-Dore,701.656,NA
2019,Nectarine,Nouméa,633.7161016949152,NA
2019,Nectarine,Païta,738.4772727272727,NA
2019,Oignon Blanc,Dumbéa,NA,390.14285714285717
2019,Oignon Blanc,Mont-Dore,NA,309.49152542372883
2019,Oignon Blanc,Nouméa,338.22727272727275,337.061919504644
2019,Oignon Jaune,Bourail,353.4736842105263,467.1
2019,Oignon Jaune,Dumbéa,246.46575342465752,356.462962962963
2019,Oignon Jaune,Koné,166,454
2019,Oignon Jaune,Koumac,NA,374.76190476190476
2019,Oignon Jaune,La Foa,204.55882352941177,NA
2019,Oignon Jaune,Mont-Dore,285.23744292237444,280.40909090909093
2019,Oignon Jaune,Nouméa,264.1476868327402,313.49044585987264
2019,Oignon Jaune,Païta,262.70588235294116,274.4423076923077
2019,Oignon Jaune,Poindimié,NA,375.75
2019,Oignon Rouge,Bourail,300.28125,NA
2019,Oignon Rouge,Dumbéa,340.3883495145631,240
2019,Oignon Rouge,Koné,476.76190476190476,NA
2019,Oignon Rouge,Koumac,256.42857142857144,NA
2019,Oignon Rouge,La Foa,245,NA
2019,Oignon Rouge,Mont-Dore,456.14,281.8181818181818
2019,Oignon Rouge,Nouméa,292.19323671497585,660.4408602150538
2019,Oignon Rouge,Païta,332.8157894736842,NA
2019,Oignon Rouge,Poindimié,220,285
2019,Orange,Bourail,129.7941176470588,610.2619047619048
2019,Orange,Dumbéa,401.92788461538464,529.2068965517242
2019,Orange,Koné,393,541.8135593220339
2019,Orange,Koumac,NA,520.6176470588235
2019,Orange,La Foa,510,496.42857142857144
2019,Orange,Mont-Dore,417.04716981132077,513.2191780821918
2019,Orange,Nouméa,897.5354449472096,519.6427406199022
2019,Orange,Païta,506.70526315789476,525.0961538461538
2019,Orange,Poindimié,NA,566.7741935483871
2019,"Pamplemousse, Pomélo",Dumbéa,621.1714285714286,332.2763157894737
2019,"Pamplemousse, Pomélo",Koné,NA,431
2019,"Pamplemousse, Pomélo",Mont-Dore,472.758064516129,405.17105263157896
2019,"Pamplemousse, Pomélo",Nouméa,456.2544378698225,373.4150417827298
2019,"Pamplemousse, Pomélo",Païta,407.97297297297297,357.5
2019,Papaye,Dumbéa,272.75,291.671875
2019,Papaye,Koné,NA,188
2019,Papaye,Koumac,NA,181.66666666666666
2019,Papaye,Mont-Dore,NA,278.32876712328766
2019,Papaye,Nouméa,363.125,314.51671732522794
2019,Papaye,Païta,NA,345
2019,Pastèque,Bourail,NA,321.7169811320755
2019,Pastèque,Dumbéa,288,321.04659498207883
2019,Pastèque,Koné,10,353.3243243243243
2019,Pastèque,Koumac,NA,289.54545454545456
2019,Pastèque,La Foa,10,350.9375
2019,Pastèque,Mont-Dore,441,316.5088495575221
2019,Pastèque,Nouméa,306.3529411764706,315.8638838475499
2019,Pastèque,Païta,294.55172413793105,313.95348837209303
2019,Pastèque,Poindimié,NA,326.57142857142856
2019,Patate Carry,Bourail,NA,753
2019,Patate Carry,Dumbéa,NA,703.229268292683
2019,Patate Carry,Koné,NA,852.3870967741935
2019,Patate Carry,Koumac,NA,741.3636363636364
2019,Patate Carry,La Foa,NA,728.9583333333334
2019,Patate Carry,Mont-Dore,NA,768.9817073170732
2019,Patate Carry,Nouméa,NA,726.2039603960396
2019,Patate Carry,Païta,NA,702.7796610169491
2019,Patate Carry,Poindimié,NA,744.1176470588235
2019,Patate Douce,Bourail,NA,871.3
2019,Patate Douce,Dumbéa,NA,667.6697674418605
2019,Patate Douce,Koné,NA,735.6521739130435
2019,Patate Douce,Koumac,NA,724.8
2019,Patate Douce,La Foa,NA,723.75
2019,Patate Douce,Mont-Dore,NA,743.2134831460675
2019,Patate Douce,Nouméa,NA,721.2375809935205
2019,Patate Douce,Païta,NA,719.0126582278481
2019,Patate Douce,Poindimié,NA,729.4117647058823
2019,Persil,Dumbéa,NA,225.87878787878788
2019,Persil,Mont-Dore,NA,160
2019,Persil,Nouméa,NA,171.37209302325581
2019,Persil,Païta,NA,162
2019,Piment,Nouméa,NA,1924.046511627907
2019,Piment,Païta,NA,2053.235294117647
2019,Poire,Bourail,415.4310344827586,NA
2019,Poire,Dumbéa,389.09763313609466,NA
2019,Poire,Koné,359.1095890410959,NA
2019,Poire,La Foa,352.16,NA
2019,Poire,Mont-Dore,407.1093333333333,NA
2019,Poire,Nouméa,431.96189131968947,NA
2019,Poire,Païta,495.69565217391306,NA
2019,Poireau,Bourail,NA,843.125
2019,Poireau,Dumbéa,856.4421052631579,890.4031007751938
2019,Poireau,Koné,NA,600
2019,Poireau,La Foa,NA,796.578947368421
2019,Poireau,Mont-Dore,895.95,870.27
2019,Poireau,Nouméa,776.1100244498778,894.9700272479564
2019,Poireau,Païta,972.7777777777778,848.8367346938776
2019,Poivron,Bourail,834.3793103448276,838.9069767441861
2019,Poivron,Dumbéa,918.7352297592997,922.9074074074074
2019,Poivron,Koné,833.3098591549295,872.5116279069767
2019,Poivron,La Foa,882.1866666666666,739.4642857142857
2019,Poivron,Mont-Dore,932.8414096916299,921.6921397379913
2019,Poivron,Nouméa,905.5057162071284,892.5559080095162
2019,Poivron,Païta,941.2916666666666,943.8834951456311
2019,Pomme,Bourail,326.7162162162162,NA
2019,Pomme,Dumbéa,345.842155919153,NA
2019,Pomme,Koné,348.4848484848485,NA
2019,Pomme,Koumac,387.78723404255317,NA
2019,Pomme,La Foa,268.2287581699346,NA
2019,Pomme,Mont-Dore,364.17391304347825,NA
2019,Pomme,Nouméa,378.3319097010372,NA
2019,Pomme,Païta,411.53864734299515,NA
2019,Pomme De Terre,Boulouparis,NA,290
2019,Pomme De Terre,Bourail,NA,295.80555555555554
2019,Pomme De Terre,Dumbéa,NA,290.18664047151276
2019,Pomme De Terre,Koné,NA,277.75402298850577
2019,Pomme De Terre,La Foa,NA,221.23931623931625
2019,Pomme De Terre,Mont-Dore,NA,291.99387947269304
