Province,N_region,FK_DA1_Menage,N_group_prod veget,N_productions vegetales,Coef_extrap_GD
Province des Îles,Maré,J170P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J170P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J170P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J170P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J170P,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J170P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J169P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J169P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J169P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J169P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J169P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J167P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J167P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J167P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J167P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J167P,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J167P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J166S,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J166S,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J166S,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J166S,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J166S,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J166P,Productions végétales totales,Banane poingo,9
Province des Îles,Maré,J166P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J166P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J166P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J166P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J166P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J165P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J165P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J165P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J165P,Productions végétales totales,Banane poingo,9
Province des Îles,Maré,J165P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J165P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J164S,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J164S,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J164S,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J164S,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J164S,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J164S,Productions végétales totales,Banane poingo,9
Province des Îles,Maré,J164S,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J163P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J163P,Productions végétales totales,Banane poingo,9
Province des Îles,Maré,J163P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J163P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J163P,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J163P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J160S,Productions végétales totales,Tubercule,11
Province des Îles,Maré,J160S,Productions végétales totales,Légume & fruit plein champ,11
Province des Îles,Maré,J160S,Productions végétales totales,Arbre fruitier,11
Province des Îles,Maré,J160S,Productions végétales totales,Cocotier,11
Province des Îles,Maré,J160S,Productions végétales totales,Banane poingo,11
Province des Îles,Maré,J160S,Productions végétales totales,Banane dessert,11
Province des Îles,Maré,J158P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J158P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J158P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J158P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J158P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J157S,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J157S,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J157S,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J157S,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J157S,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J157P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J157P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J157P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J157P,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J157P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J157P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J155S,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J155S,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J155S,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J155S,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J154P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J154P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J154P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J154P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J154P,Productions végétales totales,Cultures spéciales,12
Province des Îles,Maré,J154P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J152S,Productions végétales totales,Légume & fruit plein champ,11
Province des Îles,Maré,J152S,Productions végétales totales,Banane dessert,11
Province des Îles,Maré,J152S,Productions végétales totales,Tubercule,11
Province des Îles,Maré,J152S,Productions végétales totales,Banane poingo,11
Province des Îles,Maré,J152S,Productions végétales totales,Arbre fruitier,11
Province des Îles,Maré,J152S,Productions végétales totales,Cocotier,11
Province des Îles,Maré,J152P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J152P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J152P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J152P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J152P,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J152P,Productions végétales totales,Cultures spéciales,12
Province des Îles,Maré,J152P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J151P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J151P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J151P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J151P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J151P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J148S,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J148S,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J148S,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J148S,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J148S,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J147S,Productions végétales totales,Tubercule,11
Province des Îles,Maré,J147S,Productions végétales totales,Arbre fruitier,11
Province des Îles,Maré,J147S,Productions végétales totales,Légume & fruit plein champ,11
Province des Îles,Maré,J147S,Productions végétales totales,Banane dessert,11
Province des Îles,Maré,J147S,Productions végétales totales,Cocotier,11
Province des Îles,Maré,J147P,Productions végétales totales,Légume & fruit plein champ,10
Province des Îles,Maré,J147P,Productions végétales totales,Tubercule,10
Province des Îles,Maré,J147P,Productions végétales totales,Banane dessert,10
Province des Îles,Maré,J147P,Productions végétales totales,Banane poingo,10
Province des Îles,Maré,J147P,Productions végétales totales,Arbre fruitier,10
Province des Îles,Maré,J147P,Productions végétales totales,Cultures spéciales,10
Province des Îles,Maré,J147P,Productions végétales totales,Cocotier,10
Province des Îles,Maré,J143S,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J143S,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J143S,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J143S,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J143S,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J142P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J142P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J142P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J142P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J142P,Productions végétales totales,Banane poingo,9
Province des Îles,Maré,J142P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J141P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J141P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J141P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J141P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J141P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J139S,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J139S,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J139S,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J139S,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J139S,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J139S,Productions végétales totales,Cultures spéciales,12
Province des Îles,Maré,J135P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J135P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J135P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J135P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J132S,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J132S,Productions végétales totales,Cultures spéciales,12
Province des Îles,Maré,J132S,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J132S,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J132S,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J132S,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J131P,Productions végétales totales,Cultures spéciales,12
Province des Îles,Maré,J131P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J131P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J131P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J131P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J131P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J129P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J129P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J129P,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J129P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J129P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J129P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J128P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J128P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J128P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J128P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J128P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J127P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J127P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J127P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J127P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J127P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J125S,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J125S,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J125S,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J125S,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J125S,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J124P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J124P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J124P,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J124P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J124P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J124P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J123S,Productions végétales totales,Légume & fruit plein champ,10
Province des Îles,Maré,J123S,Productions végétales totales,Tubercule,10
Province des Îles,Maré,J123S,Productions végétales totales,Banane poingo,10
Province des Îles,Maré,J123S,Productions végétales totales,Banane dessert,10
Province des Îles,Maré,J123S,Productions végétales totales,Cultures spéciales,10
Province des Îles,Maré,J123S,Productions végétales totales,Arbre fruitier,10
Province des Îles,Maré,J123S,Productions végétales totales,Cocotier,10
Province des Îles,Maré,J123P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J123P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J123P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J123P,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J123P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J123P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J121P,Productions végétales totales,Banane dessert,10
Province des Îles,Maré,J121P,Productions végétales totales,Légume & fruit plein champ,10
Province des Îles,Maré,J121P,Productions végétales totales,Tubercule,10
Province des Îles,Maré,J121P,Productions végétales totales,Arbre fruitier,10
Province des Îles,Maré,J121P,Productions végétales totales,Cocotier,10
Province des Îles,Maré,J115S,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J115S,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J115S,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J115S,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J115S,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J112P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J112P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J112P,Productions végétales totales,Cultures spéciales,12
Province des Îles,Maré,J112P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J112P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J112P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J111P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J111P,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J111P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J111P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J111P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J111P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J109S,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J109S,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J109S,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J109S,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J109S,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J106S,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J106S,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J106S,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J106S,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J106S,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J103P,Productions végétales totales,Banane poingo,9
Province des Îles,Maré,J103P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J103P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J103P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J103P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J103P,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J103P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J102P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J102P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J102P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J102P,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J102P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J102P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J100P,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J100P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J100P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J100P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J100P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J100P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J099P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J099P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J099P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J098P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J098P,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J098P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J098P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J098P,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J098P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J098P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J097H,Productions végétales totales,Légume & fruit plein champ,10
Province des Îles,Maré,J097H,Productions végétales totales,Arbre fruitier,10
Province des Îles,Maré,J097H,Productions végétales totales,Tubercule,10
Province des Îles,Maré,J097H,Productions végétales totales,Cocotier,10
Province des Îles,Maré,J097H,Productions végétales totales,Banane dessert,10
Province des Îles,Maré,J097H,Productions végétales totales,Banane poingo,10
Province des Îles,Maré,J096P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J096P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J096P,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J096P,Productions végétales totales,Banane poingo,9
Province des Îles,Maré,J096P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J096P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J096P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J095P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J095P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J095P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J095P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J095P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J095P,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J094P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J094P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J094P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J094P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J094P,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J094P,Productions végétales totales,Cultures spéciales,12
Province des Îles,Maré,J092P,Productions végétales totales,Légume & fruit plein champ,12
Province des Îles,Maré,J092P,Productions végétales totales,Tubercule,12
Province des Îles,Maré,J092P,Productions végétales totales,Cultures spéciales,12
Province des Îles,Maré,J092P,Productions végétales totales,Arbre fruitier,12
Province des Îles,Maré,J092P,Productions végétales totales,Banane poingo,12
Province des Îles,Maré,J092P,Productions végétales totales,Banane dessert,12
Province des Îles,Maré,J092P,Productions végétales totales,Cocotier,12
Province des Îles,Maré,J091S,Productions végétales totales,Arbre fruitier,8
Province des Îles,Maré,J091S,Productions végétales totales,Légume & fruit plein champ,8
Province des Îles,Maré,J091S,Productions végétales totales,Banane poingo,8
Province des Îles,Maré,J091S,Productions végétales totales,Banane dessert,8
Province des Îles,Maré,J091S,Productions végétales totales,Tubercule,8
Province des Îles,Maré,J091S,Productions végétales totales,Cocotier,8
Province des Îles,Maré,J090S,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J090S,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J090S,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J090S,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J090S,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J089P,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J089P,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J089P,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J089P,Productions végétales totales,Banane poingo,6
Province des Îles,Maré,J089P,Productions végétales totales,Banane dessert,6
Province des Îles,Maré,J089P,Productions végétales totales,Cultures spéciales,6
Province des Îles,Maré,J083P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J083P,Productions végétales totales,Banane poingo,9
Province des Îles,Maré,J083P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J083P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J083P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J081P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J081P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J081P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J081P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J081P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J079P,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J079P,Productions végétales totales,Banane poingo,6
Province des Îles,Maré,J079P,Productions végétales totales,Banane dessert,6
Province des Îles,Maré,J079P,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J079P,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J079P,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J077P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J077P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J077P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J077P,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J077P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J077P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J076P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J076P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J076P,Productions végétales totales,Cultures spéciales,9
Province des Îles,Maré,J076P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J076P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J076P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J075P,Productions végétales totales,Banane poingo,8
Province des Îles,Maré,J075P,Productions végétales totales,Légume & fruit plein champ,8
Province des Îles,Maré,J075P,Productions végétales totales,Arbre fruitier,8
Province des Îles,Maré,J075P,Productions végétales totales,Tubercule,8
Province des Îles,Maré,J075P,Productions végétales totales,Cultures spéciales,8
Province des Îles,Maré,J075P,Productions végétales totales,Cocotier,8
Province des Îles,Maré,J075P,Productions végétales totales,Banane dessert,8
Province des Îles,Maré,J074S,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J074S,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J074S,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J071P,Productions végétales totales,Légume & fruit plein champ,9
Province des Îles,Maré,J071P,Productions végétales totales,Tubercule,9
Province des Îles,Maré,J071P,Productions végétales totales,Arbre fruitier,9
Province des Îles,Maré,J071P,Productions végétales totales,Cocotier,9
Province des Îles,Maré,J071P,Productions végétales totales,Banane poingo,9
Province des Îles,Maré,J071P,Productions végétales totales,Banane dessert,9
Province des Îles,Maré,J065P,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J065P,Productions végétales totales,Banane dessert,6
Province des Îles,Maré,J065P,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J065P,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J065P,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J064S,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J064S,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J064S,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J064S,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J064S,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J062S,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J062S,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J062S,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J062S,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J062S,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J061S,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J061S,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J061S,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J061S,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J061S,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J061P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J061P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J061P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J061P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J061P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J059P,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J059P,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J059P,Productions végétales totales,Banane poingo,6
Province des Îles,Maré,J059P,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J059P,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J057P,Productions végétales totales,Légume & fruit plein champ,10
Province des Îles,Maré,J057P,Productions végétales totales,Cultures spéciales,10
Province des Îles,Maré,J057P,Productions végétales totales,Arbre fruitier,10
Province des Îles,Maré,J057P,Productions végétales totales,Tubercule,10
Province des Îles,Maré,J057P,Productions végétales totales,Banane dessert,10
Province des Îles,Maré,J057P,Productions végétales totales,Cocotier,10
Province des Îles,Maré,J056S,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J056S,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J056S,Productions végétales totales,Banane dessert,6
Province des Îles,Maré,J056S,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J056S,Productions végétales totales,Cultures spéciales,6
Province des Îles,Maré,J056S,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J052S,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J052S,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J052P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J052P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J052P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J052P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J051P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J051P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J051P,Productions végétales totales,Cultures spéciales,5
Province des Îles,Maré,J051P,Productions végétales totales,Arbre fruitier,5
Province des Îles,Maré,J051P,Productions végétales totales,Banane dessert,5
Province des Îles,Maré,J051P,Productions végétales totales,Cocotier,5
Province des Îles,Maré,J046P,Productions végétales totales,Arbre fruitier,6
Province des Îles,Maré,J046P,Productions végétales totales,Légume & fruit plein champ,6
Province des Îles,Maré,J046P,Productions végétales totales,Banane poingo,6
Province des Îles,Maré,J046P,Productions végétales totales,Tubercule,6
Province des Îles,Maré,J046P,Productions végétales totales,Cultures spéciales,6
Province des Îles,Maré,J046P,Productions végétales totales,Cocotier,6
Province des Îles,Maré,J045P,Productions végétales totales,Tubercule,5
Province des Îles,Maré,J045P,Productions végétales totales,Banane poingo,5
Province des Îles,Maré,J045P,Productions végétales totales,Légume & fruit plein champ,5
Province des Îles,Maré,J045P,Productions végétales totales,Arbre fruitier,5
