Province,N_region,FK_DA1_Menage,N_group_prod veget,N_productions vegetales,Coef_extrap_GD
Province Nord,Nord Est,C057H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C057H,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C057H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C057H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C057H,Cultures spéciales,Café robusta,8
Province Nord,Nord Est,C057H,Tubercule,Manioc,8
Province Nord,Nord Est,C057H,Légume & fruit plein champ,Citrouille,8
Province Nord,Nord Est,C057H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C057H,Légume & fruit plein champ,Ambrevade,8
Province Nord,Nord Est,C057H,Arbre fruitier,Papaye,8
Province Nord,Nord Est,C057H,Cocotier,Cocotier,8
Province Nord,Nord Est,C057H,Arbre fruitier,Jacques,8
Province Nord,Nord Est,C057H,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C057H,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C057H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C057H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C057H,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C057H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C056H,Légume & fruit plein champ,Ananas,8
Province Nord,Nord Est,C056H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C056H,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C056H,Tubercule,Patate douce,8
Province Nord,Nord Est,C056H,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C056H,Tubercule,Manioc,8
Province Nord,Nord Est,C056H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C056H,Légume & fruit plein champ,Brèdes,8
Province Nord,Nord Est,C056H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C056H,Arbre fruitier,Jacques,8
Province Nord,Nord Est,C056H,Arbre fruitier,Pomme citerne,8
Province Nord,Nord Est,C056H,Arbre fruitier,Goyave,8
Province Nord,Nord Est,C056H,Arbre fruitier,Pamplemousse,8
Province Nord,Nord Est,C056H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C056H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C056H,Cocotier,Cocotier,8
Province Nord,Nord Est,C056H,Arbre fruitier,Pomme kanak,8
Province Nord,Nord Est,C056H,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C056H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C056H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C055H,Légume & fruit plein champ,Citrouille,8
Province Nord,Nord Est,C055H,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C055H,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C055H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C055H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C055H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C055H,Arbre fruitier,Pomme citerne,8
Province Nord,Nord Est,C055H,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C055H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C055H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C055H,Légume & fruit plein champ,Poivron,8
Province Nord,Nord Est,C055H,Légume & fruit plein champ,Haricot vert,8
Province Nord,Nord Est,C055H,Légume & fruit plein champ,Tomate,8
Province Nord,Nord Est,C055H,Légume & fruit plein champ,Salade,8
Province Nord,Nord Est,C054H,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C054H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C054H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C054H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C054H,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C054H,Tubercule,Manioc,8
Province Nord,Nord Est,C054H,Arbre fruitier,Pomme kanak,8
Province Nord,Nord Est,C054H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C054H,Arbre fruitier,Pêche,8
Province Nord,Nord Est,C054H,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C054H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C054H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Céleri,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Oignon vert,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Haricot vert,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Chou de chine,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Persil,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Piment,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Poivron,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Tomate,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Salade,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Concombre,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Ananas,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Citrouille,8
Province Nord,Nord Est,C053P,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C053P,Tubercule,Igname de saison,8
Province Nord,Nord Est,C053P,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C053P,Cocotier,Cocotier,8
Province Nord,Nord Est,C053P,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C053P,Tubercule,Patate douce,8
Province Nord,Nord Est,C053P,Arbre fruitier,Pomme citerne,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Pomme liane,8
Province Nord,Nord Est,C053P,Tubercule,Manioc,8
Province Nord,Nord Est,C053P,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C053P,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C053P,Arbre fruitier,Orange,8
Province Nord,Nord Est,C053P,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C053P,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C053P,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C053H,Tubercule,Taro d'eau,10
Province Nord,Nord Est,C053H,Tubercule,Taro bourbon,10
Province Nord,Nord Est,C053H,Banane poingo,Banane poingo,10
Province Nord,Nord Est,C053H,Banane dessert,Banane dessert,10
Province Nord,Nord Est,C053H,Tubercule,Igname de saison,10
Province Nord,Nord Est,C053H,Tubercule,Manioc,10
Province Nord,Nord Est,C053H,Légume & fruit plein champ,Chou de chine,10
Province Nord,Nord Est,C053H,Légume & fruit plein champ,Fines herbes,10
Province Nord,Nord Est,C053H,Tubercule,Patate douce,10
Province Nord,Nord Est,C053H,Cultures spéciales,Canne à sucre,10
Province Nord,Nord Est,C053H,Légume & fruit plein champ,Ananas,10
Province Nord,Nord Est,C053H,Légume & fruit plein champ,Chouchoute,10
Province Nord,Nord Est,C053H,Légume & fruit plein champ,Pomme liane,10
Province Nord,Nord Est,C053H,Arbre fruitier,Litchi,10
Province Nord,Nord Est,C053H,Arbre fruitier,Pêche,10
Province Nord,Nord Est,C053H,Arbre fruitier,Citron et lime,10
Province Nord,Nord Est,C053H,Arbre fruitier,Pamplemousse,10
Province Nord,Nord Est,C053H,Cocotier,Cocotier,10
Province Nord,Nord Est,C053H,Arbre fruitier,Mangue,10
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Chouchoute,7
Province Nord,Nord Est,C052H,Cultures spéciales,Canne à sucre,7
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Haricot vert,7
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Ambrevade,7
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Chou kanak,7
Province Nord,Nord Est,C052H,Tubercule,Taro de montagne,7
Province Nord,Nord Est,C052H,Tubercule,Igname de saison,7
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Pomme liane,7
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Piment,7
Province Nord,Nord Est,C052H,Banane dessert,Banane dessert,7
Province Nord,Nord Est,C052H,Banane poingo,Banane poingo,7
Province Nord,Nord Est,C052H,Tubercule,Manioc,7
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Poivron,7
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Fines herbes,7
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Carotte,7
Province Nord,Nord Est,C052H,Légume & fruit plein champ,Salade,7
Province Nord,Nord Est,C052H,Arbre fruitier,Pomme kanak,7
Province Nord,Nord Est,C052H,Arbre fruitier,Litchi,7
Province Nord,Nord Est,C052H,Arbre fruitier,Pomme citerne,7
Province Nord,Nord Est,C052H,Arbre fruitier,Mangue,7
Province Nord,Nord Est,C051P,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C051P,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C051P,Légume & fruit plein champ,Piment,8
Province Nord,Nord Est,C051P,Légume & fruit plein champ,Ananas,8
Province Nord,Nord Est,C051P,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C051P,Cocotier,Cocotier,8
Province Nord,Nord Est,C051P,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C051P,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C051P,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C051P,Arbre fruitier,Pomme kanak,8
Province Nord,Nord Est,C051P,Arbre fruitier,Orange,8
Province Nord,Nord Est,C051P,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C051P,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C051P,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C051P,Arbre fruitier,Papaye,8
Province Nord,Nord Est,C051P,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C051P,Tubercule,Manioc,8
Province Nord,Nord Est,C051H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C051H,Tubercule,Manioc,8
Province Nord,Nord Est,C051H,Légume & fruit plein champ,Pomme de terre,8
Province Nord,Nord Est,C051H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C051H,Légume & fruit plein champ,Ananas,8
Province Nord,Nord Est,C051H,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C051H,Arbre fruitier,Pamplemousse,8
Province Nord,Nord Est,C051H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C051H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C051H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C050H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C050H,Tubercule,Manioc,8
Province Nord,Nord Est,C050H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C050H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C050H,Cocotier,Cocotier,8
Province Nord,Nord Est,C050H,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C050H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C050H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C050H,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C050H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C050H,Arbre fruitier,Jacques,8
Province Nord,Nord Est,C049H,Tubercule,Taro d'eau,9
Province Nord,Nord Est,C049H,Arbre fruitier,Papaye,9
Province Nord,Nord Est,C049H,Arbre fruitier,Citron et lime,9
Province Nord,Nord Est,C049H,Arbre fruitier,Cœur de bœuf,9
Province Nord,Nord Est,C049H,Arbre fruitier,Corossol,9
Province Nord,Nord Est,C049H,Légume & fruit plein champ,Pomme liane,9
Province Nord,Nord Est,C049H,Tubercule,Manioc,9
Province Nord,Nord Est,C049H,Tubercule,Igname de saison,9
Province Nord,Nord Est,C049H,Banane dessert,Banane dessert,9
Province Nord,Nord Est,C049H,Arbre fruitier,Mangue,9
Province Nord,Nord Est,C049H,Cocotier,Cocotier,9
Province Nord,Nord Est,C048P,Légume & fruit plein champ,Chou kanak,8
Province Nord,Nord Est,C048P,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C048P,Tubercule,Manioc,8
Province Nord,Nord Est,C048P,Tubercule,Taro bourbon,8
Province Nord,Nord Est,C048P,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C048P,Tubercule,Igname de saison,8
Province Nord,Nord Est,C048P,Cocotier,Cocotier,8
Province Nord,Nord Est,C048P,Légume & fruit plein champ,Ananas,8
Province Nord,Nord Est,C048P,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C048P,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C048P,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C048H,Légume & fruit plein champ,Pomme liane,7
Province Nord,Nord Est,C048H,Légume & fruit plein champ,Citrouille,7
Province Nord,Nord Est,C048H,Arbre fruitier,Mangue,7
Province Nord,Nord Est,C048H,Arbre fruitier,Papaye,7
Province Nord,Nord Est,C048H,Arbre fruitier,Cœur de bœuf,7
Province Nord,Nord Est,C048H,Arbre fruitier,Pomme cannelle,7
Province Nord,Nord Est,C048H,Tubercule,Manioc,7
Province Nord,Nord Est,C048H,Tubercule,Taro d'eau,7
Province Nord,Nord Est,C048H,Tubercule,Patate douce,7
Province Nord,Nord Est,C048H,Légume & fruit plein champ,Chouchoute,7
Province Nord,Nord Est,C048H,Tubercule,Igname de saison,7
Province Nord,Nord Est,C048H,Tubercule,Taro de montagne,7
Province Nord,Nord Est,C048H,Cultures spéciales,Autre culture spéciale (à préciser),7
Province Nord,Nord Est,C048H,Arbre fruitier,Pamplemousse,7
Province Nord,Nord Est,C048H,Banane dessert,Banane dessert,7
Province Nord,Nord Est,C048H,Arbre fruitier,Autres fruits (à préciser),7
Province Nord,Nord Est,C048H,Arbre fruitier,Citron et lime,7
Province Nord,Nord Est,C048H,Arbre fruitier,Corossol,7
Province Nord,Nord Est,C048H,Arbre fruitier,Avocat,7
Province Nord,Nord Est,C048H,Arbre fruitier,Mandarine,7
Province Nord,Nord Est,C048H,Arbre fruitier,Pomme citerne,7
Province Nord,Nord Est,C048H,Arbre fruitier,Orange,7
Province Nord,Nord Est,C047P,Légume & fruit plein champ,Citrouille,8
Province Nord,Nord Est,C047P,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C047P,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C047P,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C047P,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C047P,Tubercule,Manioc,8
Province Nord,Nord Est,C047P,Tubercule,Igname de saison,8
Province Nord,Nord Est,C047P,Tubercule,Patate douce,8
Province Nord,Nord Est,C047P,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C047P,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C047P,Cocotier,Cocotier,8
Province Nord,Nord Est,C047P,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C047H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C047H,Cocotier,Cocotier,8
Province Nord,Nord Est,C047H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C047H,Arbre fruitier,Autres fruits (à préciser),8
Province Nord,Nord Est,C047H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C047H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C046H,Arbre fruitier,Papaye,8
Province Nord,Nord Est,C046H,Légume & fruit plein champ,Chouchoute,8
Province Nord,Nord Est,C046H,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C046H,Tubercule,Patate douce,8
Province Nord,Nord Est,C046H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C046H,Tubercule,Manioc,8
Province Nord,Nord Est,C046H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C046H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C046H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C046H,Cultures spéciales,Café robusta,8
Province Nord,Nord Est,C046H,Cocotier,Cocotier,8
Province Nord,Nord Est,C046H,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C046H,Arbre fruitier,Jacques,8
Province Nord,Nord Est,C046H,Arbre fruitier,Pêche,8
Province Nord,Nord Est,C046H,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C046H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C046H,Arbre fruitier,Pomme citerne,8
Province Nord,Nord Est,C046H,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C046H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C046H,Arbre fruitier,Pamplemousse,8
Province Nord,Nord Est,C045P,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C045P,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C045P,Légume & fruit plein champ,Brèdes,8
Province Nord,Nord Est,C045P,Légume & fruit plein champ,Chou de chine,8
Province Nord,Nord Est,C045P,Légume & fruit plein champ,Oignon vert,8
Province Nord,Nord Est,C045P,Tubercule,Manioc,8
Province Nord,Nord Est,C045P,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C045P,Tubercule,Igname de saison,8
Province Nord,Nord Est,C045P,Arbre fruitier,Pêche,8
Province Nord,Nord Est,C045P,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C045P,Arbre fruitier,Orange,8
Province Nord,Nord Est,C045P,Légume & fruit plein champ,Pomme liane,8
Province Nord,Nord Est,C045P,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C045P,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C045P,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C045P,Arbre fruitier,Autres fruits (à préciser),8
Province Nord,Nord Est,C045P,Arbre fruitier,kaki,8
Province Nord,Nord Est,C045P,Arbre fruitier,Goyave,8
Province Nord,Nord Est,C045P,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C045P,Cocotier,Cocotier,8
Province Nord,Nord Est,C045H,Cultures spéciales,Canne à sucre,7
Province Nord,Nord Est,C045H,Légume & fruit plein champ,Oignon vert,7
Province Nord,Nord Est,C045H,Légume & fruit plein champ,Chouchoute,7
Province Nord,Nord Est,C045H,Légume & fruit plein champ,Citrouille,7
Province Nord,Nord Est,C045H,Légume & fruit plein champ,Chou kanak,7
Province Nord,Nord Est,C045H,Tubercule,Patate douce,7
Province Nord,Nord Est,C045H,Tubercule,Manioc,7
Province Nord,Nord Est,C045H,Tubercule,Igname de saison,7
Province Nord,Nord Est,C045H,Tubercule,Taro d'eau,7
Province Nord,Nord Est,C045H,Banane poingo,Banane poingo,7
Province Nord,Nord Est,C045H,Banane dessert,Banane dessert,7
Province Nord,Nord Est,C045H,Arbre fruitier,Pomme kanak,7
Province Nord,Nord Est,C045H,Arbre fruitier,Orange,7
Province Nord,Nord Est,C045H,Arbre fruitier,Mandarine,7
Province Nord,Nord Est,C045H,Arbre fruitier,Citron et lime,7
Province Nord,Nord Est,C045H,Arbre fruitier,Pamplemousse,7
Province Nord,Nord Est,C045H,Arbre fruitier,Papaye,7
Province Nord,Nord Est,C045H,Arbre fruitier,Corossol,7
Province Nord,Nord Est,C045H,Arbre fruitier,Avocat,7
Province Nord,Nord Est,C045H,Arbre fruitier,Mangue,7
Province Nord,Nord Est,C045H,Arbre fruitier,Jacques,7
Province Nord,Nord Est,C045H,Arbre fruitier,Litchi,7
Province Nord,Nord Est,C044S,Légume & fruit plein champ,Tomate,8
Province Nord,Nord Est,C044S,Légume & fruit plein champ,Carotte,8
Province Nord,Nord Est,C044S,Légume & fruit plein champ,Chou vert,8
Province Nord,Nord Est,C044S,Légume & fruit plein champ,Salade,8
Province Nord,Nord Est,C044S,Cocotier,Cocotier,8
Province Nord,Nord Est,C044S,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C044S,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C044S,Tubercule,Manioc,8
Province Nord,Nord Est,C044S,Tubercule,Igname de saison,8
Province Nord,Nord Est,C044S,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C044S,Arbre fruitier,Pomme citerne,8
Province Nord,Nord Est,C044S,Arbre fruitier,Pamplemousse,8
Province Nord,Nord Est,C044S,Arbre fruitier,Orange,8
Province Nord,Nord Est,C044S,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C044S,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C044H,Banane poingo,Banane poingo,7
Province Nord,Nord Est,C044H,Tubercule,Manioc,7
Province Nord,Nord Est,C044H,Tubercule,Taro d'eau,7
Province Nord,Nord Est,C044H,Tubercule,Igname de saison,7
Province Nord,Nord Est,C044H,Tubercule,Taro de montagne,7
Province Nord,Nord Est,C044H,Légume & fruit plein champ,Piment,7
Province Nord,Nord Est,C044H,Légume & fruit plein champ,Citrouille,7
Province Nord,Nord Est,C044H,Légume & fruit plein champ,Chouchoute,7
Province Nord,Nord Est,C044H,Arbre fruitier,Avocat,7
Province Nord,Nord Est,C044H,Banane dessert,Banane dessert,7
Province Nord,Nord Est,C044H,Arbre fruitier,Papaye,7
Province Nord,Nord Est,C044H,Arbre fruitier,Litchi,7
Province Nord,Nord Est,C044H,Arbre fruitier,Jacques,7
Province Nord,Nord Est,C044H,Cocotier,Cocotier,7
Province Nord,Nord Est,C044H,Arbre fruitier,Mandarine,7
Province Nord,Nord Est,C044H,Légume & fruit plein champ,Pomme liane,7
Province Nord,Nord Est,C044H,Arbre fruitier,Pamplemousse,7
Province Nord,Nord Est,C044H,Arbre fruitier,Corossol,7
Province Nord,Nord Est,C044H,Légume & fruit plein champ,Ananas,7
Province Nord,Nord Est,C044H,Arbre fruitier,Citron et lime,7
Province Nord,Nord Est,C044H,Arbre fruitier,Orange,7
Province Nord,Nord Est,C044H,Arbre fruitier,Mangue,7
Province Nord,Nord Est,C043S,Tubercule,Igname de saison,8
Province Nord,Nord Est,C043S,Arbre fruitier,Avocat,8
Province Nord,Nord Est,C043S,Arbre fruitier,Pomme kanak,8
Province Nord,Nord Est,C043S,Légume & fruit plein champ,Ananas,8
Province Nord,Nord Est,C043S,Arbre fruitier,Pomme citerne,8
Province Nord,Nord Est,C043S,Légume & fruit plein champ,Pomme liane,8
Province Nord,Nord Est,C043S,Arbre fruitier,Pamplemousse,8
Province Nord,Nord Est,C043S,Arbre fruitier,Citron et lime,8
Province Nord,Nord Est,C043S,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C043S,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C043S,Arbre fruitier,Litchi,8
Province Nord,Nord Est,C043H,Tubercule,Taro de montagne,8
Province Nord,Nord Est,C043H,Tubercule,Manioc,8
Province Nord,Nord Est,C043H,Tubercule,Taro d'eau,8
Province Nord,Nord Est,C043H,Tubercule,Igname de saison,8
Province Nord,Nord Est,C043H,Arbre fruitier,Pamplemousse,8
Province Nord,Nord Est,C043H,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C043H,Arbre fruitier,Orange,8
Province Nord,Nord Est,C043H,Légume & fruit plein champ,Chou de chine,8
Province Nord,Nord Est,C043H,Légume & fruit plein champ,Ambrevade,8
Province Nord,Nord Est,C043H,Cocotier,Cocotier,8
Province Nord,Nord Est,C043H,Légume & fruit plein champ,Melon,8
Province Nord,Nord Est,C043H,Arbre fruitier,Pomme kanak,8
Province Nord,Nord Est,C043H,Arbre fruitier,Goyave,8
Province Nord,Nord Est,C043H,Arbre fruitier,Pêche,8
Province Nord,Nord Est,C043H,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C043H,Arbre fruitier,Jacques,8
Province Nord,Nord Est,C042H,Arbre fruitier,Mandarine,8
Province Nord,Nord Est,C042H,Tubercule,Manioc,8
Province Nord,Nord Est,C042H,Cultures spéciales,Canne à sucre,8
Province Nord,Nord Est,C042H,Légume & fruit plein champ,Pomme liane,8
Province Nord,Nord Est,C042H,Arbre fruitier,Corossol,8
Province Nord,Nord Est,C042H,Banane dessert,Banane dessert,8
Province Nord,Nord Est,C042H,Banane poingo,Banane poingo,8
Province Nord,Nord Est,C042H,Légume & fruit plein champ,Ambrevade,8
Province Nord,Nord Est,C042H,Cocotier,Cocotier,8
Province Nord,Nord Est,C042H,Arbre fruitier,Mangue,8
Province Nord,Nord Est,C042H,Arbre fruitier,Pomme kanak,8
Province Nord,Nord Est,C041H,Tubercule,Taro de montagne,11
Province Nord,Nord Est,C041H,Tubercule,Taro d'eau,11
Province Nord,Nord Est,C041H,Légume & fruit plein champ,Chou kanak,11
Province Nord,Nord Est,C041H,Tubercule,Igname de saison,11
Province Nord,Nord Est,C041H,Légume & fruit plein champ,Ananas,11
Province Nord,Nord Est,C041H,Banane dessert,Banane dessert,11
Province Nord,Nord Est,C041H,Banane poingo,Banane poingo,11
Province Nord,Nord Est,C041H,Cultures spéciales,Canne à sucre,11
Province Nord,Nord Est,C041H,Tubercule,Manioc,11
Province Nord,Nord Est,C041H,Arbre fruitier,Litchi,11
Province Nord,Nord Est,C041H,Arbre fruitier,jamelonier,11
Province Nord,Nord Est,C041H,Cocotier,Cocotier,11
Province Nord,Nord Est,C041H,Arbre fruitier,Citron et lime,11
Province Nord,Nord Est,C041H,Arbre fruitier,Mangue,11
Province Nord,Nord Est,C040H,Arbre fruitier,Mandarine,7
Province Nord,Nord Est,C040H,Arbre fruitier,Pomme kanak,7
Province Nord,Nord Est,C040H,Arbre fruitier,Mangue,7
Province Nord,Nord Est,C040H,Arbre fruitier,Litchi,7
Province Nord,Nord Est,C040H,Arbre fruitier,Orange,7
Province Nord,Nord Est,C040H,Tubercule,Taro de montagne,7
Province Nord,Nord Est,C040H,Tubercule,Igname de saison,7
Province Nord,Nord Est,C040H,Cocotier,Cocotier,7
Province Nord,Nord Est,C040H,Légume & fruit plein champ,Citrouille,7
Province Nord,Nord Est,C040H,Légume & fruit plein champ,Chouchoute,7
Province Nord,Nord Est,C040H,Légume & fruit plein champ,Oignon vert,7
Province Nord,Nord Est,C040H,Arbre fruitier,Papaye,7
Province Nord,Nord Est,C040H,Banane poingo,Banane poingo,7
Province Nord,Nord Est,C040H,Légume & fruit plein champ,Chou kanak,7
Province Nord,Nord Est,C040H,Cultures spéciales,Canne à sucre,7
Province Nord,Nord Est,C040H,Légume & fruit plein champ,Tomate,7
Province Nord,Nord Est,C040H,Légume & fruit plein champ,Chou de chine,7
Province Nord,Nord Est,C040H,Légume & fruit plein champ,Salade,7
Province Nord,Nord Est,C040H,Légume & fruit plein champ,Autres légumes (à préciser),7
Province Nord,Nord Est,C040H,Tubercule,Manioc,7
Province Nord,Nord Est,C040H,Banane dessert,Banane dessert,7
Province Nord,Nord Est,C039H,Arbre fruitier,Orange,9
Province Nord,Nord Est,C039H,Cocotier,Cocotier,9
Province Nord,Nord Est,C039H,Arbre fruitier,Fruit à pain,9
Province Nord,Nord Est,C039H,Légume & fruit plein champ,Tomate,9
Province Nord,Nord Est,C039H,Légume & fruit plein champ,Salade,9
Province Nord,Nord Est,C039H,Légume & fruit plein champ,Chou rouge,9
Province Nord,Nord Est,C039H,Banane dessert,Banane dessert,9
Province Nord,Nord Est,C039H,Tubercule,Manioc,9
Province Nord,Nord Est,C039H,Tubercule,Taro de montagne,9
Province Nord,Nord Est,C039H,Tubercule,Taro d'eau,9
Province Nord,Nord Est,C039H,Tubercule,Igname de saison,9
Province Nord,Nord Est,C039H,Arbre fruitier,Papaye,9
Province Nord,Nord Est,C039H,Légume & fruit plein champ,Ambrevade,9
Province Nord,Nord Est,C039H,Légume & fruit plein champ,Citrouille,9
Province Nord,Nord Est,C039H,Arbre fruitier,Litchi,9
Province Nord,Nord Est,C039H,Arbre fruitier,Mangue,9
Province Nord,Nord Est,C039H,Arbre fruitier,Jacques,9
Province Nord,Nord Est,C039H,Arbre fruitier,Pamplemousse,9
