geo_pict,time_period,imports_t,type,obs_value,Name,import_hab_kg
FJ,2000,38177,Légumes et tubercules,811200,Fiji,47.06237672583827
FJ,2001,36369,Légumes et tubercules,813300,Fiji,44.71781630394688
FJ,2002,42314,Légumes et tubercules,815400,Fiji,51.89354917831739
FJ,2003,39515,Légumes et tubercules,817600,Fiji,48.33047945205479
FJ,2004,43593,Légumes et tubercules,819700,Fiji,53.18165182383799
FJ,2005,43412,Légumes et tubercules,821800,Fiji,52.825504989048426
FJ,2006,44832,Légumes et tubercules,829400,Fiji,54.05353267422233
FJ,2007,44294,Légumes et tubercules,837100,Fiji,52.91363039063433
FJ,2008,42530,Légumes et tubercules,844700,Fiji,50.34923641529537
FJ,2009,39118,Légumes et tubercules,852400,Fiji,45.8916001877053
FJ,2010,40840,Légumes et tubercules,860000,Fiji,47.48837209302326
FJ,2011,40533,Légumes et tubercules,863300,Fiji,46.95123363836442
FJ,2012,46282,Légumes et tubercules,866600,Fiji,53.40641587814447
FJ,2013,50035,Légumes et tubercules,870000,Fiji,57.51149425287357
FJ,2014,48538,Légumes et tubercules,873300,Fiji,55.579983968853774
FJ,2015,46649,Légumes et tubercules,876600,Fiji,53.21583390371892
FJ,2016,49395,Légumes et tubercules,879900,Fiji,56.13706102966246
FJ,2017,44129,Légumes et tubercules,883270,Fiji,49.96094059574083
FJ,2018,49280,Légumes et tubercules,887394,Fiji,55.53339328415563
WF,1995,97,Légumes et tubercules,14140,Wallis et Futuna,6.8599717114568595
WF,1996,91,Légumes et tubercules,14210,Wallis et Futuna,6.403940886699507
WF,1997,78,Légumes et tubercules,14280,Wallis et Futuna,5.462184873949579
WF,1998,148,Légumes et tubercules,14360,Wallis et Futuna,10.30640668523677
WF,1999,129,Légumes et tubercules,14430,Wallis et Futuna,8.93970893970894
WF,2000,224,Légumes et tubercules,14500,Wallis et Futuna,15.448275862068966
WF,2001,251,Légumes et tubercules,14510,Wallis et Futuna,17.29841488628532
WF,2002,255,Légumes et tubercules,14530,Wallis et Futuna,17.549896765313147
WF,2003,246,Légumes et tubercules,14540,Wallis et Futuna,16.918844566712515
WF,2004,240,Légumes et tubercules,14560,Wallis et Futuna,16.483516483516485
WF,2005,174,Légumes et tubercules,14570,Wallis et Futuna,11.942347288949898
WF,2006,201,Légumes et tubercules,14340,Wallis et Futuna,14.01673640167364
WF,2007,187,Légumes et tubercules,14110,Wallis et Futuna,13.25301204819277
WF,2008,198,Légumes et tubercules,13890,Wallis et Futuna,14.254859611231103
WF,2009,220,Légumes et tubercules,13660,Wallis et Futuna,16.105417276720353
WF,2010,235,Légumes et tubercules,13430,Wallis et Futuna,17.49813849590469
WF,2011,234,Légumes et tubercules,13130,Wallis et Futuna,17.82178217821782
WF,2012,124,Légumes et tubercules,12840,Wallis et Futuna,9.657320872274145
WF,2013,73,Légumes et tubercules,12540,Wallis et Futuna,5.821371610845295
WF,2014,55,Légumes et tubercules,12250,Wallis et Futuna,4.489795918367347
WF,2015,40,Légumes et tubercules,11950,Wallis et Futuna,3.3472803347280333
WF,2016,126,Légumes et tubercules,11820,Wallis et Futuna,10.659898477157359
WF,2017,182,Légumes et tubercules,11690,Wallis et Futuna,15.568862275449103
WF,2018,191,Légumes et tubercules,11559,Wallis et Futuna,16.52392075439052
WS,1995,62,Fruits,170200,Samoa,0.36427732079905994
WS,1996,87,Fruits,171100,Samoa,0.5084745762711864
WS,1997,173,Fruits,172000,Samoa,1.005813953488372
WS,1998,115,Fruits,172800,Samoa,0.6655092592592592
WS,1999,127,Fruits,173700,Samoa,0.7311456534254461
WS,2000,92,Fruits,174600,Samoa,0.5269186712485682
WS,2001,116,Fruits,175700,Samoa,0.6602162777461582
WS,2002,200,Fruits,176700,Samoa,1.1318619128466327
WS,2003,399,Fruits,177800,Samoa,2.2440944881889764
WS,2004,1010,Fruits,178800,Samoa,5.648769574944072
WS,2005,602,Fruits,179900,Samoa,3.3463035019455254
WS,2006,316,Fruits,181200,Samoa,1.7439293598233996
WS,2007,515,Fruits,182400,Samoa,2.823464912280702
WS,2008,536,Fruits,183700,Samoa,2.9178007621121393
WS,2009,379,Fruits,184900,Samoa,2.0497566252028125
WS,2010,308,Fruits,186200,Samoa,1.6541353383458648
WS,2011,399,Fruits,187500,Samoa,2.128
WS,2012,415,Fruits,188900,Samoa,2.196929592376919
WS,2013,469,Fruits,190200,Samoa,2.4658254468980023
WS,2014,453,Fruits,191500,Samoa,2.365535248041775
WS,2015,575,Fruits,192800,Samoa,2.9823651452282154
WS,2016,641,Fruits,194183,Samoa,3.301009872130928
WS,2017,796,Fruits,195278,Samoa,4.076240027038376
WS,2018,912,Fruits,196379,Samoa,4.644081088100051
PW,1995,0,Fruits,17250,Palau,0
PW,1996,11,Fruits,17640,Palau,0.6235827664399093
PW,1997,33,Fruits,18020,Palau,1.8312985571587124
PW,1998,2,Fruits,18410,Palau,0.10863661053775123
PW,1999,25,Fruits,18790,Palau,1.3304949441192122
PW,2000,6,Fruits,19180,Palau,0.31282586027111575
PW,2001,14,Fruits,19330,Palau,0.7242628039317124
PW,2002,5,Fruits,19470,Palau,0.2568053415511043
PW,2003,10,Fruits,19620,Palau,0.5096839959225281
PW,2004,4,Fruits,19760,Palau,0.20242914979757085
PW,2005,16,Fruits,19910,Palau,0.8036162732295329
PW,2006,0,Fruits,20020,Palau,0
PW,2007,543,Fruits,20130,Palau,26.974664679582713
PW,2008,430,Fruits,20250,Palau,21.23456790123457
PW,2009,356,Fruits,20360,Palau,17.4852652259332
PW,2010,399,Fruits,20470,Palau,19.491939423546654
PW,2011,464,Fruits,19920,Palau,23.29317269076305
PW,2012,368,Fruits,19370,Palau,18.998451213216313
PW,2013,497,Fruits,18820,Palau,26.40807651434644
PW,2014,369,Fruits,18270,Palau,20.19704433497537
PW,2015,509,Fruits,17724,Palau,28.718122320018058
PW,2016,625,Fruits,17772,Palau,35.16767949583615
PW,2017,609,Fruits,17821,Palau,34.173166488973685
PW,2018,595,Fruits,17861,Palau,33.3128044342422
TO,1995,289,Légumes et tubercules,96080,Tonga,3.007910074937552
TO,1996,267,Légumes et tubercules,96480,Tonga,2.767412935323383
TO,1997,194,Légumes et tubercules,96880,Tonga,2.0024772914946327
TO,1998,162,Légumes et tubercules,97280,Tonga,1.665296052631579
TO,1999,361,Légumes et tubercules,97680,Tonga,3.6957411957411956
TO,2000,550,Légumes et tubercules,98080,Tonga,5.607667210440457
TO,2001,628,Légumes et tubercules,98660,Tonga,6.365294952361646
TO,2002,524,Légumes et tubercules,99250,Tonga,5.279596977329975
TO,2003,532,Légumes et tubercules,99830,Tonga,5.329059400981668
TO,2004,509,Légumes et tubercules,100420,Tonga,5.068711412069309
TO,2005,550,Légumes et tubercules,101000,Tonga,5.445544554455445
TO,2006,989,Légumes et tubercules,101600,Tonga,9.734251968503937
TO,2007,816,Légumes et tubercules,102200,Tonga,7.9843444227005875
TO,2008,908,Légumes et tubercules,102900,Tonga,8.824101068999028
TO,2009,965,Légumes et tubercules,103500,Tonga,9.323671497584542
TO,2010,786,Légumes et tubercules,104100,Tonga,7.550432276657061
TO,2011,776,Légumes et tubercules,103600,Tonga,7.4903474903474905
TO,2012,819,Légumes et tubercules,103100,Tonga,7.943743937924346
TO,2013,813,Légumes et tubercules,102700,Tonga,7.916260954235638
TO,2014,863,Légumes et tubercules,102200,Tonga,8.444227005870843
TO,2015,1095,Légumes et tubercules,101700,Tonga,10.766961651917404
TO,2016,1051,Légumes et tubercules,101224,Tonga,10.382913143128112
TO,2017,1202,Légumes et tubercules,100793,Tonga,11.925431329556616
TO,2018,1097,Légumes et tubercules,100404,Tonga,10.925859527508864
FJ,1995,1937,Fruits,775500,Fiji,2.497743391360413
FJ,1996,2156,Fruits,782600,Fiji,2.754919499105546
FJ,1997,2927,Fruits,789800,Fiji,3.706001519371993
FJ,1998,2414,Fruits,796900,Fiji,3.0292382984063244
FJ,1999,1924,Fruits,804100,Fiji,2.3927372217385896
FJ,2000,1799,Fruits,811200,Fiji,2.2177021696252464
FJ,2001,2200,Fruits,813300,Fiji,2.705028894626829
FJ,2002,2968,Fruits,815400,Fiji,3.6399313220505274
FJ,2003,3350,Fruits,817600,Fiji,4.097358121330724
FJ,2004,3445,Fruits,819700,Fiji,4.202757106258387
FJ,2005,5659,Fruits,821800,Fiji,6.886103674860063
FJ,2006,3631,Fruits,829400,Fiji,4.377863515794551
FJ,2007,4916,Fruits,837100,Fiji,5.872655596702903
FJ,2008,4210,Fruits,844700,Fiji,4.9840179945542795
FJ,2009,3389,Fruits,852400,Fiji,3.9758329422806193
FJ,2010,3325,Fruits,860000,Fiji,3.866279069767442
FJ,2011,3245,Fruits,863300,Fiji,3.758832387350863
FJ,2012,3836,Fruits,866600,Fiji,4.426494345718901
FJ,2013,4810,Fruits,870000,Fiji,5.528735632183908
FJ,2014,4928,Fruits,873300,Fiji,5.64296347188824
FJ,2015,4562,Fruits,876600,Fiji,5.204198037873603
FJ,2016,6529,Fruits,879900,Fiji,7.420161381975225
FJ,2017,5741,Fruits,883270,Fiji,6.499711300055475
FJ,2018,6702,Fruits,887394,Fiji,7.552451335032692
PG,1995,3533,Légumes et tubercules,4894000,Papouasie Nouvelle-Guinée,0.7219043727012668
PG,1996,4111,Légumes et tubercules,5030000,Papouasie Nouvelle-Guinée,0.8172962226640159
PG,1997,5540,Légumes et tubercules,5165000,Papouasie Nouvelle-Guinée,1.0726040658276863
PG,1998,5436,Légumes et tubercules,5301000,Papouasie Nouvelle-Guinée,1.0254668930390491
PG,1999,3772,Légumes et tubercules,5436000,Papouasie Nouvelle-Guinée,0.6938925680647535
PG,2000,2502,Légumes et tubercules,5572000,Papouasie Nouvelle-Guinée,0.44903086862885855
PG,2001,3323,Légumes et tubercules,5721000,Papouasie Nouvelle-Guinée,0.5808425100506904
PG,2002,3111,Légumes et tubercules,5869000,Papouasie Nouvelle-Guinée,0.530073266314534
PG,2003,2770,Légumes et tubercules,6018000,Papouasie Nouvelle-Guinée,0.46028580923894985
PG,2004,3107,Légumes et tubercules,6166000,Papouasie Nouvelle-Guinée,0.5038923126824522
PG,2005,3189,Légumes et tubercules,6315000,Papouasie Nouvelle-Guinée,0.5049881235154394
PG,2006,3291,Légumes et tubercules,6474000,Papouasie Nouvelle-Guinée,0.5083410565338276
PG,2007,3799,Légumes et tubercules,6632000,Papouasie Nouvelle-Guinée,0.5728287092882991
PG,2008,3668,Légumes et tubercules,6791000,Papouasie Nouvelle-Guinée,0.5401266381976145
PG,2009,3782,Légumes et tubercules,6949000,Papouasie Nouvelle-Guinée,0.544250971362786
PG,2010,4576,Légumes et tubercules,7108000,Papouasie Nouvelle-Guinée,0.6437816544738323
PG,2011,5627,Légumes et tubercules,7275326,Papouasie Nouvelle-Guinée,0.7734361319341566
PG,2012,8050,Légumes et tubercules,7454857,Papouasie Nouvelle-Guinée,1.0798329196656622
PG,2013,7660,Légumes et tubercules,7634976,Papouasie Nouvelle-Guinée,1.0032775479582385
PG,2014,6336,Légumes et tubercules,7816780,Papouasie Nouvelle-Guinée,0.810563940650754
PG,2015,4908,Légumes et tubercules,8000322,Papouasie Nouvelle-Guinée,0.6134753076188684
PG,2016,5324,Légumes et tubercules,8185370,Papouasie Nouvelle-Guinée,0.6504287527625507
PG,2017,6434,Légumes et tubercules,8371613,Papouasie Nouvelle-Guinée,0.7685496212020312
PG,2018,7453,Légumes et tubercules,8558701,Papouasie Nouvelle-Guinée,0.8708097175026911
GU,2002,105,Fruits,156500,Guam,0.6709265175718849
GU,2003,274,Fruits,157200,Guam,1.7430025445292623
GU,2004,149,Fruits,157800,Guam,0.944233206590621
GU,2005,138,Fruits,158400,Guam,0.8712121212121212
GU,2006,122,Fruits,158600,Guam,0.7692307692307693
GU,2007,151,Fruits,158900,Guam,0.9502831969792322
GU,2008,181,Fruits,159100,Guam,1.1376492771841609
GU,2009,120,Fruits,159400,Guam,0.752823086574655
GU,2010,174,Fruits,159614,Guam,1.0901299384765746
GU,2011,219,Fruits,161391,Guam,1.3569529899436772
GU,2012,156,Fruits,163126,Guam,0.9563159766070399
GU,2013,144,Fruits,164857,Guam,0.8734842924473938
CK,1995,83,Fruits,18960,Cook Islands,4.377637130801688
CK,1996,34,Fruits,18790,Cook Islands,1.8094731240021287
CK,1997,39,Fruits,18620,Cook Islands,2.0945220193340495
CK,1998,118,Fruits,18460,Cook Islands,6.3921993499458285
CK,1999,87,Fruits,18290,Cook Islands,4.756697648988518
CK,2000,27,Fruits,18120,Cook Islands,1.490066225165563
CK,2001,29,Fruits,18440,Cook Islands,1.5726681127982647
CK,2002,120,Fruits,18760,Cook Islands,6.3965884861407245
CK,2003,155,Fruits,19070,Cook Islands,8.127949659150499
CK,2004,128,Fruits,19390,Cook Islands,6.601340897369778
CK,2005,312,Fruits,19710,Cook Islands,15.829528158295282
CK,2006,185,Fruits,19480,Cook Islands,9.496919917864476
CK,2007,199,Fruits,19250,Cook Islands,10.337662337662339
CK,2008,182,Fruits,19010,Cook Islands,9.573908469226723
CK,2009,149,Fruits,18780,Cook Islands,7.933972310969116
CK,2010,114,Fruits,18550,Cook Islands,6.1455525606469
CK,2011,158,Fruits,17960,Cook Islands,8.797327394209354
CK,2012,137,Fruits,17370,Cook Islands,7.887161773172136
CK,2013,119,Fruits,16780,Cook Islands,7.091775923718712
CK,2014,150,Fruits,16190,Cook Islands,9.264978381717109
CK,2015,157,Fruits,15600,Cook Islands,10.064102564102564
CK,2016,181,Fruits,15011,Cook Islands,12.057824262207713
CK,2017,217,Fruits,15076,Cook Islands,14.393738392146457
CK,2018,195,Fruits,15153,Cook Islands,12.868738863591368
GU,2003,3,Légumes et tubercules,157200,Guam,0.019083969465648856
GU,2004,8,Légumes et tubercules,157800,Guam,0.050697084917617236
GU,2005,10,Légumes et tubercules,158400,Guam,0.06313131313131314
GU,2006,9,Légumes et tubercules,158600,Guam,0.05674653215636822
GU,2007,0,Légumes et tubercules,158900,Guam,0
GU,2008,6,Légumes et tubercules,159100,Guam,0.03771213073538655
GU,2009,3,Légumes et tubercules,159400,Guam,0.018820577164366376
GU,2010,6,Légumes et tubercules,159614,Guam,0.03759068753367499
GU,2011,3,Légumes et tubercules,161391,Guam,0.018588397122516125
GU,2012,6,Légumes et tubercules,163126,Guam,0.03678138371565538
GU,2013,7,Légumes et tubercules,164857,Guam,0.042461041993970536
KI,1995,52,Fruits,77700,Kiribati,0.6692406692406693
KI,1996,67,Fruits,79040,Kiribati,0.8476720647773279
KI,1997,78,Fruits,80380,Kiribati,0.9703906444389151
KI,1998,148,Fruits,81720,Kiribati,1.811062163485071
KI,1999,128,Fruits,83060,Kiribati,1.5410546592824463
KI,2000,86,Fruits,84400,Kiribati,1.018957345971564
KI,2001,91,Fruits,85980,Kiribati,1.058385671086299
KI,2002,72,Fruits,87560,Kiribati,0.8222932846048424
KI,2003,114,Fruits,89140,Kiribati,1.2788871438187122
KI,2004,107,Fruits,90720,Kiribati,1.1794532627865961
KI,2005,144,Fruits,92300,Kiribati,1.5601300108342362
KI,2006,195,Fruits,94380,Kiribati,2.066115702479339
KI,2007,139,Fruits,96460,Kiribati,1.441011818370309
KI,2008,121,Fruits,98540,Kiribati,1.227927745078141
KI,2009,90,Fruits,100620,Kiribati,0.8944543828264758
KI,2010,71,Fruits,102700,Kiribati,0.6913339824732231
KI,2011,93,Fruits,104000,Kiribati,0.8942307692307693
KI,2012,61,Fruits,105300,Kiribati,0.5792972459639126
KI,2013,65,Fruits,106600,Kiribati,0.6097560975609756
KI,2014,80,Fruits,107800,Kiribati,0.7421150278293135
KI,2015,101,Fruits,109119,Kiribati,0.925594992622733
KI,2016,63,Fruits,110981,Kiribati,0.5676647354051595
KI,2017,60,Fruits,112880,Kiribati,0.5315379163713678
KI,2018,111,Fruits,114807,Kiribati,0.9668400010452324
NU,1995,41,Légumes et tubercules,2170,Niue,18.89400921658986
NU,1996,18,Légumes et tubercules,2116,Niue,8.506616257088847
NU,1997,23,Légumes et tubercules,2062,Niue,11.154219204655675
NU,1998,35,Légumes et tubercules,2008,Niue,17.43027888446215
NU,1999,34,Légumes et tubercules,1954,Niue,17.400204708290687
NU,2000,29,Légumes et tubercules,1900,Niue,15.26315789473684
NU,2001,43,Légumes et tubercules,1856,Niue,23.168103448275865
NU,2002,76,Légumes et tubercules,1812,Niue,41.94260485651214
NU,2003,23,Légumes et tubercules,1768,Niue,13.009049773755656
NU,2004,31,Légumes et tubercules,1724,Niue,17.981438515081205
NU,2005,49,Légumes et tubercules,1680,Niue,29.166666666666668
NU,2006,71,Légumes et tubercules,1670,Niue,42.51497005988024
NU,2007,82,Légumes et tubercules,1660,Niue,49.39759036144578
NU,2008,71,Légumes et tubercules,1650,Niue,43.03030303030303
NU,2009,31,Légumes et tubercules,1640,Niue,18.902439024390244
NU,2010,26,Légumes et tubercules,1630,Niue,15.950920245398775
NU,2011,31,Légumes et tubercules,1632,Niue,18.995098039215684
NU,2012,24,Légumes et tubercules,1634,Niue,14.687882496940025
NU,2013,23,Légumes et tubercules,1636,Niue,14.058679706601467
NU,2014,31,Légumes et tubercules,1638,Niue,18.925518925518926
NU,2015,19,Légumes et tubercules,1640,Niue,11.585365853658537
NU,2016,19,Légumes et tubercules,1639,Niue,11.592434411226357
NU,2017,25,Légumes et tubercules,1624,Niue,15.394088669950738
NU,2018,22,Légumes et tubercules,1606,Niue,13.698630136986301
NU,1995,14,Fruits,2170,Niue,6.451612903225806
NU,1996,30,Fruits,2116,Niue,14.177693761814744
NU,1997,21,Fruits,2062,Niue,10.184287099903006
NU,1998,24,Fruits,2008,Niue,11.952191235059761
NU,1999,27,Fruits,1954,Niue,13.817809621289662
NU,2000,18,Fruits,1900,Niue,9.473684210526317
NU,2001,30,Fruits,1856,Niue,16.163793103448278
NU,2002,11,Fruits,1812,Niue,6.070640176600441
NU,2004,54,Fruits,1724,Niue,31.322505800464036
NU,2005,6,Fruits,1680,Niue,3.571428571428571
NU,2006,40,Fruits,1670,Niue,23.952095808383234
NU,2007,14,Fruits,1660,Niue,8.433734939759036
NU,2008,74,Fruits,1650,Niue,44.848484848484844
NU,2009,34,Fruits,1640,Niue,20.731707317073173
NU,2010,12,Fruits,1630,Niue,7.361963190184049
NU,2011,17,Fruits,1632,Niue,10.416666666666666
NU,2012,7,Fruits,1634,Niue,4.283965728274174
NU,2013,14,Fruits,1636,Niue,8.557457212713937
NU,2014,18,Fruits,1638,Niue,10.989010989010989
NU,2015,12,Fruits,1640,Niue,7.317073170731708
NU,2016,22,Fruits,1639,Niue,13.422818791946309
NU,2017,25,Fruits,1624,Niue,15.394088669950738
NU,2018,21,Fruits,1606,Niue,13.075965130759652
FM,1995,33,Légumes et tubercules,107600,Micronésie,0.3066914498141264
FM,1996,21,Légumes et tubercules,107600,Micronésie,0.19516728624535315
FM,1998,0,Légumes et tubercules,107500,Micronésie,0
FM,1999,87,Légumes et tubercules,107400,Micronésie,0.8100558659217877
FM,2000,121,Légumes et tubercules,107400,Micronésie,1.1266294227188083
FM,2001,169,Légumes et tubercules,107200,Micronésie,1.5764925373134329
FM,2002,75,Légumes et tubercules,106900,Micronésie,0.7015902712815715
FM,2003,1287,Légumes et tubercules,106700,Micronésie,12.061855670103093
FM,2004,1432,Légumes et tubercules,106400,Micronésie,13.458646616541355
FM,2005,1199,Légumes et tubercules,106200,Micronésie,11.290018832391713
FM,2006,1317,Légumes et tubercules,105500,Micronésie,12.483412322274882
FM,2007,775,Légumes et tubercules,104800,Micronésie,7.395038167938932
FM,2008,693,Légumes et tubercules,104100,Micronésie,6.6570605187319885
FM,2009,941,Légumes et tubercules,103500,Micronésie,9.091787439613526
FM,2010,910,Légumes et tubercules,102765,Micronésie,8.855154965211891
FM,2011,1204,Légumes et tubercules,103027,Micronésie,11.686257000592077
FM,2012,814,Légumes et tubercules,103287,Micronésie,7.880953072506705
FM,2013,1130,Légumes et tubercules,103550,Micronésie,10.912602607436021
FM,2014,2,Légumes et tubercules,103825,Micronésie,0.01926318324103058
FM,2015,68,Légumes et tubercules,104104,Micronésie,0.6531929608852687
FM,2016,3,Légumes et tubercules,104380,Micronésie,0.028741138149070703
FM,2017,67,Légumes et tubercules,104665,Micronésie,0.6401375818086276
FM,2018,20,Légumes et tubercules,104945,Micronésie,0.19057601600838533
WF,1995,54,Fruits,14140,Wallis et Futuna,3.818953323903819
WF,1996,36,Fruits,14210,Wallis et Futuna,2.5334271639690358
WF,1997,49,Fruits,14280,Wallis et Futuna,3.4313725490196076
WF,1998,65,Fruits,14360,Wallis et Futuna,4.5264623955431755
WF,1999,85,Fruits,14430,Wallis et Futuna,5.8905058905058905
WF,2000,102,Fruits,14500,Wallis et Futuna,7.0344827586206895
WF,2001,102,Fruits,14510,Wallis et Futuna,7.0296347346657475
WF,2002,138,Fruits,14530,Wallis et Futuna,9.497591190640055
WF,2003,129,Fruits,14540,Wallis et Futuna,8.872077028885831
WF,2004,115,Fruits,14560,Wallis et Futuna,7.898351648351648
WF,2005,93,Fruits,14570,Wallis et Futuna,6.382978723404255
WF,2006,130,Fruits,14340,Wallis et Futuna,9.06555090655509
WF,2007,121,Fruits,14110,Wallis et Futuna,8.575478384124734
WF,2008,129,Fruits,13890,Wallis et Futuna,9.287257019438444
WF,2009,135,Fruits,13660,Wallis et Futuna,9.882869692532942
WF,2010,136,Fruits,13430,Wallis et Futuna,10.126582278481013
WF,2011,106,Fruits,13130,Wallis et Futuna,8.073115003808072
WF,2012,82,Fruits,12840,Wallis et Futuna,6.386292834890965
WF,2013,39,Fruits,12540,Wallis et Futuna,3.110047846889952
WF,2014,26,Fruits,12250,Wallis et Futuna,2.122448979591837
WF,2015,17,Fruits,11950,Wallis et Futuna,1.4225941422594142
WF,2016,78,Fruits,11820,Wallis et Futuna,6.598984771573604
WF,2017,145,Fruits,11690,Wallis et Futuna,12.403763900769889
WF,2018,101,Fruits,11559,Wallis et Futuna,8.737780084782422
PN,2006,11,Légumes et tubercules,65,Pitcairn,169.23076923076923
TV,1995,16,Fruits,9230,Tuvalu,1.733477789815818
TV,1996,0,Fruits,9268,Tuvalu,0
TV,1997,17,Fruits,9306,Tuvalu,1.8267784225231034
TV,1998,30,Fruits,9344,Tuvalu,3.210616438356164
TV,1999,26,Fruits,9382,Tuvalu,2.771264122788318
TV,2000,33,Fruits,9420,Tuvalu,3.5031847133757963
TV,2001,49,Fruits,9542,Tuvalu,5.135191783693146
TV,2002,64,Fruits,9664,Tuvalu,6.622516556291391
TV,2003,56,Fruits,9786,Tuvalu,5.7224606580829755
TV,2004,64,Fruits,9908,Tuvalu,6.459426725878078
TV,2005,61,Fruits,10030,Tuvalu,6.0817547357926225
TV,2006,52,Fruits,10130,Tuvalu,5.133267522211254
TV,2007,53,Fruits,10230,Tuvalu,5.180840664711633
TV,2008,51,Fruits,10330,Tuvalu,4.937076476282671
TV,2009,37,Fruits,10430,Tuvalu,3.547459252157239
TV,2010,33,Fruits,10530,Tuvalu,3.1339031339031336
TV,2011,79,Fruits,10510,Tuvalu,7.516650808753568
TV,2012,53,Fruits,10480,Tuvalu,5.057251908396947
TV,2013,35,Fruits,10460,Tuvalu,3.3460803059273423
TV,2014,37,Fruits,10430,Tuvalu,3.547459252157239
TV,2015,40,Fruits,10410,Tuvalu,3.8424591738712777
TV,2016,36,Fruits,10390,Tuvalu,3.4648700673724737
TV,2017,60,Fruits,10359,Tuvalu,5.7920648711265565
TV,2018,80,Fruits,10422,Tuvalu,7.676069852235655
NC,1995,2969,Légumes et tubercules,190700,Nouvelle-Calédonie,15.568956476140535
NC,1996,3585,Légumes et tubercules,195100,Nouvelle-Calédonie,18.375192209123526
NC,1997,4483,Légumes et tubercules,199600,Nouvelle-Calédonie,22.45991983967936
NC,1998,3675,Légumes et tubercules,204000,Nouvelle-Calédonie,18.01470588235294
NC,1999,4610,Légumes et tubercules,208500,Nouvelle-Calédonie,22.11031175059952
NC,2000,3814,Légumes et tubercules,212900,Nouvelle-Calédonie,17.914513856270553
NC,2001,4326,Légumes et tubercules,216900,Nouvelle-Calédonie,19.944674965421854
NC,2002,3468,Légumes et tubercules,220800,Nouvelle-Calédonie,15.706521739130435
NC,2003,5034,Légumes et tubercules,224800,Nouvelle-Calédonie,22.393238434163703
NC,2004,5025,Légumes et tubercules,228700,Nouvelle-Calédonie,21.972015741145604
NC,2005,5087,Légumes et tubercules,232700,Nouvelle-Calédonie,21.860764933390634
NC,2006,4889,Légumes et tubercules,236400,Nouvelle-Calédonie,20.681049069373945
NC,2007,4049,Légumes et tubercules,240000,Nouvelle-Calédonie,16.870833333333334
NC,2008,7416,Légumes et tubercules,243700,Nouvelle-Calédonie,30.43085761181781
NC,2009,7330,Légumes et tubercules,247300,Nouvelle-Calédonie,29.640113222806306
NC,2010,6675,Légumes et tubercules,251000,Nouvelle-Calédonie,26.593625498007967
NC,2011,8505,Légumes et tubercules,255400,Nouvelle-Calédonie,33.30070477682067
NC,2012,7615,Légumes et tubercules,259900,Nouvelle-Calédonie,29.29973066564063
NC,2013,7335,Légumes et tubercules,264300,Nouvelle-Calédonie,27.75255391600454
NC,2014,7407,Légumes et tubercules,268764,Nouvelle-Calédonie,27.55949457516632
NC,2015,7473,Légumes et tubercules,269803,Nouvelle-Calédonie,27.697987049810415
NC,2016,7115,Légumes et tubercules,270523,Nouvelle-Calédonie,26.3009060227781
NC,2017,6752,Légumes et tubercules,271194,Nouvelle-Calédonie,24.897305987595598
NC,2018,7273,Légumes et tubercules,271772,Nouvelle-Calédonie,26.761402940700293
NC,1995,1775,Fruits,190700,Nouvelle-Calédonie,9.307813319349764
NC,1996,2922,Fruits,195100,Nouvelle-Calédonie,14.976934905176831
NC,1997,1941,Fruits,199600,Nouvelle-Calédonie,9.724448897795591
NC,1998,1612,Fruits,204000,Nouvelle-Calédonie,7.901960784313727
NC,1999,2872,Fruits,208500,Nouvelle-Calédonie,13.774580335731414
NC,2000,2313,Fruits,212900,Nouvelle-Calédonie,10.864255519023015
NC,2001,1608,Fruits,216900,Nouvelle-Calédonie,7.413554633471646
NC,2002,2175,Fruits,220800,Nouvelle-Calédonie,9.85054347826087
NC,2003,3513,Fruits,224800,Nouvelle-Calédonie,15.627224199288255
NC,2004,3478,Fruits,228700,Nouvelle-Calédonie,15.20769567118496
NC,2005,3682,Fruits,232700,Nouvelle-Calédonie,15.82294800171895
NC,2006,3446,Fruits,236400,Nouvelle-Calédonie,14.57698815566836
NC,2007,4163,Fruits,240000,Nouvelle-Calédonie,17.345833333333335
NC,2008,4853,Fruits,243700,Nouvelle-Calédonie,19.91382847763644
NC,2009,5579,Fruits,247300,Nouvelle-Calédonie,22.55964415689446
NC,2010,4304,Fruits,251000,Nouvelle-Calédonie,17.14741035856574
NC,2011,5404,Fruits,255400,Nouvelle-Calédonie,21.15896632732968
NC,2012,4856,Fruits,259900,Nouvelle-Calédonie,18.68410927279723
NC,2013,5111,Fruits,264300,Nouvelle-Calédonie,19.337873628452517
NC,2014,5171,Fruits,268764,Nouvelle-Calédonie,19.23992796654314
NC,2015,4919,Fruits,269803,Nouvelle-Calédonie,18.231820995318806
NC,2016,4997,Fruits,270523,Nouvelle-Calédonie,18.47162718142265
NC,2017,4604,Fruits,271194,Nouvelle-Calédonie,16.97677677234747
NC,2018,4993,Fruits,271772,Nouvelle-Calédonie,18.372017720736498
NR,1995,120,Légumes et tubercules,9970,Nauru,12.036108324974924
NR,1996,172,Légumes et tubercules,9984,Nauru,17.227564102564102
NR,1997,183,Légumes et tubercules,9998,Nauru,18.30366073214643
NR,1998,60,Légumes et tubercules,10012,Nauru,5.9928086296444265
NR,1999,28,Légumes et tubercules,10026,Nauru,2.7927388789148213
NR,2000,47,Légumes et tubercules,10040,Nauru,4.681274900398406
