Province,N_region,N_group_prod veget,N_productions vegetales,Animaux,Ceremonie,Conso,Dons_reguliers,Perdue,Semences,Total
Province des Îles,Ouvéa,Tubercule,Igname de saison,0,84,67,21,20,73,265
Province des Îles,Ouvéa,Tubercule,Manioc,2,28,53,9,2,0,94
Province des Îles,Ouvéa,Tubercule,Patate douce,0,8,19,8,3,0,38
Province des Îles,Ouvéa,Tubercule,Taro d'eau,2,43,45,16,1,0,107
Province des Îles,Ouvéa,Tubercule,Taro de montagne,0,0,1,0,0,0,1
Province des Îles,Lifou,Arbre fruitier,Autres fruits (à préciser),0,0,0,1,0,0,1
Province des Îles,Lifou,Arbre fruitier,Avocat,8,3,50,54,20,0,135
Province des Îles,Lifou,Arbre fruitier,Carambole,0,0,0,0,0,0,0
Province des Îles,Lifou,Arbre fruitier,Cerisier,0,0,0,0,0,0,0
Province des Îles,Lifou,Arbre fruitier,Citron et lime,2,3,18,17,10,0,50
Province des Îles,Lifou,Arbre fruitier,Corossol,1,0,10,5,3,0,19
Province des Îles,Lifou,Arbre fruitier,Cœur de bœuf,0,0,1,1,1,0,3
Province des Îles,Lifou,Arbre fruitier,Fruit à pain,0,0,2,1,2,0,5
Province des Îles,Lifou,Arbre fruitier,Goyave,2,0,2,0,1,0,5
Province des Îles,Lifou,Arbre fruitier,Jacques,0,0,4,0,1,0,5
Province des Îles,Lifou,Arbre fruitier,Jamelonier,0,0,0,1,2,0,3
Province des Îles,Lifou,Arbre fruitier,Litchi,0,0,3,3,0,0,6
Province des Îles,Lifou,Arbre fruitier,Mandarine,0,0,15,9,9,0,33
Province des Îles,Lifou,Arbre fruitier,Mangue,29,2,44,33,34,1,143
Province des Îles,Lifou,Arbre fruitier,Murier,0,0,0,0,0,0,0
Province des Îles,Lifou,Arbre fruitier,Orange,0,0,2,3,2,0,7
Province des Îles,Lifou,Arbre fruitier,Pamplemousse,0,0,29,24,15,0,68
Province des Îles,Lifou,Arbre fruitier,Papaye,108,8,90,21,58,0,285
Province des Îles,Lifou,Arbre fruitier,Pomme cannelle,0,0,7,1,4,0,12
Province des Îles,Lifou,Arbre fruitier,Pomme citerne,0,0,1,0,1,0,2
Province des Îles,Lifou,Arbre fruitier,Pomme kanak,0,0,2,1,2,0,5
Province des Îles,Lifou,Arbre fruitier,Pomme rose,0,0,0,0,0,0,0
Province des Îles,Lifou,Arbre fruitier,Pêche,0,0,2,1,0,0,3
Province des Îles,Lifou,Arbre fruitier,Tamarin,0,0,0,0,0,0,0
Province des Îles,Lifou,Banane dessert,Banane dessert,0,44,131,57,38,0,270
Province des Îles,Lifou,Banane poingo,Banane poingo,0,19,29,12,8,0,68
Province des Îles,Lifou,Cocotier,Cocotier,758,26,178,62,102,1,1127
Province des Îles,Lifou,Cultures spéciales,Autre culture spéciale (à préciser),0,0,0,0,0,0,0
Province des Îles,Lifou,Cultures spéciales,Café arabica,0,0,0,0,0,0,0
Province des Îles,Lifou,Cultures spéciales,Canne à sucre,0,4,29,10,2,0,45
Province des Îles,Lifou,Cultures spéciales,Citronnelle,0,0,0,0,0,0,0
Province des Îles,Lifou,Cultures spéciales,Vanille,0,0,1,0,0,0,1
Province des Îles,Lifou,Légume & fruit plein champ,Ambrevade,0,3,11,3,2,1,20
Province des Îles,Lifou,Légume & fruit plein champ,Ananas,0,0,5,4,1,0,10
Province des Îles,Lifou,Légume & fruit plein champ,Aubergine,0,0,1,0,1,0,2
Province des Îles,Lifou,Légume & fruit plein champ,Autre légume de plein champ (à préciser),0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Autres légumes (à préciser),0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Brèdes,0,1,5,1,0,0,7
Province des Îles,Lifou,Légume & fruit plein champ,Carotte,0,0,2,1,0,0,3
Province des Îles,Lifou,Légume & fruit plein champ,Chou de chine,0,2,9,4,2,0,17
Province des Îles,Lifou,Légume & fruit plein champ,Chou kanak,0,8,31,9,1,0,49
Province des Îles,Lifou,Légume & fruit plein champ,Chou rouge,0,0,2,0,0,0,2
Province des Îles,Lifou,Légume & fruit plein champ,Chou vert,0,12,38,42,10,0,102
Province des Îles,Lifou,Légume & fruit plein champ,Chouchoute,7,5,17,11,4,1,45
Province des Îles,Lifou,Légume & fruit plein champ,Choux de montagne (iles),0,2,4,2,0,0,8
Province des Îles,Lifou,Légume & fruit plein champ,Citrouille,7,8,26,21,2,0,64
Province des Îles,Lifou,Légume & fruit plein champ,Concombre,0,4,19,6,1,0,30
Province des Îles,Lifou,Légume & fruit plein champ,Courgette,0,0,2,0,0,0,2
Province des Îles,Lifou,Légume & fruit plein champ,Céleri,0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Echalote,0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Fines herbes,0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Fraise,0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Framboisier,0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Haricot toutes sortes,0,1,5,2,1,0,9
Province des Îles,Lifou,Légume & fruit plein champ,Haricot vert,0,1,12,5,1,0,19
Province des Îles,Lifou,Légume & fruit plein champ,Maïs doux,2,5,14,4,2,2,29
Province des Îles,Lifou,Légume & fruit plein champ,Melon,0,0,0,1,0,0,1
Province des Îles,Lifou,Légume & fruit plein champ,Navet,0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Oignon sec,0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Oignon vert,0,2,5,3,3,0,13
Province des Îles,Lifou,Légume & fruit plein champ,Pastèque,2,3,27,18,14,0,64
Province des Îles,Lifou,Légume & fruit plein champ,Persil,0,0,1,0,0,0,1
Province des Îles,Lifou,Légume & fruit plein champ,Piment,0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Poireau,0,0,1,0,0,0,1
Province des Îles,Lifou,Légume & fruit plein champ,Poivron,0,0,1,0,0,0,1
Province des Îles,Lifou,Légume & fruit plein champ,Pomme de terre,0,7,17,6,1,0,31
Province des Îles,Lifou,Légume & fruit plein champ,Pomme liane,0,1,6,3,1,0,11
Province des Îles,Lifou,Légume & fruit plein champ,Radis,0,0,0,0,0,0,0
Province des Îles,Lifou,Légume & fruit plein champ,Salade,0,7,13,8,2,0,30
Province des Îles,Lifou,Légume & fruit plein champ,Tomate,0,15,23,11,8,0,57
Province des Îles,Lifou,Légume & fruit plein champ,Tomate cerise,0,0,1,0,0,0,1
Province des Îles,Lifou,Pépinière et ornement,Pépinière sous serre ou abri,0,0,0,0,0,0,0
Province des Îles,Lifou,Tubercule,Autre tubercule tropical (à préciser),0,0,0,0,0,0,0
Province des Îles,Lifou,Tubercule,Igname de saison,9,306,238,73,41,285,952
Province des Îles,Lifou,Tubercule,Manioc,11,30,71,32,10,0,154
Province des Îles,Lifou,Tubercule,Patate douce,2,56,84,30,20,3,195
Province des Îles,Lifou,Tubercule,Taro bourbon,0,0,0,0,0,0,0
Province des Îles,Lifou,Tubercule,Taro d'eau,0,3,6,2,0,2,13
Province des Îles,Lifou,Tubercule,Taro de montagne,0,4,12,5,1,3,25
Province des Îles,Maré,Arbre fruitier,Autres fruits (à préciser),0,0,0,0,0,0,0
Province des Îles,Maré,Arbre fruitier,Avocat,11,0,42,26,25,0,104
Province des Îles,Maré,Arbre fruitier,Carambole,0,0,0,0,0,0,0
Province des Îles,Maré,Arbre fruitier,Cerisier,0,0,0,0,0,0,0
Province des Îles,Maré,Arbre fruitier,Citron et lime,0,1,13,7,8,0,29
Province des Îles,Maré,Arbre fruitier,Corossol,0,0,2,1,1,0,4
Province des Îles,Maré,Arbre fruitier,Cœur de bœuf,0,0,1,0,0,0,1
Province des Îles,Maré,Arbre fruitier,Fruit à pain,0,0,1,1,1,0,3
Province des Îles,Maré,Arbre fruitier,Goyave,12,0,1,0,0,0,13
Province des Îles,Maré,Arbre fruitier,Jacques,0,0,3,1,1,0,5
Province des Îles,Maré,Arbre fruitier,Jamelonier,0,0,2,0,0,0,2
Province des Îles,Maré,Arbre fruitier,Kaki,0,0,0,0,0,0,0
Province des Îles,Maré,Arbre fruitier,Litchi,0,0,4,1,1,0,6
Province des Îles,Maré,Arbre fruitier,Mandarine,0,0,13,12,10,0,35
Province des Îles,Maré,Arbre fruitier,Mangue,3,0,12,19,15,0,49
Province des Îles,Maré,Arbre fruitier,Murier,0,0,0,0,0,0,0
Province des Îles,Maré,Arbre fruitier,Orange,0,0,5,3,1,0,9
Province des Îles,Maré,Arbre fruitier,Pamplemousse,0,0,6,4,5,0,15
Province des Îles,Maré,Arbre fruitier,Papaye,114,3,76,42,32,0,267
Province des Îles,Maré,Arbre fruitier,Pomme cannelle,0,0,5,2,6,0,13
Province des Îles,Maré,Arbre fruitier,Pomme citerne,0,0,1,0,0,0,1
Province des Îles,Maré,Arbre fruitier,Pomme kanak,0,0,2,1,1,0,4
Province des Îles,Maré,Arbre fruitier,Pêche,0,0,2,0,1,0,3
Province des Îles,Maré,Arbre fruitier,Tamarin,0,0,0,0,0,0,0
Province des Îles,Maré,Banane dessert,Banane dessert,0,18,83,36,20,0,157
Province des Îles,Maré,Banane poingo,Banane poingo,0,9,23,8,1,0,41
Province des Îles,Maré,Cocotier,Cocotier,312,3,80,43,48,0,486
Province des Îles,Maré,Cultures spéciales,Café arabica,0,0,0,0,0,0,0
Province des Îles,Maré,Cultures spéciales,Canne à sucre,0,1,19,8,0,0,28
Province des Îles,Maré,Cultures spéciales,Citronnelle,0,0,0,0,0,0,0
Province des Îles,Maré,Cultures spéciales,Condiment et épices divers,0,0,0,0,0,0,0
Province des Îles,Maré,Cultures spéciales,Vanille,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Ambrevade,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Ananas,0,1,28,46,14,0,89
Province des Îles,Maré,Légume & fruit plein champ,Aubergine,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Autres légumes (à préciser),0,0,1,0,0,0,1
Province des Îles,Maré,Légume & fruit plein champ,Brèdes,0,0,2,0,0,0,2
Province des Îles,Maré,Légume & fruit plein champ,Carotte,0,1,3,1,0,0,5
Province des Îles,Maré,Légume & fruit plein champ,Chou de chine,0,1,2,1,0,0,4
Province des Îles,Maré,Légume & fruit plein champ,Chou kanak,0,3,15,4,0,0,22
Province des Îles,Maré,Légume & fruit plein champ,Chou rouge,0,0,1,0,0,0,1
Province des Îles,Maré,Légume & fruit plein champ,Chou vert,0,8,16,4,4,0,32
Province des Îles,Maré,Légume & fruit plein champ,Chouchoute,3,5,21,5,3,1,38
Province des Îles,Maré,Légume & fruit plein champ,Choux de montagne (iles),0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Citrouille,1,6,13,4,1,0,25
Province des Îles,Maré,Légume & fruit plein champ,Concombre,0,5,7,1,0,0,13
Province des Îles,Maré,Légume & fruit plein champ,Courgette,0,0,1,0,0,0,1
Province des Îles,Maré,Légume & fruit plein champ,Céleri,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Echalote,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Fines herbes,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Haricot toutes sortes,0,1,3,1,0,0,5
Province des Îles,Maré,Légume & fruit plein champ,Haricot vert,0,1,5,3,0,0,9
Province des Îles,Maré,Légume & fruit plein champ,Maïs doux,0,1,6,2,2,0,11
Province des Îles,Maré,Légume & fruit plein champ,Melon,0,0,1,0,0,0,1
Province des Îles,Maré,Légume & fruit plein champ,Navet,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Oignon vert,0,0,2,0,0,0,2
Province des Îles,Maré,Légume & fruit plein champ,Pastèque,0,0,11,4,0,0,15
Province des Îles,Maré,Légume & fruit plein champ,Persil,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Piment,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Poireau,0,0,2,0,0,0,2
Province des Îles,Maré,Légume & fruit plein champ,Poivron,0,0,1,0,0,0,1
Province des Îles,Maré,Légume & fruit plein champ,Pomme de terre,0,0,4,0,0,0,4
Province des Îles,Maré,Légume & fruit plein champ,Pomme liane,0,0,3,2,2,0,7
Province des Îles,Maré,Légume & fruit plein champ,Radis,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Salade,1,3,9,2,1,0,16
Province des Îles,Maré,Légume & fruit plein champ,Squash,0,0,0,0,0,0,0
Province des Îles,Maré,Légume & fruit plein champ,Tomate,4,3,16,5,4,0,32
Province des Îles,Maré,Légume & fruit plein champ,Tomate cerise,0,0,3,0,0,0,3
Province des Îles,Maré,Tubercule,Igname de saison,6,317,251,51,48,418,1091
Province des Îles,Maré,Tubercule,Manioc,64,10,70,16,22,2,184
Province des Îles,Maré,Tubercule,Patate douce,3,24,64,23,10,1,125
Province des Îles,Maré,Tubercule,Taro bourbon,0,0,0,0,0,0,0
Province des Îles,Maré,Tubercule,Taro d'eau,0,6,24,7,1,1,39
Province des Îles,Maré,Tubercule,Taro de montagne,0,12,61,41,5,3,122
Province Nord,Nord Ouest,Productions végétales totales,Arbre fruitier,3,5,126,80,108,1,323
Province Nord,Nord Ouest,Productions végétales totales,Banane dessert,4,100,131,59,61,0,355
Province Nord,Nord Ouest,Productions végétales totales,Banane poingo,0,57,48,17,10,1,133
Province Nord,Nord Ouest,Productions végétales totales,Cocotier,7,10,32,9,18,2,78
Province Nord,Nord Ouest,Productions végétales totales,Cultures spéciales,0,9,28,9,12,0,58
Province Nord,Nord Ouest,Productions végétales totales,Légume & fruit plein champ,0,10,69,38,12,0,129
Province Nord,Nord Ouest,Productions végétales totales,Pépinière et ornement,0,0,0,0,0,0,0
Province Nord,Nord Ouest,Productions végétales totales,Tubercule,2,158,204,76,33,85,558
Province Nord,Grand Nord,Productions végétales totales,Arbre fruitier,43,11,244,158,192,0,648
Province Nord,Grand Nord,Productions végétales totales,Autre,0,0,0,0,0,0,0
Province Nord,Grand Nord,Productions végétales totales,Banane dessert,12,190,436,208,258,0,1104
Province Nord,Grand Nord,Productions végétales totales,Banane poingo,10,100,126,80,46,0,362
Province Nord,Grand Nord,Productions végétales totales,Cocotier,123,85,108,58,296,2,672
Province Nord,Grand Nord,Productions végétales totales,Cultures spéciales,2,17,36,22,9,1,87
Province Nord,Grand Nord,Productions végétales totales,Légume & fruit plein champ,7,30,144,79,53,3,316
Province Nord,Grand Nord,Productions végétales totales,Tubercule,4,314,504,222,125,208,1377
Province Nord,Nord Est,Productions végétales totales,Arbre fruitier,32,7,282,133,160,0,614
Province Nord,Nord Est,Productions végétales totales,Banane dessert,4,250,381,184,121,0,940
Province Nord,Nord Est,Productions végétales totales,Banane poingo,2,68,85,35,20,0,210
Province Nord,Nord Est,Productions végétales totales,Cocotier,296,29,206,111,114,1,757
Province Nord,Nord Est,Productions végétales totales,Cultures spéciales,1,17,74,34,11,0,137
