annee,date_arrondie,variete,categorie,prix_moyen
2020,2020-01-01,Orange,Prix moyen du produit local en magasin,433.22972972972974
2020,2020-01-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,543
2020,2020-01-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,467.45
2020,2020-01-01,Papaye,Prix moyen du produit importé en magasin,450
2020,2020-01-01,Papaye,Prix moyen du produit local en magasin,334.25
2020,2020-01-01,Pastèque,Prix moyen du produit importé en magasin,240.77777777777777
2020,2020-01-01,Pastèque,Prix moyen du produit local en magasin,213.75213675213675
2020,2020-01-01,Patate Douce,Prix moyen du produit local en magasin,698.225
2020,2020-01-01,Persil,Prix moyen du produit local en magasin,174.71428571428572
2020,2020-01-01,Poireau,Prix moyen du produit importé en magasin,691.6216216216217
2020,2020-01-01,Poireau,Prix moyen du produit local en magasin,700.9861111111111
2020,2020-01-01,Poivron,Prix moyen du produit importé en magasin,904.0054945054945
2020,2020-01-01,Poivron,Prix moyen du produit local en magasin,878.4027777777778
2020,2020-01-01,Radis,Prix moyen du produit importé en magasin,472.2413793103448
2020,2020-01-01,Radis,Prix moyen du produit local en magasin,464.390243902439
2020,2020-01-01,Salade,Prix moyen du produit importé en magasin,506.27272727272725
2020,2020-01-01,Salade,Prix moyen du produit local en magasin,586.9356725146199
2020,2020-01-01,Tomate,Prix moyen du produit importé en magasin,513.3888888888889
2020,2020-01-01,Tomate,Prix moyen du produit local en magasin,795.2164948453608
2020,2020-02-01,Ail,Prix moyen du produit importé en magasin,571.2
2020,2020-02-01,Ananas,Prix moyen du produit importé en magasin,680
2020,2020-02-01,Ananas,Prix moyen du produit local en magasin,751.3666666666667
2020,2020-02-01,Aubergine,Prix moyen du produit importé en magasin,420.1764705882353
2020,2020-02-01,Aubergine,Prix moyen du produit local en magasin,344.79347826086956
2020,2020-02-01,Avocat,Prix moyen du produit importé en magasin,811.9117647058823
2020,2020-02-01,Avocat,Prix moyen du produit local en magasin,940.969696969697
2020,2020-02-01,Banane,Prix moyen du produit importé en magasin,2326.875
2020,2020-02-01,Banane,Prix moyen du produit local en magasin,646.25
2020,2020-02-01,Brocoli,Prix moyen du produit importé en magasin,867.1842105263158
2020,2020-02-01,Brocoli,Prix moyen du produit local en magasin,868.9545454545455
2020,2020-02-01,Carotte,Prix moyen du produit importé en magasin,258.8817204301075
2020,2020-02-01,Carotte,Prix moyen du produit local en magasin,298.8901098901099
2020,2020-02-01,Chou De Chine,Prix moyen du produit importé en magasin,557.7083333333334
2020,2020-02-01,Chou De Chine,Prix moyen du produit local en magasin,506.0362694300518
2020,2020-02-01,Chou Rouge,Prix moyen du produit importé en magasin,395.05263157894734
2020,2020-02-01,Chou Rouge,Prix moyen du produit local en magasin,494.890243902439
2020,2020-02-01,Chou-Fleur,Prix moyen du produit importé en magasin,740.6666666666666
2020,2020-02-01,Chou-Fleur,Prix moyen du produit local en magasin,786.9615384615385
2020,2020-02-01,Chouchoute,Prix moyen du produit local en magasin,324.6296296296296
2020,2020-02-01,"Citron, Lime",Prix moyen du produit importé en magasin,1078.126582278481
2020,2020-02-01,"Citron, Lime",Prix moyen du produit local en magasin,543.3081395348837
2020,2020-02-01,Concombre,Prix moyen du produit importé en magasin,248.34782608695653
2020,2020-02-01,Concombre,Prix moyen du produit local en magasin,266.26589595375725
2020,2020-02-01,Courgette,Prix moyen du produit importé en magasin,505.1111111111111
2020,2020-02-01,Courgette,Prix moyen du produit local en magasin,541.2894736842105
2020,2020-02-01,Céleri,Prix moyen du produit importé en magasin,626.2352941176471
2020,2020-02-01,Céleri,Prix moyen du produit local en magasin,581.4615384615385
2020,2020-02-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,665.4666666666667
2020,2020-02-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,585.2
2020,2020-02-01,Mangue,Prix moyen du produit local en magasin,449
2020,2020-02-01,Maïs,Prix moyen du produit local en magasin,315
2020,2020-02-01,Melon,Prix moyen du produit importé en magasin,844.8333333333334
2020,2020-02-01,Melon,Prix moyen du produit local en magasin,598.3181818181819
2020,2020-02-01,Navet,Prix moyen du produit local en magasin,400.05882352941177
2020,2020-02-01,Nectarine,Prix moyen du produit importé en magasin,707.5360824742268
2020,2020-02-01,Oignons,Prix moyen du produit importé en magasin,250.59574468085106
2020,2020-02-01,Oignons,Prix moyen du produit local en magasin,430.1914893617021
2020,2020-02-01,Orange,Prix moyen du produit importé en magasin,602.2577319587629
2020,2020-02-01,Orange,Prix moyen du produit local en magasin,424.24242424242425
2020,2020-02-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,564.0909090909091
2020,2020-02-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,471.42857142857144
2020,2020-02-01,Papaye,Prix moyen du produit importé en magasin,450
2020,2020-02-01,Papaye,Prix moyen du produit local en magasin,309.6666666666667
2020,2020-02-01,Pastèque,Prix moyen du produit importé en magasin,218
2020,2020-02-01,Pastèque,Prix moyen du produit local en magasin,234.33333333333334
2020,2020-02-01,Patate Douce,Prix moyen du produit local en magasin,661.6913580246913
2020,2020-02-01,Persil,Prix moyen du produit local en magasin,169.36363636363637
2020,2020-02-01,Poireau,Prix moyen du produit importé en magasin,600.84
2020,2020-02-01,Poireau,Prix moyen du produit local en magasin,701.3220338983051
2020,2020-02-01,Poivron,Prix moyen du produit importé en magasin,950.7958333333333
2020,2020-02-01,Poivron,Prix moyen du produit local en magasin,932.0408163265306
2020,2020-02-01,Radis,Prix moyen du produit importé en magasin,463.5
2020,2020-02-01,Radis,Prix moyen du produit local en magasin,447.84
2020,2020-02-01,Salade,Prix moyen du produit importé en magasin,477
2020,2020-02-01,Salade,Prix moyen du produit local en magasin,660.4677419354839
2020,2020-02-01,Tomate,Prix moyen du produit importé en magasin,575.1458333333334
2020,2020-02-01,Tomate,Prix moyen du produit local en magasin,694.109756097561
2020,2020-03-01,Ail,Prix moyen du produit importé en magasin,576.4590163934427
2020,2020-03-01,Ananas,Prix moyen du produit importé en magasin,695.8333333333334
2020,2020-03-01,Ananas,Prix moyen du produit local en magasin,866.6760563380282
2020,2020-03-01,Aubergine,Prix moyen du produit importé en magasin,436.02564102564105
2020,2020-03-01,Aubergine,Prix moyen du produit local en magasin,419.8
2020,2020-03-01,Avocat,Prix moyen du produit importé en magasin,858.325
2020,2020-03-01,Avocat,Prix moyen du produit local en magasin,887.5137614678899
2020,2020-03-01,Banane,Prix moyen du produit importé en magasin,2300.5
2020,2020-03-01,Banane,Prix moyen du produit local en magasin,637.4803149606299
2020,2020-03-01,Brocoli,Prix moyen du produit importé en magasin,901.3052631578947
2020,2020-03-01,Brocoli,Prix moyen du produit local en magasin,976.7241379310345
2020,2020-03-01,Carotte,Prix moyen du produit importé en magasin,260.6074074074074
2020,2020-03-01,Carotte,Prix moyen du produit local en magasin,271.6923076923077
2020,2020-03-01,Chou De Chine,Prix moyen du produit importé en magasin,667.8484848484849
2020,2020-03-01,Chou De Chine,Prix moyen du produit local en magasin,650.5817307692307
2020,2020-03-01,Chou Rouge,Prix moyen du produit importé en magasin,373.5625
2020,2020-03-01,Chou Rouge,Prix moyen du produit local en magasin,439.04651162790697
2020,2020-03-01,Chou-Fleur,Prix moyen du produit importé en magasin,681.3253012048193
2020,2020-03-01,Chou-Fleur,Prix moyen du produit local en magasin,663.5531914893617
2020,2020-03-01,Chouchoute,Prix moyen du produit local en magasin,384.10714285714283
2020,2020-03-01,"Citron, Lime",Prix moyen du produit importé en magasin,1042.6022727272727
2020,2020-03-01,"Citron, Lime",Prix moyen du produit local en magasin,507.81592039800995
2020,2020-03-01,Concombre,Prix moyen du produit importé en magasin,278.93939393939394
2020,2020-03-01,Concombre,Prix moyen du produit local en magasin,333.79545454545456
2020,2020-03-01,Courgette,Prix moyen du produit importé en magasin,644.75
2020,2020-03-01,Courgette,Prix moyen du produit local en magasin,633.4278606965174
2020,2020-03-01,Céleri,Prix moyen du produit importé en magasin,585.5238095238095
2020,2020-03-01,Céleri,Prix moyen du produit local en magasin,584
2020,2020-03-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,729.3965517241379
2020,2020-03-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,784.8125
2020,2020-03-01,Mangue,Prix moyen du produit local en magasin,538.0545454545454
2020,2020-03-01,Maïs,Prix moyen du produit local en magasin,315
2020,2020-03-01,Melon,Prix moyen du produit importé en magasin,866
2020,2020-03-01,Melon,Prix moyen du produit local en magasin,681.4318181818181
2020,2020-03-01,Navet,Prix moyen du produit local en magasin,508.1034482758621
2020,2020-03-01,Nectarine,Prix moyen du produit importé en magasin,683.9148936170212
2020,2020-03-01,Oignons,Prix moyen du produit importé en magasin,227.58454106280195
2020,2020-03-01,Oignons,Prix moyen du produit local en magasin,436.0892857142857
2020,2020-03-01,Orange,Prix moyen du produit importé en magasin,601.0862068965517
2020,2020-03-01,Orange,Prix moyen du produit local en magasin,535.456
2020,2020-03-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,392.125
2020,2020-03-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,338.1111111111111
2020,2020-03-01,Papaye,Prix moyen du produit importé en magasin,450
2020,2020-03-01,Papaye,Prix moyen du produit local en magasin,305.6623376623377
2020,2020-03-01,Pastèque,Prix moyen du produit importé en magasin,266.57142857142856
2020,2020-03-01,Pastèque,Prix moyen du produit local en magasin,303.031746031746
2020,2020-03-01,Patate Douce,Prix moyen du produit local en magasin,684.9512195121952
2020,2020-03-01,Persil,Prix moyen du produit local en magasin,205.8
2020,2020-03-01,Poireau,Prix moyen du produit importé en magasin,601.3829787234042
2020,2020-03-01,Poireau,Prix moyen du produit local en magasin,822.9090909090909
2020,2020-03-01,Poivron,Prix moyen du produit importé en magasin,990.8942598187311
2020,2020-03-01,Poivron,Prix moyen du produit local en magasin,980.44375
2020,2020-03-01,Radis,Prix moyen du produit importé en magasin,563.125
2020,2020-03-01,Radis,Prix moyen du produit local en magasin,465.46268656716416
2020,2020-03-01,Salade,Prix moyen du produit importé en magasin,778.75
2020,2020-03-01,Salade,Prix moyen du produit local en magasin,691.3590909090909
2020,2020-03-01,Tomate,Prix moyen du produit importé en magasin,550.5466666666666
2020,2020-03-01,Tomate,Prix moyen du produit local en magasin,816.3291139240506
2020,2020-04-01,Ail,Prix moyen du produit importé en magasin,561.2553191489362
2020,2020-04-01,Ananas,Prix moyen du produit importé en magasin,717.0909090909091
2020,2020-04-01,Ananas,Prix moyen du produit local en magasin,863.4144144144144
2020,2020-04-01,Aubergine,Prix moyen du produit importé en magasin,457.27272727272725
2020,2020-04-01,Aubergine,Prix moyen du produit local en magasin,580.4453781512605
2020,2020-04-01,Avocat,Prix moyen du produit importé en magasin,826.875
2020,2020-04-01,Avocat,Prix moyen du produit local en magasin,851.9615384615385
2020,2020-04-01,Banane,Prix moyen du produit importé en magasin,2274.375
2020,2020-04-01,Banane,Prix moyen du produit local en magasin,659.5054945054945
2020,2020-04-01,Brocoli,Prix moyen du produit importé en magasin,1009.980198019802
2020,2020-04-01,Brocoli,Prix moyen du produit local en magasin,1011.625
2020,2020-04-01,Carotte,Prix moyen du produit importé en magasin,241.45299145299145
2020,2020-04-01,Carotte,Prix moyen du produit local en magasin,267.6923076923077
2020,2020-04-01,Chou De Chine,Prix moyen du produit importé en magasin,659.7424242424242
2020,2020-04-01,Chou De Chine,Prix moyen du produit local en magasin,677.5951219512195
2020,2020-04-01,Chou Rouge,Prix moyen du produit importé en magasin,364.43037974683546
2020,2020-04-01,Chou Rouge,Prix moyen du produit local en magasin,405.46666666666664
2020,2020-04-01,Chou-Fleur,Prix moyen du produit importé en magasin,856.8723404255319
2020,2020-04-01,Chou-Fleur,Prix moyen du produit local en magasin,815.125
2020,2020-04-01,Chouchoute,Prix moyen du produit local en magasin,421.3125
2020,2020-04-01,"Citron, Lime",Prix moyen du produit importé en magasin,1183.9014084507041
2020,2020-04-01,"Citron, Lime",Prix moyen du produit local en magasin,544.53216374269
2020,2020-04-01,Concombre,Prix moyen du produit importé en magasin,301.1290322580645
2020,2020-04-01,Concombre,Prix moyen du produit local en magasin,301.8125
2020,2020-04-01,Courgette,Prix moyen du produit importé en magasin,596.9230769230769
2020,2020-04-01,Courgette,Prix moyen du produit local en magasin,607.3294117647059
2020,2020-04-01,Céleri,Prix moyen du produit importé en magasin,542.5757575757576
2020,2020-04-01,Céleri,Prix moyen du produit local en magasin,525.4545454545455
2020,2020-04-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,866.2166666666667
2020,2020-04-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,758.054794520548
2020,2020-04-01,Mangue,Prix moyen du produit local en magasin,637.7777777777778
2020,2020-04-01,Maïs,Prix moyen du produit local en magasin,150
2020,2020-04-01,Melon,Prix moyen du produit importé en magasin,801.8181818181819
2020,2020-04-01,Melon,Prix moyen du produit local en magasin,760.1694915254237
2020,2020-04-01,Navet,Prix moyen du produit local en magasin,517.1733333333333
2020,2020-04-01,Nectarine,Prix moyen du produit importé en magasin,736.1728395061729
2020,2020-04-01,Oignons,Prix moyen du produit importé en magasin,200.67261904761904
2020,2020-04-01,Oignons,Prix moyen du produit local en magasin,444.90909090909093
2020,2020-04-01,Orange,Prix moyen du produit importé en magasin,1093.341463414634
2020,2020-04-01,Orange,Prix moyen du produit local en magasin,597.4083333333333
2020,2020-04-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,405.5897435897436
2020,2020-04-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,359.5
2020,2020-04-01,Papaye,Prix moyen du produit importé en magasin,450
2020,2020-04-01,Papaye,Prix moyen du produit local en magasin,316.14814814814815
2020,2020-04-01,Pastèque,Prix moyen du produit importé en magasin,310
2020,2020-04-01,Pastèque,Prix moyen du produit local en magasin,322.1111111111111
2020,2020-04-01,Patate Douce,Prix moyen du produit local en magasin,745.6836734693877
2020,2020-04-01,Persil,Prix moyen du produit local en magasin,202.85714285714286
2020,2020-04-01,Poireau,Prix moyen du produit importé en magasin,541.05
2020,2020-04-01,Poireau,Prix moyen du produit local en magasin,888.1153846153846
2020,2020-04-01,Poivron,Prix moyen du produit importé en magasin,923.2857142857143
2020,2020-04-01,Poivron,Prix moyen du produit local en magasin,900.3644067796611
2020,2020-04-01,Radis,Prix moyen du produit importé en magasin,539.64
2020,2020-04-01,Radis,Prix moyen du produit local en magasin,471.64864864864865
2020,2020-04-01,Salade,Prix moyen du produit importé en magasin,676.5
2020,2020-04-01,Salade,Prix moyen du produit local en magasin,605.5730337078652
2020,2020-04-01,Tomate,Prix moyen du produit importé en magasin,569.5942028985507
2020,2020-04-01,Tomate,Prix moyen du produit local en magasin,768.4044943820224
2020,2020-05-01,Ail,Prix moyen du produit importé en magasin,578.171052631579
2020,2020-05-01,Ananas,Prix moyen du produit importé en magasin,652.2857142857143
2020,2020-05-01,Ananas,Prix moyen du produit local en magasin,759.4076923076923
2020,2020-05-01,Aubergine,Prix moyen du produit importé en magasin,389.0625
2020,2020-05-01,Aubergine,Prix moyen du produit local en magasin,663.944
2020,2020-05-01,Avocat,Prix moyen du produit importé en magasin,830
2020,2020-05-01,Avocat,Prix moyen du produit local en magasin,802.0666666666667
2020,2020-05-01,Banane,Prix moyen du produit importé en magasin,2267.5
2020,2020-05-01,Banane,Prix moyen du produit local en magasin,734.3333333333334
2020,2020-05-01,Brocoli,Prix moyen du produit importé en magasin,865.6333333333333
2020,2020-05-01,Brocoli,Prix moyen du produit local en magasin,843.8095238095239
2020,2020-05-01,Carotte,Prix moyen du produit importé en magasin,234.8828125
2020,2020-05-01,Carotte,Prix moyen du produit local en magasin,271.43939393939394
2020,2020-05-01,Chou De Chine,Prix moyen du produit importé en magasin,661.9069767441861
2020,2020-05-01,Chou De Chine,Prix moyen du produit local en magasin,618.1528384279476
2020,2020-05-01,Chou Rouge,Prix moyen du produit importé en magasin,374.38271604938274
2020,2020-05-01,Chou Rouge,Prix moyen du produit local en magasin,396.61538461538464
2020,2020-05-01,Chou-Fleur,Prix moyen du produit importé en magasin,631.0117647058823
2020,2020-05-01,Chou-Fleur,Prix moyen du produit local en magasin,600.4464285714286
2020,2020-05-01,Chouchoute,Prix moyen du produit local en magasin,411.83478260869566
2020,2020-05-01,"Citron, Lime",Prix moyen du produit importé en magasin,1246.5714285714287
2020,2020-05-01,"Citron, Lime",Prix moyen du produit local en magasin,598.0736842105263
2020,2020-05-01,Concombre,Prix moyen du produit importé en magasin,284.64864864864865
2020,2020-05-01,Concombre,Prix moyen du produit local en magasin,256.25728155339806
2020,2020-05-01,Courgette,Prix moyen du produit importé en magasin,548.7272727272727
2020,2020-05-01,Courgette,Prix moyen du produit local en magasin,614.0347222222222
2020,2020-05-01,Céleri,Prix moyen du produit importé en magasin,579.3571428571429
2020,2020-05-01,Céleri,Prix moyen du produit local en magasin,578.3333333333334
2020,2020-05-01,Letchi,Prix moyen du produit local en magasin,995
2020,2020-05-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,888.2950819672132
2020,2020-05-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,768.75
2020,2020-05-01,Mangue,Prix moyen du produit local en magasin,594.3333333333334
2020,2020-05-01,Melon,Prix moyen du produit importé en magasin,611.9354838709677
2020,2020-05-01,Melon,Prix moyen du produit local en magasin,757.7241379310345
2020,2020-05-01,Navet,Prix moyen du produit local en magasin,484.94444444444446
2020,2020-05-01,Nectarine,Prix moyen du produit importé en magasin,616.483870967742
2020,2020-05-01,Oignons,Prix moyen du produit importé en magasin,204.36315789473684
2020,2020-05-01,Oignons,Prix moyen du produit local en magasin,406.8813559322034
2020,2020-05-01,Orange,Prix moyen du produit importé en magasin,1143.4871794871794
2020,2020-05-01,Orange,Prix moyen du produit local en magasin,609.9703703703703
2020,2020-05-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,370.4054054054054
2020,2020-05-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,448.98936170212767
2020,2020-05-01,Papaye,Prix moyen du produit importé en magasin,417
2020,2020-05-01,Papaye,Prix moyen du produit local en magasin,315.3018867924528
2020,2020-05-01,Pastèque,Prix moyen du produit importé en magasin,318.25
2020,2020-05-01,Pastèque,Prix moyen du produit local en magasin,308.327731092437
2020,2020-05-01,Patate Douce,Prix moyen du produit local en magasin,787.0394736842105
2020,2020-05-01,Persil,Prix moyen du produit local en magasin,226
2020,2020-05-01,Poireau,Prix moyen du produit importé en magasin,661.7534246575342
2020,2020-05-01,Poireau,Prix moyen du produit local en magasin,886.3333333333334
2020,2020-05-01,Poivron,Prix moyen du produit importé en magasin,929.7888198757764
2020,2020-05-01,Poivron,Prix moyen du produit local en magasin,899.3550295857988
2020,2020-05-01,Radis,Prix moyen du produit importé en magasin,534
2020,2020-05-01,Radis,Prix moyen du produit local en magasin,481.2037037037037
2020,2020-05-01,Salade,Prix moyen du produit importé en magasin,396.6666666666667
2020,2020-05-01,Salade,Prix moyen du produit local en magasin,636.2835051546392
2020,2020-05-01,Tomate,Prix moyen du produit importé en magasin,609.2
2020,2020-05-01,Tomate,Prix moyen du produit local en magasin,751.5575221238938
2020,2020-06-01,Ail,Prix moyen du produit importé en magasin,605.989010989011
2020,2020-06-01,Ananas,Prix moyen du produit importé en magasin,663.75
2020,2020-06-01,Ananas,Prix moyen du produit local en magasin,788.0410958904109
2020,2020-06-01,Aubergine,Prix moyen du produit importé en magasin,582.9459459459459
2020,2020-06-01,Aubergine,Prix moyen du produit local en magasin,667.4
2020,2020-06-01,Avocat,Prix moyen du produit importé en magasin,835
2020,2020-06-01,Avocat,Prix moyen du produit local en magasin,742.8260869565217
2020,2020-06-01,Banane,Prix moyen du produit importé en magasin,2713.125
2020,2020-06-01,Banane,Prix moyen du produit local en magasin,708.266129032258
2020,2020-06-01,Brocoli,Prix moyen du produit importé en magasin,852.1290322580645
2020,2020-06-01,Brocoli,Prix moyen du produit local en magasin,855.4237288135594
2020,2020-06-01,Carotte,Prix moyen du produit importé en magasin,275.5870967741935
2020,2020-06-01,Carotte,Prix moyen du produit local en magasin,307.3240740740741
2020,2020-06-01,Chou De Chine,Prix moyen du produit importé en magasin,610.4587155963303
2020,2020-06-01,Chou De Chine,Prix moyen du produit local en magasin,521.4426229508197
2020,2020-06-01,Chou Rouge,Prix moyen du produit importé en magasin,353.9493670886076
2020,2020-06-01,Chou Rouge,Prix moyen du produit local en magasin,358.3448275862069
2020,2020-06-01,Chou-Fleur,Prix moyen du produit importé en magasin,648.8817204301075
2020,2020-06-01,Chou-Fleur,Prix moyen du produit local en magasin,668.7532467532468
2020,2020-06-01,Chouchoute,Prix moyen du produit local en magasin,370.04794520547944
2020,2020-06-01,"Citron, Lime",Prix moyen du produit importé en magasin,1233.6989247311828
2020,2020-06-01,"Citron, Lime",Prix moyen du produit local en magasin,661.4816326530612
2020,2020-06-01,Concombre,Prix moyen du produit importé en magasin,275.4222222222222
2020,2020-06-01,Concombre,Prix moyen du produit local en magasin,239.8259109311741
2020,2020-06-01,Courgette,Prix moyen du produit importé en magasin,546.4117647058823
2020,2020-06-01,Courgette,Prix moyen du produit local en magasin,701.0931677018633
2020,2020-06-01,Céleri,Prix moyen du produit importé en magasin,624.0625
2020,2020-06-01,Céleri,Prix moyen du produit local en magasin,603.6938775510204
2020,2020-06-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,965.625
2020,2020-06-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,801.3983739837398
2020,2020-06-01,Mangue,Prix moyen du produit local en magasin,643
2020,2020-06-01,Melon,Prix moyen du produit importé en magasin,597.1058823529412
2020,2020-06-01,Melon,Prix moyen du produit local en magasin,778.2142857142857
2020,2020-06-01,Navet,Prix moyen du produit local en magasin,388.015503875969
2020,2020-06-01,Nectarine,Prix moyen du produit importé en magasin,341.53846153846155
2020,2020-06-01,Oignons,Prix moyen du produit importé en magasin,186.05286343612335
2020,2020-06-01,Oignons,Prix moyen du produit local en magasin,399.6923076923077
2020,2020-06-01,Orange,Prix moyen du produit importé en magasin,1310.1891891891892
2020,2020-06-01,Orange,Prix moyen du produit local en magasin,599.7469879518072
2020,2020-06-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,310.44736842105266
2020,2020-06-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,407.2857142857143
2020,2020-06-01,Papaye,Prix moyen du produit importé en magasin,450
2020,2020-06-01,Papaye,Prix moyen du produit local en magasin,323.29245283018867
2020,2020-06-01,Pastèque,Prix moyen du produit importé en magasin,366.875
2020,2020-06-01,Pastèque,Prix moyen du produit local en magasin,275.2586206896552
2020,2020-06-01,Patate Douce,Prix moyen du produit local en magasin,777.8125
2020,2020-06-01,Persil,Prix moyen du produit local en magasin,264
2020,2020-06-01,Poireau,Prix moyen du produit importé en magasin,680.0693069306931
2020,2020-06-01,Poireau,Prix moyen du produit local en magasin,777.1666666666666
2020,2020-06-01,Poivron,Prix moyen du produit importé en magasin,911.7982195845698
2020,2020-06-01,Poivron,Prix moyen du produit local en magasin,878.83
2020,2020-06-01,Radis,Prix moyen du produit importé en magasin,464.6774193548387
2020,2020-06-01,Radis,Prix moyen du produit local en magasin,480.9795918367347
2020,2020-06-01,Salade,Prix moyen du produit importé en magasin,415
2020,2020-06-01,Salade,Prix moyen du produit local en magasin,712.1453744493392
2020,2020-06-01,Tomate,Prix moyen du produit importé en magasin,625.9848484848485
2020,2020-06-01,Tomate,Prix moyen du produit local en magasin,863.4772727272727
2020,2020-07-01,Ail,Prix moyen du produit importé en magasin,607.5581395348837
2020,2020-07-01,Ananas,Prix moyen du produit importé en magasin,666.25
2020,2020-07-01,Ananas,Prix moyen du produit local en magasin,863.6666666666666
2020,2020-07-01,Aubergine,Prix moyen du produit importé en magasin,594.448275862069
2020,2020-07-01,Aubergine,Prix moyen du produit local en magasin,671.655462184874
2020,2020-07-01,Avocat,Prix moyen du produit importé en magasin,820
2020,2020-07-01,Avocat,Prix moyen du produit local en magasin,849.9180327868852
2020,2020-07-01,Banane,Prix moyen du produit importé en magasin,2295
2020,2020-07-01,Banane,Prix moyen du produit local en magasin,715.7835820895523
2020,2020-07-01,Brocoli,Prix moyen du produit importé en magasin,824.3666666666667
2020,2020-07-01,Brocoli,Prix moyen du produit local en magasin,749.0967741935484
2020,2020-07-01,Carotte,Prix moyen du produit importé en magasin,347.03846153846155
2020,2020-07-01,Carotte,Prix moyen du produit local en magasin,388.26050420168065
2020,2020-07-01,Chou De Chine,Prix moyen du produit importé en magasin,527.52
2020,2020-07-01,Chou De Chine,Prix moyen du produit local en magasin,400.12267657992567
2020,2020-07-01,Chou Rouge,Prix moyen du produit importé en magasin,406.15
2020,2020-07-01,Chou Rouge,Prix moyen du produit local en magasin,423.43243243243245
2020,2020-07-01,Chou-Fleur,Prix moyen du produit importé en magasin,695.8780487804878
2020,2020-07-01,Chou-Fleur,Prix moyen du produit local en magasin,657.3018867924528
2020,2020-07-01,Chouchoute,Prix moyen du produit local en magasin,347.1044776119403
2020,2020-07-01,"Citron, Lime",Prix moyen du produit importé en magasin,1141.7640449438202
2020,2020-07-01,"Citron, Lime",Prix moyen du produit local en magasin,671.9953051643192
2020,2020-07-01,Concombre,Prix moyen du produit importé en magasin,271.6666666666667
2020,2020-07-01,Concombre,Prix moyen du produit local en magasin,281.83809523809526
2020,2020-07-01,Courgette,Prix moyen du produit importé en magasin,659.7727272727273
2020,2020-07-01,Courgette,Prix moyen du produit local en magasin,761.8111111111111
2020,2020-07-01,Céleri,Prix moyen du produit importé en magasin,501.1458333333333
2020,2020-07-01,Céleri,Prix moyen du produit local en magasin,566.1827956989247
2020,2020-07-01,Letchi,Prix moyen du produit local en magasin,1004
2020,2020-07-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,1086.1224489795918
2020,2020-07-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,886.4239130434783
2020,2020-07-01,Mangue,Prix moyen du produit local en magasin,543
2020,2020-07-01,Melon,Prix moyen du produit importé en magasin,536.3611111111111
2020,2020-07-01,Melon,Prix moyen du produit local en magasin,806.953488372093
2020,2020-07-01,Navet,Prix moyen du produit local en magasin,433.10169491525426
2020,2020-07-01,Nectarine,Prix moyen du produit importé en magasin,280.7142857142857
2020,2020-07-01,Oignons,Prix moyen du produit importé en magasin,205.87677725118485
2020,2020-07-01,Oignons,Prix moyen du produit local en magasin,394.84313725490193
2020,2020-07-01,Orange,Prix moyen du produit importé en magasin,1152.7105263157894
2020,2020-07-01,Orange,Prix moyen du produit local en magasin,580.8972602739726
2020,2020-07-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,359.2708333333333
2020,2020-07-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,380.95588235294116
2020,2020-07-01,Papaye,Prix moyen du produit importé en magasin,450
2020,2020-07-01,Papaye,Prix moyen du produit local en magasin,327.13186813186815
2020,2020-07-01,Pastèque,Prix moyen du produit importé en magasin,381
2020,2020-07-01,Pastèque,Prix moyen du produit local en magasin,302.04918032786884
2020,2020-07-01,Patate Douce,Prix moyen du produit local en magasin,826.3064516129032
2020,2020-07-01,Persil,Prix moyen du produit local en magasin,196.4375
2020,2020-07-01,Poireau,Prix moyen du produit importé en magasin,777.2469135802469
2020,2020-07-01,Poireau,Prix moyen du produit local en magasin,914.2142857142857
2020,2020-07-01,Poivron,Prix moyen du produit importé en magasin,926.4832535885167
2020,2020-07-01,Poivron,Prix moyen du produit local en magasin,885.672
2020,2020-07-01,Radis,Prix moyen du produit importé en magasin,436.1224489795918
2020,2020-07-01,Radis,Prix moyen du produit local en magasin,451.03409090909093
2020,2020-07-01,Salade,Prix moyen du produit importé en magasin,323.3333333333333
