annee,date_arrondie,variete,categorie,prix_moyen
2017,2017-12-01,Pastèque,Prix moyen du produit importé en magasin,285.8333333333333
2017,2017-12-01,Pastèque,Prix moyen du produit local en magasin,291.4697986577181
2017,2017-12-01,Patate Douce,Prix moyen du produit local en magasin,710.0608108108108
2017,2017-12-01,Persil,Prix moyen du produit local en magasin,170.20689655172413
2017,2017-12-01,Poireau,Prix moyen du produit importé en magasin,778.5
2017,2017-12-01,Poireau,Prix moyen du produit local en magasin,694.054945054945
2017,2017-12-01,Poivron,Prix moyen du produit importé en magasin,958.730612244898
2017,2017-12-01,Poivron,Prix moyen du produit local en magasin,923.5296167247387
2017,2017-12-01,Radis,Prix moyen du produit importé en magasin,483.3142857142857
2017,2017-12-01,Radis,Prix moyen du produit local en magasin,454.93023255813955
2017,2017-12-01,Salade,Prix moyen du produit importé en magasin,1950
2017,2017-12-01,Salade,Prix moyen du produit local en magasin,535.1107266435986
2017,2017-12-01,Tomate,Prix moyen du produit importé en magasin,620.75
2017,2017-12-01,Tomate,Prix moyen du produit local en magasin,589.5058139534884
2018,2018-01-01,Ail,Prix moyen du produit importé en magasin,493.9855072463768
2018,2018-01-01,Ananas,Prix moyen du produit importé en magasin,665.5714285714286
2018,2018-01-01,Ananas,Prix moyen du produit local en magasin,631.1065088757397
2018,2018-01-01,Aubergine,Prix moyen du produit importé en magasin,464.95
2018,2018-01-01,Aubergine,Prix moyen du produit local en magasin,330.45418326693226
2018,2018-01-01,Banane,Prix moyen du produit local en magasin,584.2594936708861
2018,2018-01-01,Brocoli,Prix moyen du produit importé en magasin,743.8382352941177
2018,2018-01-01,Brocoli,Prix moyen du produit local en magasin,785.9285714285714
2018,2018-01-01,Carotte,Prix moyen du produit importé en magasin,409.3125
2018,2018-01-01,Carotte,Prix moyen du produit local en magasin,381.0897435897436
2018,2018-01-01,Chou De Chine,Prix moyen du produit importé en magasin,552.6595744680851
2018,2018-01-01,Chou De Chine,Prix moyen du produit local en magasin,505.7883817427386
2018,2018-01-01,Chou Rouge,Prix moyen du produit importé en magasin,483.14285714285717
2018,2018-01-01,Chou Rouge,Prix moyen du produit local en magasin,440.2352941176471
2018,2018-01-01,Chou-Fleur,Prix moyen du produit importé en magasin,663.1944444444445
2018,2018-01-01,Chou-Fleur,Prix moyen du produit local en magasin,683.875
2018,2018-01-01,Chouchoute,Prix moyen du produit local en magasin,340.5514018691589
2018,2018-01-01,"Citron, Lime",Prix moyen du produit local en magasin,775.7147435897435
2018,2018-01-01,Concombre,Prix moyen du produit importé en magasin,196.37704918032787
2018,2018-01-01,Concombre,Prix moyen du produit local en magasin,271.5386904761905
2018,2018-01-01,Courgette,Prix moyen du produit importé en magasin,365.375
2018,2018-01-01,Courgette,Prix moyen du produit local en magasin,388.87795275590554
2018,2018-01-01,Céleri,Prix moyen du produit importé en magasin,690
2018,2018-01-01,Céleri,Prix moyen du produit local en magasin,664.5833333333334
2018,2018-01-01,Letchi,Prix moyen du produit local en magasin,755.4583333333334
2018,2018-01-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,660.6470588235294
2018,2018-01-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,680.3523809523809
2018,2018-01-01,Mangue,Prix moyen du produit local en magasin,411.52525252525254
2018,2018-01-01,Melon,Prix moyen du produit importé en magasin,590.4827586206897
2018,2018-01-01,Melon,Prix moyen du produit local en magasin,668.8532110091743
2018,2018-01-01,Navet,Prix moyen du produit local en magasin,395.1530612244898
2018,2018-01-01,Nectarine,Prix moyen du produit importé en magasin,687.1512605042017
2018,2018-01-01,Oignons,Prix moyen du produit importé en magasin,290.1267605633803
2018,2018-01-01,Oignons,Prix moyen du produit local en magasin,307.943661971831
2018,2018-01-01,Orange,Prix moyen du produit importé en magasin,462.99152542372883
2018,2018-01-01,Orange,Prix moyen du produit local en magasin,442.3872832369942
2018,2018-01-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,569.5652173913044
2018,2018-01-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,477.88235294117646
2018,2018-01-01,Papaye,Prix moyen du produit local en magasin,281.3917525773196
2018,2018-01-01,Pastèque,Prix moyen du produit importé en magasin,196.4
2018,2018-01-01,Pastèque,Prix moyen du produit local en magasin,253.95402298850576
2018,2018-01-01,Patate Douce,Prix moyen du produit local en magasin,692.1022727272727
2018,2018-01-01,Persil,Prix moyen du produit local en magasin,168.32432432432432
2018,2018-01-01,Poireau,Prix moyen du produit importé en magasin,776.2307692307693
2018,2018-01-01,Poireau,Prix moyen du produit local en magasin,699.1315789473684
2018,2018-01-01,Poivron,Prix moyen du produit importé en magasin,843.7207547169811
2018,2018-01-01,Poivron,Prix moyen du produit local en magasin,855.0376712328767
2018,2018-01-01,Radis,Prix moyen du produit importé en magasin,465
2018,2018-01-01,Radis,Prix moyen du produit local en magasin,455.2
2018,2018-01-01,Salade,Prix moyen du produit importé en magasin,2025
2018,2018-01-01,Salade,Prix moyen du produit local en magasin,517.8571428571429
2018,2018-01-01,Tomate,Prix moyen du produit importé en magasin,534.6571428571428
2018,2018-01-01,Tomate,Prix moyen du produit local en magasin,586.5376344086021
2018,2018-02-01,Ail,Prix moyen du produit importé en magasin,477.2641509433962
2018,2018-02-01,Ananas,Prix moyen du produit importé en magasin,696.7142857142857
2018,2018-02-01,Ananas,Prix moyen du produit local en magasin,684.939024390244
2018,2018-02-01,Aubergine,Prix moyen du produit importé en magasin,499.40625
2018,2018-02-01,Aubergine,Prix moyen du produit local en magasin,443.7972027972028
2018,2018-02-01,Banane,Prix moyen du produit local en magasin,586.6166666666667
2018,2018-02-01,Brocoli,Prix moyen du produit importé en magasin,778.3
2018,2018-02-01,Brocoli,Prix moyen du produit local en magasin,842
2018,2018-02-01,Carotte,Prix moyen du produit importé en magasin,229.367816091954
2018,2018-02-01,Carotte,Prix moyen du produit local en magasin,265.344262295082
2018,2018-02-01,Chou De Chine,Prix moyen du produit importé en magasin,600
2018,2018-02-01,Chou De Chine,Prix moyen du produit local en magasin,537.0774193548388
2018,2018-02-01,Chou Rouge,Prix moyen du produit importé en magasin,455.49056603773585
2018,2018-02-01,Chou Rouge,Prix moyen du produit local en magasin,454.39285714285717
2018,2018-02-01,Chou-Fleur,Prix moyen du produit importé en magasin,624.9787234042553
2018,2018-02-01,Chou-Fleur,Prix moyen du produit local en magasin,614.8478260869565
2018,2018-02-01,Chouchoute,Prix moyen du produit local en magasin,349.7875
2018,2018-02-01,"Citron, Lime",Prix moyen du produit local en magasin,575.004016064257
2018,2018-02-01,Concombre,Prix moyen du produit importé en magasin,297.9166666666667
2018,2018-02-01,Concombre,Prix moyen du produit local en magasin,296.4166666666667
2018,2018-02-01,Courgette,Prix moyen du produit importé en magasin,397.5
2018,2018-02-01,Courgette,Prix moyen du produit local en magasin,476.82758620689657
2018,2018-02-01,Céleri,Prix moyen du produit importé en magasin,595
2018,2018-02-01,Céleri,Prix moyen du produit local en magasin,587.1372549019608
2018,2018-02-01,Letchi,Prix moyen du produit local en magasin,738.125
2018,2018-02-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,561.4736842105264
2018,2018-02-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,696.8032786885246
2018,2018-02-01,Mangue,Prix moyen du produit local en magasin,513.1573033707865
2018,2018-02-01,Melon,Prix moyen du produit importé en magasin,675.1785714285714
2018,2018-02-01,Melon,Prix moyen du produit local en magasin,758.5
2018,2018-02-01,Navet,Prix moyen du produit local en magasin,377.76271186440675
2018,2018-02-01,Nectarine,Prix moyen du produit importé en magasin,757.1282051282051
2018,2018-02-01,Oignons,Prix moyen du produit importé en magasin,260.44505494505495
2018,2018-02-01,Oignons,Prix moyen du produit local en magasin,293.10091743119267
2018,2018-02-01,Orange,Prix moyen du produit importé en magasin,564.1047619047619
2018,2018-02-01,Orange,Prix moyen du produit local en magasin,467.70992366412213
2018,2018-02-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,569.578947368421
2018,2018-02-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,467.63291139240505
2018,2018-02-01,Papaye,Prix moyen du produit local en magasin,291.1363636363636
2018,2018-02-01,Pastèque,Prix moyen du produit importé en magasin,265.6
2018,2018-02-01,Pastèque,Prix moyen du produit local en magasin,290.0785714285714
2018,2018-02-01,Patate Douce,Prix moyen du produit local en magasin,678.890625
2018,2018-02-01,Persil,Prix moyen du produit local en magasin,162
2018,2018-02-01,Poireau,Prix moyen du produit importé en magasin,840.6862745098039
2018,2018-02-01,Poireau,Prix moyen du produit local en magasin,751.9230769230769
2018,2018-02-01,Poivron,Prix moyen du produit importé en magasin,893.2170542635658
2018,2018-02-01,Poivron,Prix moyen du produit local en magasin,892.7302158273382
2018,2018-02-01,Radis,Prix moyen du produit importé en magasin,459.64285714285717
2018,2018-02-01,Radis,Prix moyen du produit local en magasin,462.39285714285717
2018,2018-02-01,Salade,Prix moyen du produit importé en magasin,2025
2018,2018-02-01,Salade,Prix moyen du produit local en magasin,541.4518828451883
2018,2018-02-01,Tomate,Prix moyen du produit importé en magasin,548.4242424242424
2018,2018-02-01,Tomate,Prix moyen du produit local en magasin,579.0808823529412
2018,2018-03-01,Ail,Prix moyen du produit importé en magasin,467
2018,2018-03-01,Ananas,Prix moyen du produit importé en magasin,690.047619047619
2018,2018-03-01,Ananas,Prix moyen du produit local en magasin,723.4545454545455
2018,2018-03-01,Aubergine,Prix moyen du produit importé en magasin,457.4375
2018,2018-03-01,Aubergine,Prix moyen du produit local en magasin,540.3015873015873
2018,2018-03-01,Banane,Prix moyen du produit local en magasin,581.5813953488372
2018,2018-03-01,Brocoli,Prix moyen du produit importé en magasin,754.3119266055046
2018,2018-03-01,Brocoli,Prix moyen du produit local en magasin,781.5535714285714
2018,2018-03-01,Carotte,Prix moyen du produit importé en magasin,210.63953488372093
2018,2018-03-01,Carotte,Prix moyen du produit local en magasin,258.89830508474574
2018,2018-03-01,Chou De Chine,Prix moyen du produit importé en magasin,650
2018,2018-03-01,Chou De Chine,Prix moyen du produit local en magasin,584.4301675977654
2018,2018-03-01,Chou Rouge,Prix moyen du produit importé en magasin,415.45454545454544
2018,2018-03-01,Chou Rouge,Prix moyen du produit local en magasin,427.6860465116279
2018,2018-03-01,Chou-Fleur,Prix moyen du produit importé en magasin,701.0333333333333
2018,2018-03-01,Chou-Fleur,Prix moyen du produit local en magasin,692.8235294117648
2018,2018-03-01,Chouchoute,Prix moyen du produit local en magasin,332.43243243243245
2018,2018-03-01,"Citron, Lime",Prix moyen du produit local en magasin,528.7976653696498
2018,2018-03-01,Concombre,Prix moyen du produit importé en magasin,356.5
2018,2018-03-01,Concombre,Prix moyen du produit local en magasin,309.8491379310345
2018,2018-03-01,Courgette,Prix moyen du produit importé en magasin,397.5
2018,2018-03-01,Courgette,Prix moyen du produit local en magasin,501.5851851851852
2018,2018-03-01,Céleri,Prix moyen du produit importé en magasin,558.0769230769231
2018,2018-03-01,Céleri,Prix moyen du produit local en magasin,525.6
2018,2018-03-01,Letchi,Prix moyen du produit local en magasin,767.4782608695652
2018,2018-03-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,688.3448275862069
2018,2018-03-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,709.9642857142857
2018,2018-03-01,Mangue,Prix moyen du produit local en magasin,539.4181818181818
2018,2018-03-01,Melon,Prix moyen du produit importé en magasin,578.4166666666666
2018,2018-03-01,Melon,Prix moyen du produit local en magasin,668.8478260869565
2018,2018-03-01,Navet,Prix moyen du produit local en magasin,353.02597402597405
2018,2018-03-01,Nectarine,Prix moyen du produit importé en magasin,745.7196261682243
2018,2018-03-01,Oignons,Prix moyen du produit importé en magasin,250.9673913043478
2018,2018-03-01,Oignons,Prix moyen du produit local en magasin,280.6509433962264
2018,2018-03-01,Orange,Prix moyen du produit importé en magasin,471.04761904761904
2018,2018-03-01,Orange,Prix moyen du produit local en magasin,450.71317829457365
2018,2018-03-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,430.2352941176471
2018,2018-03-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,458.64102564102564
2018,2018-03-01,Papaye,Prix moyen du produit local en magasin,291.5348837209302
2018,2018-03-01,Pastèque,Prix moyen du produit importé en magasin,311
2018,2018-03-01,Pastèque,Prix moyen du produit local en magasin,359.38793103448273
2018,2018-03-01,Patate Douce,Prix moyen du produit local en magasin,722.5333333333333
2018,2018-03-01,Persil,Prix moyen du produit local en magasin,169.2
2018,2018-03-01,Poireau,Prix moyen du produit importé en magasin,826.5833333333334
2018,2018-03-01,Poireau,Prix moyen du produit local en magasin,794.5875
2018,2018-03-01,Poivron,Prix moyen du produit importé en magasin,938.406374501992
2018,2018-03-01,Poivron,Prix moyen du produit local en magasin,892.0348101265823
2018,2018-03-01,Radis,Prix moyen du produit importé en magasin,475.88461538461536
2018,2018-03-01,Radis,Prix moyen du produit local en magasin,458.3666666666667
2018,2018-03-01,Salade,Prix moyen du produit local en magasin,599.6525821596244
2018,2018-03-01,Tomate,Prix moyen du produit importé en magasin,603.6666666666666
2018,2018-03-01,Tomate,Prix moyen du produit local en magasin,587.0514705882352
2018,2018-04-01,Ail,Prix moyen du produit importé en magasin,479.672131147541
2018,2018-04-01,Ananas,Prix moyen du produit importé en magasin,742.8787878787879
2018,2018-04-01,Ananas,Prix moyen du produit local en magasin,768.2706766917294
2018,2018-04-01,Aubergine,Prix moyen du produit importé en magasin,438.84090909090907
2018,2018-04-01,Aubergine,Prix moyen du produit local en magasin,552.0656934306569
2018,2018-04-01,Banane,Prix moyen du produit local en magasin,577.6666666666666
2018,2018-04-01,Brocoli,Prix moyen du produit importé en magasin,831.4378698224853
2018,2018-04-01,Brocoli,Prix moyen du produit local en magasin,755.4333333333333
2018,2018-04-01,Carotte,Prix moyen du produit importé en magasin,233.78761061946904
2018,2018-04-01,Carotte,Prix moyen du produit local en magasin,265.2207792207792
2018,2018-04-01,Chou De Chine,Prix moyen du produit importé en magasin,646.7647058823529
2018,2018-04-01,Chou De Chine,Prix moyen du produit local en magasin,577.3799126637555
2018,2018-04-01,Chou Rouge,Prix moyen du produit importé en magasin,452.75
2018,2018-04-01,Chou Rouge,Prix moyen du produit local en magasin,465.4159292035398
